,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred habitual tendency,true habitual tendency,inferred policy rate,true policy rate
0,3.91417,4.2912087,0,0.16109163,0.13454837,0.7645688,0.0,0.81475765,0.0
1,1.436364,1.8754051,1,0.768529,0.6791691,0.7772389,0.0,0.6007964,0.0
2,1.7842666,2.0646603,2,0.67462116,0.79685944,0.67830986,0.0,0.43228993,0.0
3,3.7638454,4.723198,3,0.20600857,0.1616013,0.6884755,0.0,0.46431342,0.0
4,3.0088768,2.5884316,4,0.5531749,0.41984808,0.6487941,0.0,0.34675813,0.0
5,3.1370254,4.535249,5,0.7814669,0.8067446,0.6977503,0.0,0.7299364,0.0
6,1.8045181,2.3191257,6,0.3484618,0.15296197,0.73596597,0.0,0.29818213,0.0
7,2.9960976,4.7767267,7,0.05025274,0.033498406,0.637719,0.0,0.43336767,0.0
8,3.8206186,3.4293733,8,0.4699251,0.40465307,0.670595,0.0,0.25242087,0.0
9,5.5910053,5.805048,9,0.5242898,0.55294764,0.79548496,0.0,0.69816345,0.0
10,4.854398,4.601783,10,0.055832863,0.044880092,0.65772104,0.0,0.24166413,0.0
11,1.0087526,1.4588273,11,0.40351984,0.11989421,0.70489246,0.0,0.3548329,0.0
12,1.8821357,1.8202547,12,0.7241697,0.3022833,0.709536,0.0,0.37273163,0.0
13,4.6606827,5.014036,13,0.12124414,0.11585504,0.72882086,0.0,0.47154418,0.0
14,3.660108,3.264756,14,0.7025961,0.74194103,0.6871515,0.0,0.21853311,0.0
15,4.3561425,4.3689885,15,0.44323188,0.51837075,0.67506844,0.0,0.8173701,0.0
16,5.427959,5.7587366,16,0.7079794,0.64270025,0.6673536,0.0,0.4910999,0.0
17,1.1637343,1.4383435,17,0.3019287,0.16043133,0.6950111,0.0,0.35455307,0.0
18,5.4739556,5.8088493,18,0.5517687,0.62398857,0.68512183,0.0,0.8439028,0.0
19,1.5594795,1.8197083,19,0.89733905,0.8502021,0.70212,0.0,0.33722162,0.0
20,2.703344,2.7931595,20,0.8850558,0.98593473,0.6985208,0.0,0.30415654,0.0
21,4.6764746,4.599002,21,0.32873723,0.31549513,0.69063634,0.0,0.74050057,0.0
22,2.2327878,2.2424607,22,0.5139732,0.74402666,0.6804438,0.0,0.30703375,0.0
23,4.326386,5.616011,23,0.75696677,0.8844832,0.6802565,0.0,0.57627785,0.0
24,3.0074968,2.8366299,24,0.26268023,0.23650718,0.63083506,0.0,0.38178197,0.0
25,2.2043757,2.4497051,25,0.78302824,0.8834042,0.7186671,0.0,0.4015934,0.0
26,2.2950265,1.7386873,26,0.34380722,0.44481736,0.7342158,0.0,0.77656597,0.0
27,1.5033491,2.0759737,27,0.8321149,0.9857377,0.710949,0.0,0.2897997,0.0
28,2.4163468,2.3564324,28,0.8143878,0.7456377,0.71469295,0.0,0.33965278,0.0
29,4.060152,5.0928273,29,0.8364197,0.80128336,0.7189217,0.0,0.82520497,0.0
30,2.969425,2.9093397,30,0.56721145,0.5408532,0.7123347,0.0,0.36794356,0.0
31,5.4821987,5.966541,31,0.40567213,0.40382135,0.61103076,0.0,0.7254617,0.0
32,1.6968913,1.6549585,32,0.71766835,0.73175645,0.75802976,0.0,0.3303443,0.0
33,2.8965693,2.9092817,33,0.8431217,0.8728471,0.71737003,0.0,0.7705769,0.0
34,4.6383705,5.3690104,34,0.4010844,0.28375745,0.6503553,0.0,0.4199195,0.0
35,6.079862,5.941474,35,0.48829156,0.54291683,0.7316444,0.0,0.7318007,0.0
