,discount,learning rate,mf weight,mb weight,prior weight,prior lr,subject
0,0.5325432,0.77517146,3.5414507,0.66702443,0.86109936,0.5192616,0
1,0.32785454,0.5141342,2.509142,0.84259033,2.093425,0.11427351,1
2,0.2346095,0.5271267,2.6215901,0.37672687,1.9937358,0.18946378,2
3,0.25573713,0.3508833,2.9508386,2.7176194,3.3876836,0.2759572,3
4,0.49230248,0.03950597,2.8490403,1.8113368,2.8152003,0.22904646,4
5,0.17235726,0.88733125,2.6273785,0.7737057,0.25785965,0.7590092,5
6,0.63525295,0.30008888,2.6536257,2.5379288,5.337753,0.043409336,6
7,0.37418237,0.83361477,2.6923184,1.3253254,2.7312703,0.3195218,7
8,0.65929085,0.7350995,3.281189,0.76940274,1.1204615,0.02049179,8
9,0.3698848,0.31388983,0.91770744,1.6610122,1.7512661,0.067596756,9
10,0.67101485,0.6982637,2.0030456,0.941026,0.64682907,0.06440187,10
11,0.24453127,0.80379814,1.171023,0.6416205,0.81180763,0.23179784,11
12,0.5145007,0.61408305,4.2642393,1.4212893,1.3823824,0.27865678,12
13,0.4725195,0.8962418,1.5176125,0.93979573,1.6075516,0.095304884,13
14,0.4444227,0.46306252,4.49094,1.1082321,1.6283975,0.25356746,14
15,0.29749414,0.3256616,3.5154963,0.99074864,3.8279078,0.2561997,15
16,0.64278036,0.55169404,0.8211237,1.0099453,1.167258,0.048092905,16
17,0.7797191,0.6978865,2.2716956,0.7382659,1.2745194,0.29873648,17
18,0.07750313,0.5189424,2.583889,1.6462691,3.7120872,0.29717115,18
19,0.5359393,0.33178264,3.181096,2.3790555,4.6231985,0.094372794,19
20,0.5286644,0.08076446,3.7296982,0.88662064,2.360686,0.14036049,20
21,0.72372454,0.9188272,2.4675841,1.0450033,2.5669935,0.008228265,21
22,0.6128653,0.65679336,4.5819216,2.586182,1.4030998,0.15591949,22
23,0.6158704,0.75289094,1.7579854,1.2344439,1.465148,0.49054706,23
24,0.5967845,0.63647574,3.2452233,1.221686,4.793481,0.040615015,24
25,0.5977015,0.5161969,2.3909886,0.66813713,0.60406536,0.13775876,25
26,0.26806304,0.4034552,4.65271,1.5121796,1.3814108,0.8044991,26
27,0.7759112,0.6593303,2.234907,1.1744039,3.1314104,0.08359171,27
28,0.62708575,0.59401566,1.2024385,1.8242991,0.39464104,0.47096223,28
29,0.49294877,0.09647698,3.9595184,1.3962146,5.085588,0.014857275,29
30,0.48751476,0.3772488,0.6825967,1.403826,1.8352222,0.090495445,30
31,0.3091911,0.06730709,2.3183057,2.5299215,2.3386397,0.52553445,31
32,0.56733,0.8667909,3.7951434,1.6245382,1.7966058,0.61268,32
33,0.45850992,0.64666796,4.713862,1.3447989,0.83912385,0.11722343,33
34,0.63468647,0.43033695,1.1110854,0.36567092,3.9968925,0.3687535,34
35,0.5511749,0.55912775,1.0386863,1.7003646,0.761119,0.02221236,35
36,0.10276087,0.18261772,1.4826164,1.9073446,3.7345338,0.101620354,36
37,0.57570267,0.6798941,3.547486,1.383783,1.1146201,0.8104736,37
38,0.33189324,0.665209,4.0500836,1.1371974,2.1465251,0.23713213,38
39,0.6285171,0.7052255,2.6700866,0.68595225,0.80335927,0.3326507,39
40,0.42990425,0.34873906,0.746859,0.6366279,0.31345963,0.31067386,40
41,0.5147568,0.70796436,3.5366206,1.0141864,1.4807886,0.11887002,41
42,0.5878425,0.60777843,3.458451,0.4443295,0.36038947,0.07535891,42
43,0.91739434,0.7650372,1.8366766,0.4627455,1.9015944,0.00088188803,43
44,0.41508374,0.57053083,2.6005704,1.2373539,0.3016126,0.296003,44
45,0.7020287,0.05094911,2.8137722,0.492921,1.0623409,0.069814384,45
46,0.24980126,0.27409366,1.8544126,1.9500765,0.72577703,0.46045884,46
47,0.644032,0.4826748,1.0768838,1.2091373,1.527665,0.6716855,47
48,0.77990836,0.75128436,1.3198879,0.7786594,1.0271456,0.05245646,48
49,0.4983512,0.7156515,1.6887243,1.1690333,0.2712758,0.32646713,49
50,0.5708638,0.5560495,3.8522801,2.5665686,0.5416512,0.05755742,50
51,0.38702545,0.18633844,2.8378625,1.6958631,3.7159972,0.16844225,51
52,0.5284909,0.662315,2.075563,0.42107713,0.4648928,0.03608185,52
53,0.752776,0.5968154,0.96192527,0.95072275,2.8214674,0.4081861,53
54,0.7840619,0.9074486,4.0672116,0.67737734,2.5317073,0.0037415598,54
55,0.30171627,0.3172248,0.4636165,0.9411369,2.3620844,0.42067716,55
56,0.55902356,0.7897537,1.4023205,1.7550113,1.7999158,0.07416157,56
57,0.67135096,0.46593693,0.8175332,0.38266334,0.82651126,0.6665206,57
58,0.40867868,0.5302233,3.4913206,0.9943416,0.40789568,0.47452,58
59,0.31372112,0.48368618,1.212823,0.71452963,1.0140553,0.106169336,59
60,0.42206067,0.07421943,3.3918953,1.3085799,1.8453596,0.057101004,60
61,0.40724453,0.6281709,4.381684,1.7159741,0.29382923,0.5182786,61
62,0.64499116,0.6862033,4.827591,1.0002578,0.88765514,0.24830547,62
63,0.8052565,0.56507427,4.3833375,1.6369729,0.68497676,0.19512472,63
64,0.75307244,0.61305124,1.0401847,1.0818981,2.276907,0.18494113,64
65,0.3609284,0.102787286,3.5453115,0.8253099,2.6567554,0.20500953,65
66,0.4498731,0.5333202,1.5572051,0.78740335,0.84429264,0.7846807,66
67,0.623279,0.47445977,1.6335533,1.0416021,1.4019274,0.17945811,67
68,0.4272736,0.5720155,1.4259335,1.8905532,0.5173817,0.14460386,68
69,0.5002326,0.22952399,3.6502075,0.7058461,3.8859634,0.021816524,69
70,0.7766369,0.81601167,3.0952144,0.40389878,1.5169483,0.20235428,70
71,0.27022892,0.4972986,3.0488505,1.5715394,2.3326476,0.3492839,71
72,0.55985516,0.7961034,3.6836724,1.5885913,1.3367354,0.20183004,72
73,0.3214556,0.27831948,0.92126846,1.5011791,2.3781211,0.20603722,73
74,0.2893781,0.6549598,1.6256065,0.41119462,1.4242786,0.020334765,74
75,0.34304178,0.54642355,4.4991474,0.7822641,0.74592865,0.13586687,75
76,0.44487342,0.5460168,4.911009,2.139327,3.694714,0.389439,76
77,0.4642413,0.7555054,4.27382,0.6743323,1.2173076,0.15737519,77
78,0.4754446,0.5615553,2.6953893,0.86053586,1.2186786,0.11408115,78
79,0.4886661,0.2856524,0.8912202,1.235033,0.89322746,0.760719,79
80,0.34134656,0.5853207,4.8235183,0.83638877,3.6915114,0.26222044,80
81,0.6029296,0.06461326,2.5244749,2.9544559,1.7942185,0.34766155,81
82,0.6835272,0.8549004,1.9783049,1.2405858,0.8235601,0.20465891,82
83,0.6139077,0.82195556,4.02764,1.4828938,1.4455143,0.32625896,83
84,0.43649283,0.3731571,1.6541023,0.86325336,0.7346198,0.92740387,84
85,0.31627998,0.24388787,2.0572789,2.9779086,1.4101801,0.22206926,85
86,0.70099026,0.70540285,2.6223786,0.8068218,0.9610994,0.03787809,86
87,0.24400991,0.33595288,2.947112,1.8134232,1.3189199,0.5566961,87
88,0.5561801,0.5809677,1.4361681,0.50577426,0.736362,0.83699673,88
89,0.41921023,0.42468366,3.4474206,1.002328,0.6459368,0.5103871,89
90,0.59365755,0.6605508,3.2978716,3.3671055,2.5115466,0.11000439,90
91,0.6833849,0.42630234,2.952792,1.096653,1.0944693,0.1685874,91
92,0.64392716,0.5877556,0.7073879,0.6981662,0.5135871,0.20842844,92
93,0.32391,0.069368266,2.3427641,0.96634895,1.9720087,0.23594688,93
94,0.7085001,0.9137569,3.5161614,0.6678794,1.1740892,0.008162662,94
95,0.57788724,0.8269219,4.019223,0.87285304,0.172227,0.5126962,95
96,0.49984467,0.8514697,2.2235017,0.38125592,0.49808007,0.078947276,96
97,0.6938431,0.47839236,0.41959596,1.8706133,1.4106631,0.15919355,97
98,0.15632977,0.6552438,4.975796,0.6374583,2.9248192,0.4755589,98
99,0.42981794,0.388941,1.7604729,1.78951,4.1233077,0.3577017,99
100,0.27161515,0.5983376,3.8363948,1.7786733,2.923755,0.32428485,100
101,0.5857442,0.75991917,0.7838611,1.072324,1.0529411,0.037527744,101
102,0.26352322,0.6062752,3.7877622,2.0113637,1.738162,0.6775009,102
103,0.5063114,0.8438924,2.1483977,0.39073724,1.9920427,0.06358975,103
104,0.51231337,0.61803246,3.458403,0.31442308,1.5597043,0.83539176,104
105,0.7848238,0.7545215,5.204061,1.7230144,1.0860242,0.744775,105
106,0.5146499,0.82551455,2.4384713,1.5650672,0.7642536,0.1455036,106
107,0.2986172,0.39852664,1.0122982,0.92868894,4.9169188,0.055334788,107
108,0.21217854,0.65732324,2.2341833,1.0472021,0.7119349,0.19771929,108
109,0.42478237,0.36403006,1.8825634,0.73700607,4.138522,0.08970107,109
110,0.64905894,0.23939654,1.9740332,1.4073398,3.1025367,0.19517918,110
111,0.5940863,0.6423467,3.1278963,0.714277,0.88826096,0.08190478,111
112,0.25942516,0.47124353,3.8992867,0.6098036,0.80960137,0.5686793,112
113,0.72774464,0.668452,3.1839886,1.1351045,0.62276757,0.43900448,113
114,0.4344764,0.15030691,0.9321648,2.6656318,4.4436717,0.025752272,114
115,0.3836992,0.039193787,3.6060476,0.67215705,1.87871,0.021580087,115
116,0.5542672,0.8545933,2.0044699,0.49284238,1.6600953,0.13785142,116
117,0.49422574,0.70526564,2.231174,1.064042,2.3391013,0.2735435,117
118,0.52269113,0.44492605,2.867515,0.52915525,2.699694,0.07005003,118
119,0.39589253,0.58363265,1.1773092,0.68850064,0.47033262,0.090527356,119
120,0.8003643,0.83487546,3.1099699,3.6998792,0.6458165,0.033561144,120
121,0.42515782,0.64243215,2.4905703,1.1289651,0.5006882,0.16842623,121
122,0.67426914,0.5270434,2.7828345,0.5820041,3.362511,0.098282084,122
123,0.6104704,0.48677006,3.2800922,2.0283706,0.38811994,0.20715508,123
124,0.84708136,0.6696907,1.3430735,0.5760429,0.97169554,0.11383092,124
125,0.30210432,0.3243106,3.8034747,0.83338344,1.0570333,0.07709269,125
126,0.7600115,0.5057151,2.9958587,1.110916,0.33889186,0.17939688,126
127,0.26770237,0.51231927,1.9525856,1.1611117,1.0526484,0.54677445,127
128,0.59046817,0.62166035,2.7951913,1.0428286,4.4050746,0.19819458,128
129,0.77992487,0.66683507,2.0867357,1.1766734,0.42199188,0.18998398,129
130,0.50634205,0.6445813,2.8534343,2.0106673,1.6723405,0.15384515,130
131,0.48291144,0.6661234,0.8307731,1.3285344,1.1941457,0.20685041,131
132,0.24375767,0.700584,2.0068722,1.250766,0.12058608,0.710664,132
133,0.74088585,0.68681484,1.9083807,0.5915806,0.64960396,0.34585768,133
134,0.72019845,0.67987037,2.6527386,1.3617048,1.2837754,0.11858873,134
135,0.41514096,0.7721288,2.4877613,1.1408012,0.52532446,0.122127645,135
136,0.48119584,0.052735314,3.6643543,0.72773725,1.8314348,0.5927325,136
137,0.63187915,0.6318208,1.4659972,0.36756837,0.8544311,0.13730821,137
138,0.24067949,0.67608404,3.783383,1.1073037,0.28394923,0.18348566,138
139,0.5923521,0.5742784,1.0381049,0.44211805,0.5945583,0.58756214,139
140,0.55218357,0.41374147,1.9350543,1.148818,0.4082759,0.08638704,140
141,0.68864083,0.70060295,4.548024,0.63646275,1.6279426,0.25496432,141
142,0.6789152,0.35102907,0.9752718,1.2236443,2.3198833,0.0328065,142
143,0.18240575,0.34165674,3.9334424,1.6802151,4.3528986,0.19219866,143
144,0.6587544,0.8321278,4.3878922,0.5491656,1.6898341,0.1131013,144
145,0.37858692,0.7046212,0.61378634,1.1657033,1.6895494,0.022771949,145
146,0.14801309,0.33872923,4.732208,1.2003572,2.6309447,0.09299999,146
147,0.28617218,0.40291014,3.867216,1.505182,0.99687326,0.5022834,147
148,0.5507782,0.047930714,3.3031473,0.95596457,2.6399798,0.05802711,148
149,0.55584824,0.89427793,1.4557439,0.9815986,0.74119914,0.15509516,149
150,0.20582889,0.33901387,1.8782916,0.49693626,1.6931796,0.4247646,150
151,0.81809694,0.6365735,3.6082993,1.1954113,0.6117243,0.29648638,151
152,0.27830163,0.55411303,2.0527008,0.86094135,4.5375867,0.64010996,152
153,0.33105734,0.32851535,2.16293,1.4330667,2.1024141,0.028354226,153
154,0.5776068,0.648946,2.6332974,1.8667045,0.9147763,0.3420938,154
155,0.6450816,0.03549988,2.4541762,0.905885,0.672228,0.24325466,155
156,0.755373,0.8302253,4.089456,1.6518388,1.0775899,0.082119316,156
157,0.43398914,0.62092865,0.5026609,0.880489,1.6968212,0.034458548,157
158,0.6168096,0.839596,3.0025954,1.0965934,3.042753,0.02960659,158
159,0.6344656,0.4025102,1.8352156,1.0839471,3.4708362,0.024738504,159
160,0.74488693,0.07921342,1.3744859,1.6062586,2.4458623,0.8068877,160
161,0.39980787,0.50140935,2.4681306,0.8898499,4.281898,0.11263626,161
162,0.6277222,0.5655011,1.710386,0.18422185,2.6886163,0.43927193,162
163,0.5887491,0.8270972,2.2465348,1.4880481,1.1920089,0.03491111,163
164,0.18406722,0.47282875,4.6886225,0.58438134,1.6276045,0.2390374,164
165,0.6963938,0.8324451,3.1276896,0.23063801,1.1761565,0.3140092,165
166,0.25855562,0.036022734,2.085216,0.97489375,2.2722783,0.03617844,166
167,0.46645272,0.6259009,1.8216652,0.6824103,1.3076079,0.12558481,167
168,0.3219544,0.48890886,4.168402,1.1787484,3.0389113,0.41997543,168
169,0.6379693,0.06731405,2.3163834,1.3848788,4.2132998,0.05702285,169
170,0.2486478,0.26898703,2.0275688,2.4809067,4.798549,0.043137617,170
171,0.71491814,0.8676686,2.5099785,1.2552364,0.6888956,0.09384927,171
172,0.4685282,0.8560984,3.7143474,1.4991324,0.38555872,0.13847919,172
173,0.24115923,0.86765,3.360684,1.3892895,0.45943815,0.18701184,173
174,0.64375454,0.63737214,2.143287,0.5168886,1.436552,0.21322289,174
175,0.82033765,0.37051004,1.4747226,1.5909827,0.468445,0.3761354,175
176,0.37133193,0.75110555,3.1679726,0.72694933,0.73322684,0.15442719,176
177,0.4186681,0.7926417,4.545781,0.93415594,1.246955,0.23866625,177
178,0.69798994,0.6985333,4.6882973,0.65826035,1.5411973,0.46801504,178
179,0.15438747,0.6796185,1.1843454,0.5569068,0.59738994,0.7823062,179
180,0.7080589,0.7389301,4.4682865,0.9296961,0.34450105,0.060568042,180
181,0.5167329,0.57213134,3.6546407,0.40474167,0.73497075,0.49402425,181
182,0.38162342,0.406178,2.967667,0.66951126,1.4800996,0.5961332,182
183,0.4176594,0.6347547,3.9330058,1.299691,0.4417526,0.2954936,183
184,0.5378391,0.07406618,1.9956603,1.53123,1.2299091,0.3335066,184
185,0.9391629,0.06882207,2.521731,1.1643854,1.0616558,0.45722488,185
186,0.6170322,0.4371604,1.3540444,0.90949184,0.4040135,0.30935934,186
187,0.37331885,0.05654894,2.1326497,1.8049731,0.7777074,0.21496329,187
188,0.62727034,0.47603238,2.3055916,0.40918618,0.5893477,0.86895514,0
189,0.5450174,0.4595438,2.3251185,0.92888635,1.9907424,0.055213947,1
190,0.3151838,0.43732622,1.4946288,0.76324403,1.5350872,0.24776086,2
191,0.41075432,0.3981341,3.0239997,2.7749052,3.535676,0.2571954,3
192,0.22412431,0.029538717,2.449755,1.758312,2.5222201,0.21440834,4
193,0.22877432,0.90692556,2.0195558,0.8173043,1.538974,0.007146368,5
194,0.46884844,0.16320728,2.4861925,1.2763933,1.0969458,0.034397416,6
195,0.71652335,0.70426255,3.2632713,1.0106068,1.4948174,0.25445086,7
196,0.5574752,0.6832914,3.2155051,1.4824468,1.254322,0.051155064,8
197,0.20877804,0.25739828,2.5799546,0.82244307,0.57580274,0.1462289,9
198,0.70275706,0.68739,2.169264,0.64816517,0.95625687,0.08234665,10
199,0.48801836,0.9039506,1.2026953,0.5369432,0.47246808,0.08831025,11
200,0.3416237,0.30636078,2.8863,0.5832174,0.92039466,0.7900606,12
201,0.6267576,0.78845465,0.8022952,0.96146166,0.50300986,0.17608725,13
202,0.5912181,0.43393216,3.5176442,1.8781326,1.3391097,0.43092036,14
203,0.26773864,0.25283018,2.5211718,0.8776914,4.897752,0.38966882,15
204,0.20279087,0.72121245,2.1865005,0.9349551,1.3600352,0.053640414,16
205,0.75340337,0.7295522,2.281245,1.2319986,1.0570768,0.3215081,17
206,0.3453534,0.7293028,2.3773334,0.38017786,2.9508224,0.19038567,18
207,0.5430152,0.21967421,1.3945054,1.9545633,3.2998676,0.095589794,19
208,0.7790128,0.060278285,1.8618245,1.5691206,0.023417769,0.24258779,20
209,0.5946832,0.89921993,3.260108,0.4891706,0.57830346,0.112273365,21
210,0.7082874,0.4592857,2.1087565,0.63803476,0.75398165,0.26660898,22
211,0.377509,0.65734005,1.4002954,0.77081627,1.7186055,0.41948432,23
212,0.6691142,0.4009269,0.99854505,1.2875258,5.1150007,0.056396976,24
213,0.71016467,0.6275108,2.4458199,1.1205342,0.38881436,0.27103648,25
214,0.35664785,0.46856496,5.0790725,1.9831583,1.0631516,0.59520596,26
215,0.6936927,0.71724874,2.4870195,0.4659184,2.749217,0.08521015,27
216,0.567767,0.61548406,1.834921,0.50297236,1.0877495,0.15815109,28
217,0.6885167,0.045596212,1.9000547,1.8020422,1.0365039,0.06621625,29
218,0.36220023,0.6469841,2.5305011,2.1729047,3.265731,0.050348405,30
219,0.70242923,0.06656545,3.6560378,1.2378944,4.521508,0.1350039,31
220,0.65508896,0.59239894,1.9249928,0.4986986,1.5908761,0.37095872,32
221,0.33331242,0.4678023,3.272418,1.40845,0.42626375,0.77344084,33
222,0.641218,0.571113,2.0799456,0.44716656,4.5219736,0.30322525,34
223,0.3071184,0.464142,0.6117867,0.64865327,0.9907338,0.57367396,35
224,0.057082035,0.12311502,2.0307443,0.7758329,3.5301168,0.061534878,36
225,0.6507143,0.74806714,4.287806,1.5025117,1.3877729,0.57179594,37
226,0.26576832,0.30817142,2.8285928,0.46923772,1.1795208,0.4163858,38
227,0.52305424,0.85064644,2.4419265,0.8100245,1.8092798,0.4152084,39
228,0.65047765,0.82956076,1.5230525,1.3964835,1.0764794,0.05503144,40
229,0.5800946,0.6588597,4.1132545,0.8239564,0.55415565,0.038417507,41
230,0.46391922,0.72166157,3.8335128,0.95601857,0.19778934,0.538958,42
231,0.84029686,0.93750614,2.6299973,0.88884723,1.4517046,0.013345399,43
232,0.368137,0.5559396,3.1195989,0.5015947,0.2710868,0.5514756,44
233,0.44689348,0.08923005,2.4150949,3.135837,1.5114036,0.5963202,45
234,0.27562,0.36030203,3.5343094,2.5341659,1.2156525,0.26366815,46
235,0.6316247,0.7153921,1.3543816,0.7806668,2.693829,0.512981,47
236,0.6447768,0.7423647,1.1462381,0.63213116,0.51395357,0.1549806,48
237,0.53719366,0.84532994,2.3912296,1.5669575,0.30139133,0.44140616,49
238,0.45024788,0.62533015,4.494114,1.070121,0.9217322,0.43325415,50
239,0.47405887,0.2504634,3.0338652,1.3437804,3.601647,0.08150639,51
240,0.5029939,0.6331844,1.1574882,0.9917094,1.3356731,0.030215284,52
241,0.36906657,0.5680327,1.9762719,0.34512514,2.80737,0.34777752,53
242,0.66163725,0.8068383,3.6102855,1.1566615,0.30252695,0.45876354,54
243,0.6265993,0.8739416,4.3363485,2.005114,3.0313869,0.25107235,55
244,0.49957573,0.8068287,3.55332,0.35060468,0.5253107,0.096304975,56
245,0.49136266,0.7591681,0.85442144,0.654332,0.6365444,0.88901293,57
246,0.725951,0.69338137,3.3013778,0.65913343,0.3904214,0.23413883,58
247,0.5474749,0.71534216,1.0130249,0.6515633,0.625222,0.29671913,59
248,0.7240618,0.043888945,0.982527,1.5728178,4.615295,0.15975802,60
249,0.66064245,0.6164139,2.208294,1.6700288,0.68215185,0.21670409,61
250,0.39162612,0.5115231,3.344631,1.8241472,1.099988,0.13399205,62
251,0.42795876,0.6201866,5.517129,0.8189814,0.9159099,0.36342838,63
252,0.43718007,0.6456444,2.2405534,0.6384379,2.046903,0.09467284,64
253,0.62033695,0.06845454,2.8706331,0.18636957,4.892992,0.052642085,65
254,0.7355491,0.66536605,2.2434819,1.6527104,1.5552135,0.5423311,66
255,0.48075128,0.4038371,1.806024,1.6779478,1.7987955,0.19020852,67
256,0.148954,0.54441476,3.1833262,0.47265345,0.33509737,0.49457556,68
257,0.4791814,0.22902724,1.0533195,1.8295481,5.1999297,0.029226452,69
258,0.7762807,0.82128185,2.938285,0.61784315,1.2975852,0.3708291,70
259,0.41266096,0.530709,2.4465477,1.5241395,3.3896146,0.19440965,71
260,0.76792467,0.8752866,4.14667,1.8633281,1.2900163,0.36627567,72
261,0.46374595,0.35445648,1.2613952,1.5928698,3.1337967,0.2523536,73
262,0.6560556,0.6541621,0.543289,0.7626939,0.444943,0.15383984,74
263,0.24412063,0.33241174,2.4923854,1.135522,0.5818629,0.3328521,75
264,0.77339566,0.6640105,4.472842,2.6639676,3.8970032,0.22372282,76
265,0.46796966,0.7602813,4.5355916,0.5395531,1.4698844,0.05978277,77
266,0.50501806,0.4923069,2.9296925,1.3366624,0.7335866,0.1442712,78
267,0.23279728,0.40003702,2.9295576,1.0805573,0.6634269,0.6414915,79
268,0.72395355,0.4610828,1.8452258,1.5664253,2.8760428,0.38759568,80
269,0.7501527,0.070145205,1.9212132,1.602166,3.8348927,0.22125381,81
