,inferred mb weight,subject,inferred discount,inferred mf weight,inferred learning rate,inferred prior lr,inferred prior weight
0,2.799418,0,0.59991515,3.9367173,0.73566943,0.14223468,1.0501666
1,2.2367885,1,0.3565233,3.1754866,0.5888706,0.27552837,1.9809703
2,2.6501005,2,0.235639,3.0017612,0.2188794,0.51220584,3.3174446
3,1.9769129,3,0.35648602,3.3415766,0.076015785,0.34295067,3.04158
4,1.372546,4,0.28045428,2.9058266,0.42010522,0.06384173,4.539658
5,2.225358,5,0.33997485,4.2221994,0.3047906,0.29691407,2.908207
6,2.07066,6,0.33877695,3.780382,0.38321355,0.5162412,2.1382892
7,2.1575778,7,0.21262734,2.877729,0.30755025,0.3080101,4.5129786
8,1.7671348,8,0.16506286,2.428268,0.23823623,0.22241639,1.884933
9,1.7429817,9,0.3110455,3.9884658,0.4883026,0.50604695,1.266088
10,1.7697922,10,0.5750107,3.5067723,0.77781403,0.21550211,3.552672
11,1.4122392,11,0.18565331,1.8563086,0.18208492,0.23291065,3.3749692
12,1.7905927,12,0.2317468,2.1565855,0.08572209,0.24085258,2.4547648
13,1.3453329,13,0.35692522,3.2552638,0.5952697,0.4123736,1.92954
14,1.6534507,14,0.33903834,2.0631225,0.10836694,0.19549806,3.3769345
15,1.9139072,15,0.5064319,3.9688556,0.6806488,0.3239776,2.1285055
16,1.2237087,16,0.2176623,3.048756,0.38015738,0.5344101,2.5304813
17,1.4150447,17,0.31258532,2.0551467,0.4776122,0.5115921,3.0772593
18,1.545125,18,0.15642612,3.021292,0.4302772,0.6522981,2.8586617
19,1.9477665,19,0.20956372,2.879965,0.45864233,0.5329041,2.2549994
20,1.2410983,20,0.10175252,1.1743462,0.1473283,0.10164574,1.7437117
21,1.129532,21,0.49283794,2.6418695,0.42933142,0.26807043,2.075021
22,2.0003786,22,0.29877204,3.252333,0.3548559,0.57293475,3.8586984
23,2.5652611,23,0.24841388,3.9374342,0.32748267,0.67083716,1.6292518
24,1.9130267,24,0.37365338,2.803764,0.56375206,0.12875177,3.4403765
25,2.2418745,25,0.37921095,3.5121484,0.07533294,0.31930467,3.3965812
26,1.883378,26,0.39296094,3.060107,0.38505146,0.07415364,4.107653
27,3.5049589,27,0.08643943,1.970246,0.12033857,0.57573926,3.301722
28,1.770267,28,0.16890241,1.2603508,0.24776521,0.15250762,4.0372224
29,1.1100444,29,0.5122827,2.3225029,0.5392568,0.654477,1.7983365
30,0.73954046,30,0.28568262,0.9997568,0.5332144,0.1944855,1.2133143
31,2.0653741,31,0.35121933,3.3963342,0.05580143,0.446615,3.7380383
32,1.8873945,32,0.28760377,3.909173,0.5165366,0.74344736,2.3160923
33,1.305207,33,0.5816552,4.117864,0.56216615,0.06273656,2.1387358
34,1.552012,34,0.51385593,3.2143137,0.40351287,0.18019147,3.2804923
35,1.5926954,35,0.084065475,2.633939,0.2144121,0.7094257,3.4865396
36,1.4048579,36,0.1335916,1.5386788,0.2637951,0.6834961,2.2776737
37,0.9065467,37,0.33821058,1.8532273,0.5597035,0.30825552,1.0628392
38,1.5811754,38,0.17337742,1.5589578,0.18100744,0.23171723,3.3393657
39,1.9960101,39,0.38152587,3.5823007,0.066123694,0.24221711,2.5682158
40,2.0941894,40,0.48029378,4.1223407,0.68869823,0.08002698,2.9757652
41,1.5489358,41,0.49705634,2.812481,0.5807693,0.32525882,1.9279115
42,2.0348825,42,0.3686393,3.3514407,0.07488845,0.38302478,3.6269047
43,1.3803972,43,0.49310803,2.8603818,0.6939537,0.24327426,2.0546505
44,0.8657109,44,0.5010475,1.6112422,0.7015111,0.6372226,0.898422
45,2.1783888,45,0.2560094,3.5570085,0.4361919,0.14337987,3.512664
46,2.6338696,46,0.41764015,3.622006,0.38731524,0.35833147,2.3013139
47,1.8220488,47,0.38150996,3.2424073,0.5341899,0.3386341,1.5795277
48,1.7434016,48,0.2523254,3.162851,0.07743762,0.19293882,2.6351135
49,2.5688725,49,0.39846382,2.0993876,0.58703285,0.33231655,1.3343773
50,2.147886,50,0.36211687,3.4900582,0.07093178,0.36697948,3.3105159
51,1.7475749,51,0.5748291,3.1357172,0.52142215,0.21140963,1.4065815
52,1.1374254,52,0.28466046,2.4303977,0.3919371,0.44597787,1.9187175
53,2.6596096,53,0.47046784,2.7549946,0.7063826,0.19071881,1.5626074
54,1.9844637,54,0.41747242,3.634473,0.08072283,0.36788836,3.0556128
55,1.6432006,55,0.53353876,2.9893472,0.5588944,0.50415516,1.8025993
56,1.8257327,56,0.42229128,2.0629961,0.54637307,0.52231604,2.7712846
57,1.8994889,57,0.19965634,2.6431494,0.38952813,0.6027939,3.5241184
58,1.8854011,58,0.3958387,2.7855978,0.6197113,0.6053606,2.9994526
59,1.9072524,59,0.3905306,3.563559,0.07357772,0.39223927,3.31564
60,2.1167734,60,0.24375036,3.5200088,0.46851614,0.54693687,3.7449164
61,1.3661399,61,0.08858052,3.0691,0.1767942,0.39481714,2.4278433
62,2.0786135,62,0.34672856,3.5547051,0.0762605,0.47914478,3.5982988
63,2.161609,63,0.39417472,2.9221008,0.69231606,0.26527753,0.8389582
64,2.2318752,64,0.057407845,2.595684,0.17183827,0.31336838,2.6700115
65,2.1597016,65,0.20552856,3.119298,0.3120381,0.21666606,3.1370437
66,2.0058367,66,0.26897496,1.8362432,0.50997216,0.8387278,1.7055271
67,2.9624002,67,0.14183934,2.799957,0.25151566,0.07606706,4.1297674
68,1.6230822,68,0.14005974,2.75556,0.21833849,0.22770618,3.759891
69,2.152189,69,0.33608124,3.8637488,0.47209033,0.3132074,2.0363512
70,2.3601918,70,0.29526272,2.566332,0.59705913,0.53499764,3.586773
71,1.6125611,71,0.6387421,4.0915575,0.6581582,0.31550428,2.6965985
72,1.2456523,72,0.5425627,3.810915,0.55661803,0.054878227,2.749239
73,1.9270774,73,0.35060814,3.811625,0.4938767,0.6384832,2.5293648
74,2.0187967,74,0.38575965,3.7580855,0.0486906,0.36881948,3.4810462
75,1.682248,75,0.29935357,2.7625391,0.58728296,0.7025296,1.6324095
76,1.3863155,76,0.07380988,3.1153364,0.2288272,0.7578989,2.0209336
77,1.8443257,77,0.35387054,2.7132666,0.5141174,0.5518141,1.3856306
78,2.290914,78,0.39112133,3.1954775,0.6769889,0.37221774,0.9178214
79,1.6292236,79,0.40259475,3.836438,0.56533194,0.32247242,4.2620387
80,2.1077087,80,0.35631236,3.63036,0.07056972,0.3404877,3.323171
81,2.3043158,81,0.23273306,3.3177693,0.26563895,0.3700274,3.362982
82,1.7013366,82,0.41205272,3.0713007,0.66566133,0.35552332,3.686955
83,1.5065062,83,0.16321537,2.4309618,0.21593304,0.71421444,2.5806894
84,1.3940716,84,0.14124832,3.004518,0.22669724,0.3960396,2.8275585
85,1.0706697,85,0.30674025,1.4524611,0.57483953,0.22114155,2.0141556
86,1.5561434,86,0.2673357,3.511018,0.3738717,0.45791346,4.536473
87,2.5446024,87,0.33595315,2.900141,0.5656302,0.48711878,1.2388238
88,1.7876555,88,0.48072523,3.4613793,0.535718,0.36899593,1.723168
89,2.0344908,89,0.59955966,4.293833,0.7804743,0.2541528,1.1225625
90,2.6284292,90,0.39154312,3.9326289,0.6131893,0.282595,1.2148439
91,2.670625,91,0.36009255,3.882106,0.52182716,0.3728198,1.7262558
92,1.2837267,92,0.31311804,2.8017719,0.6509353,0.20162527,0.9478675
93,1.9914056,93,0.27754447,3.552323,0.09261596,0.17214881,3.0755017
94,1.5492747,94,0.13944218,2.1979249,0.122513935,0.15000318,3.5521607
95,0.82208467,95,0.3445275,1.4824095,0.51016116,0.54080343,2.7481148
96,2.1350064,96,0.19618271,1.7296876,0.21627158,0.73705196,2.4109156
97,1.5264338,97,0.1792687,1.2287122,0.1973624,0.21028225,1.8045487
98,1.8546876,98,0.35478747,3.351942,0.41312677,0.17449899,4.124891
99,1.289777,99,0.37288487,3.0387373,0.46806422,0.16696917,2.1827254
100,1.9412943,100,0.31888995,3.1898155,0.45130703,0.22998609,3.1919148
101,0.71445876,101,0.4486813,1.6559912,0.65394324,0.28023663,2.0511765
102,1.6167935,102,0.14905338,3.2554812,0.23062883,0.309197,2.3970058
103,1.7055607,103,0.2678637,2.8619897,0.4614662,0.052910242,4.084515
104,2.9938111,104,0.54616934,4.371624,0.6123091,0.056653596,2.3559065
105,1.6449604,105,0.1688663,2.3080707,0.2314801,0.4657198,2.8659453
106,1.930878,106,0.39733043,3.98733,0.48586398,0.644261,1.8993461
107,2.1187327,107,0.27632198,3.5890596,0.35952896,0.4747461,3.582569
108,1.9315717,108,0.6002554,3.8198256,0.6880332,0.4226806,1.3745615
109,1.2634187,109,0.09441119,2.3337588,0.2667687,0.2495635,2.2458284
