,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred cached weight,true cached weight,inferred cached rate,true cached rate
0,2.5758302,3.8481545,0,0.1149899,0.23313135,0.34571105,0.0,0.73575205,0.0
1,5.0805206,4.4451237,1,0.6071976,0.6382846,0.45606062,0.0,0.08201002,0.0
2,5.2694507,3.0600524,2,0.032887995,0.8357593,0.37301952,0.0,0.7430128,0.0
3,1.5964519,3.0333366,3,0.118258335,0.84340596,0.3431018,0.0,0.6679111,0.0
4,8.538192,2.0409358,4,0.021390598,0.036389768,0.36675003,0.0,0.65918434,0.0
5,0.4691883,3.89355,5,0.7102599,0.5526275,0.3652048,0.0,0.78992057,0.0
6,3.0496933,2.193664,6,0.21409757,0.4438424,0.34617195,0.0,0.64124227,0.0
7,1.7549844,2.3415546,7,0.12605168,0.32130384,0.345367,0.0,0.4609668,0.0
8,5.3950562,5.467368,8,0.08448636,0.14429879,0.40288693,0.0,0.717098,0.0
9,0.83530676,1.3823159,9,0.31536287,0.7672987,0.3491336,0.0,0.7561561,0.0
10,9.172978,3.3008764,10,0.0044353288,0.9174252,0.39453685,0.0,0.72335076,0.0
11,3.860003,3.8654585,11,0.6380121,0.9356258,0.5884779,0.0,0.040187504,0.0
12,0.67233735,4.7404904,12,0.6243413,0.84865284,0.35598877,0.0,0.7740662,0.0
13,4.493626,5.1417394,13,0.15776467,0.63834596,0.35421798,0.0,0.6199492,0.0
14,0.593755,4.296985,14,0.7458261,0.8102145,0.35866424,0.0,0.7845465,0.0
15,1.2143403,1.4552191,15,0.11700777,0.23961818,0.3797567,0.0,0.76970696,0.0
16,1.2440614,2.8749418,16,0.25146598,0.48706567,0.37701696,0.0,0.57479835,0.0
17,3.3411226,2.6264799,17,0.010534008,0.642854,0.39355415,0.0,0.68841416,0.0
18,1.1468796,1.9842649,18,0.7537431,0.87514335,0.40302795,0.0,0.6588665,0.0
19,1.0772711,3.0747945,19,0.15402241,0.90463996,0.34552968,0.0,0.70874953,0.0
20,0.58038956,2.4302113,20,0.67781425,0.34331357,0.35222068,0.0,0.7484546,0.0
21,3.3388314,4.2293415,21,0.34401393,0.28583217,0.5997139,0.0,0.023946838,0.0
22,0.48501405,4.15401,22,0.8075618,0.4935032,0.35226834,0.0,0.80267465,0.0
23,4.736709,3.5808659,23,0.28264663,0.39042968,0.54358923,0.0,0.066682585,0.0
