,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate,inferred cached weight,inferred cached rate
0,2.690872,0,0.62895465,2.0019376,0.26258397,0.6415443,0.54821044
1,3.4014316,1,0.572821,4.361081,0.19093576,0.9168466,0.44609022
2,7.5333967,2,0.0725869,2.4624324,0.2553421,0.8907691,0.37383953
3,0.73397315,3,0.4591304,0.81363106,0.6442215,0.71141213,0.38145182
4,1.8309131,4,0.65453565,1.0610056,0.7157285,0.8254038,0.29210827
5,0.7338879,5,0.60999113,1.3901551,0.8034471,0.86294323,0.82096374
6,1.4029166,6,0.766708,1.6597959,0.3883119,0.80363137,0.2622729
7,3.1821582,7,0.68039566,1.6245515,0.5669598,0.77213144,0.25736842
8,2.29325,8,0.6770193,1.4071492,0.5398661,0.9329978,0.6190069
9,1.0919709,9,0.84282184,1.1298814,0.7417146,0.7986653,0.46787372
10,0.912624,10,0.108219296,1.4566643,0.6056264,0.7515731,0.7018195
11,1.6447868,11,0.5833505,1.5085825,0.5147168,0.7338884,0.7422959
12,2.0964212,12,0.71101743,1.3486638,0.2589246,0.8409517,0.504899
13,0.591099,13,0.8498224,1.6578187,0.066224344,0.8918954,0.17763612
14,2.8210385,14,0.52692455,2.289958,0.45680958,0.73997027,0.5756514
15,1.9873545,15,0.46470848,1.5463457,0.14021511,0.76095265,0.6559929
16,3.3922753,16,0.24350995,2.0117693,0.20354916,0.7598247,0.5073333
17,0.89633214,17,0.7922022,0.96786904,0.7337155,0.848689,0.72553366
18,2.59194,18,0.8244428,2.1874328,0.22742733,0.614304,0.41430157
19,4.94335,19,0.56381786,1.1214031,0.61907774,0.6640215,0.5722125
20,0.5546346,20,0.36359248,1.3622957,0.022696344,0.7772107,0.27242446
21,4.9804354,21,0.72218275,1.2864417,0.43359044,0.74831116,0.68463767
22,4.0139437,22,0.2797509,1.6367208,0.073008135,0.52942514,0.59641445
23,1.6143488,23,0.7981495,1.6279566,0.8032373,0.8587793,0.7631302
24,1.0505108,24,0.68256074,1.0809412,0.8256231,0.9665127,0.8508038
25,1.4263959,25,0.8610966,1.260263,0.73090833,0.7472782,0.2060394
26,3.8428657,26,0.672638,1.0920576,0.37472218,0.65497595,0.43588012
27,1.0630901,27,0.6818248,1.8230956,0.44280675,0.8796396,0.41794214
28,3.096356,28,0.7994379,1.1889257,0.5827765,0.9192144,0.19403753
29,2.155294,29,0.88065434,1.2589803,0.5322057,1.0035232,0.8228272
30,7.275737,30,0.0073683853,2.989342,0.04145704,0.7324335,0.7797538
