,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate,inferred cached weight,inferred cached rate
0,2.8162847,0,0.37387848,0.49840382,0.50005406,2.3403976,0.25118992
1,2.678667,1,0.27691996,0.52544767,0.5232278,2.9955707,0.7206782
2,1.9632734,2,0.6661708,0.50009793,0.4796379,2.2866683,0.6864137
3,3.539723,3,0.5050224,0.48417044,0.5126832,5.473754,0.7404182
4,4.3453035,4,0.6893005,0.51890063,0.49647936,3.0503569,0.52534366
5,3.520104,5,0.25189835,0.49861088,0.49807778,3.5237303,0.5580618
6,3.5210164,6,0.7318842,0.4912058,0.513455,3.750099,0.6432937
7,6.6918154,7,0.46703926,0.5153447,0.48110288,2.0891328,0.60907865
8,2.698278,8,0.24879602,0.48816606,0.5029665,6.599097,0.48582494
9,2.3733795,9,0.70027465,0.5264287,0.48070115,4.8966074,0.66620624
10,2.6265512,10,0.7050659,0.48721552,0.4794273,5.4380536,0.7369478
11,3.7068644,11,0.16196278,0.48896936,0.49342504,3.3854344,0.33095792
12,2.4468064,12,0.68009055,0.50972515,0.50758845,4.75649,0.5948978
13,3.201595,13,0.37286565,0.50798523,0.4973061,5.774046,0.7280018
14,3.4174607,14,0.34335497,0.4707112,0.50628805,2.2344563,0.47330365
15,4.368001,15,0.49505302,0.4982964,0.5082862,5.8311486,0.48604792
16,4.7208133,16,0.63732463,0.49787125,0.51304466,2.2030418,0.37177876
17,2.0787497,17,0.345115,0.49346924,0.48999238,2.107773,0.43598118
18,5.31775,18,0.38030663,0.5051968,0.51174945,2.2745392,0.23894489
19,2.7674036,19,0.69745916,0.5109597,0.493141,5.9187803,0.6960963
20,2.170025,20,0.277553,0.5161903,0.526951,3.3821664,0.6929211
21,2.4386418,21,0.6027712,0.5185322,0.49691844,2.620219,0.7112312
22,2.6311743,22,0.63903016,0.49676654,0.50041425,3.5090308,0.7202802
23,3.6968052,23,0.7052721,0.4967014,0.5022283,4.5926375,0.69346404
24,2.2237937,24,0.27777448,0.5025951,0.4850094,1.8183994,0.66686165
25,1.9931645,25,0.6031351,0.4918814,0.5056332,5.9441943,0.40845373
26,4.5049458,26,0.70262045,0.47997466,0.4789271,3.2215478,0.68982756
