,inferred dec temp,subject,inferred reward rate
0,2.3320296,0,0.8430812
1,1.0597898,1,0.17315151
2,2.007762,2,0.88740146
3,1.3910463,3,0.8378264
4,1.518058,4,0.8954943
5,2.571559,5,0.3238428
6,2.8015864,6,0.07633264
7,1.6977662,7,0.30513763
8,1.8418511,8,0.688797
9,1.786983,9,0.85177547
10,2.564438,10,0.88400257
11,1.1120617,11,0.81924
12,2.1392972,12,0.8225424
13,1.2383124,13,0.7990181
14,2.423148,14,0.8961121
15,2.2226427,15,0.7557758
16,1.0439109,16,0.6928512
17,0.73717636,17,0.45049295
18,2.0882592,18,0.78495675
19,1.9969274,19,0.63124764
20,2.67263,20,0.8053491
21,1.069752,21,0.8592782
22,1.4937192,22,0.8851792
23,3.337496,23,0.5457119
