,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate
0,4.542743,4.2700596,0,0.12917851,0.1157276
1,3.1678476,3.6661167,1,0.5587922,0.5874485
2,5.290007,4.866716,2,0.009478753,0.0009096861
3,1.9572167,1.9189254,3,0.6552228,0.6554475
4,1.8775456,1.0858221,4,0.5709474,0.40125608
5,3.5825877,3.7071185,5,0.25690177,0.21022409
6,4.8105974,3.9985247,6,0.33486566,0.24536574
7,4.9507155,5.087621,7,0.8010985,0.9262492
8,3.4149365,2.6297374,8,0.8707296,0.95471114
9,3.5137973,2.7467365,9,0.59421813,0.5676253
10,4.7365685,5.1857986,10,0.8085454,0.7951034
11,1.320469,1.846772,11,0.7092511,0.930305
12,3.245544,3.9728162,12,0.73617554,0.7667327
13,1.337302,2.1183558,13,0.64660937,0.84173614
14,2.9951847,2.8884687,14,0.13738821,0.11917943
15,2.0152655,2.0486417,15,0.23847587,0.40739304
16,3.138121,4.053529,16,0.5250608,0.6488709
17,1.4197545,1.0863447,17,0.75856775,0.48781675
18,2.7258482,2.8136806,18,0.39746836,0.47133476
19,4.914836,4.6310625,19,0.34965923,0.5535973
20,4.2930665,4.8805985,20,0.4752476,0.53991127
21,5.7118897,5.6474695,21,0.81150913,0.8553919
22,5.584173,5.2154775,22,0.10299583,0.14589375
23,2.851057,1.5428264,23,0.7835598,0.8904974
