,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate,inferred cached weight,inferred cached rate
0,6.353444,0,0.2714601,3.5275161,0.6381999,3.7593863,0.5834186
1,5.9659266,1,0.2856344,3.8590446,0.64408153,3.7036173,0.6302449
2,2.8413115,2,0.4696303,3.4002252,0.6551694,4.4660935,0.5722198
3,3.0626523,3,0.32141262,3.6946285,0.5232497,3.5560987,0.67782414
4,3.0995564,4,0.47447753,3.6172397,0.6317015,3.8713653,0.5970301
5,3.011463,5,0.3200919,3.4358442,0.63523936,3.6962886,0.6622987
6,4.525736,6,0.3060074,3.5918336,0.6543252,3.6568205,0.6651301
7,2.8257158,7,0.5890177,3.310776,0.6969555,5.9363003,0.64696777
8,5.110941,8,0.31871137,3.5543149,0.61675864,3.6211212,0.61571765
9,3.5224564,9,0.3290223,3.4261467,0.6445357,4.106924,0.6234011
10,6.806461,10,0.29395142,3.7245836,0.6256364,3.4669228,0.61493176
11,5.8399096,11,0.2848134,3.4699516,0.6284601,3.7092042,0.62846136
12,6.86059,12,0.27477732,3.6676733,0.6089437,3.578776,0.6202593
13,5.8613086,13,0.32448155,3.381146,0.64192003,3.7391264,0.5235596
14,3.3813422,14,0.30001825,3.5697243,0.6026048,3.9029965,0.64412844
15,4.290251,15,0.37530616,3.5614293,0.6364979,4.168032,0.6020863
16,3.030682,16,0.31411248,4.107711,0.5868091,3.8240983,0.6364186
17,4.311024,17,0.40435275,3.5720935,0.6529983,5.470924,0.66437197
18,4.9818316,18,0.42984387,4.1089544,0.61696374,4.2385406,0.44180083
19,2.9975576,19,0.33343765,3.3143888,0.6356457,4.347032,0.67490345
20,2.9573648,20,0.32223725,3.2728646,0.63394713,5.110498,0.6808966
21,3.1782434,21,0.34637025,3.403138,0.6748424,6.0112343,0.6155036
22,4.235481,22,0.306797,3.5009408,0.63720655,3.5739946,0.6667693
23,4.4260707,23,0.35688666,3.577164,0.6418776,3.6043847,0.560998
24,3.0693545,24,0.5153955,3.3590229,0.6689359,5.6198163,0.6548717
25,6.258489,25,0.28227526,3.4053578,0.60374826,4.150899,0.67234296
26,2.8555615,26,0.33874094,3.2554648,0.66168654,4.705515,0.69362885
27,6.185958,27,0.32029003,3.5405064,0.64564216,3.952263,0.64571553
28,2.8474708,28,0.40904498,3.3649292,0.6569207,4.448414,0.66796595
29,2.996879,29,0.31896994,3.3999887,0.6225838,4.2765436,0.6644259
30,3.364616,30,0.30994695,3.3630564,0.63697547,3.8707507,0.63709474
31,2.9717271,31,0.34054917,3.2754965,0.53070235,4.5466084,0.6781728
32,2.9681387,32,0.56981635,3.314476,0.66273403,4.4918103,0.68752533
33,3.5181909,33,0.49625298,3.4748693,0.4619641,4.9535604,0.6596847
34,3.0187635,34,0.40763348,3.1189458,0.6966166,6.165681,0.6912814
35,3.0606399,35,0.29928648,3.6203372,0.6408505,3.2493005,0.6296673
36,2.8143866,36,0.31562904,3.2019742,0.6531929,3.9829683,0.6684586
