,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate,inferred cached weight,inferred cached rate
0,7.1583085,0,0.16464879,2.4782112,0.7735067,2.291747,0.69699216
1,7.09025,1,0.18759012,3.019185,0.7386752,2.3079433,0.8089603
2,1.6554352,2,0.23645133,2.4450302,0.78283453,2.7536294,0.5685358
3,2.5398638,3,0.07653969,2.2519264,0.37875268,1.35032,0.73966646
4,2.7141466,4,0.3838963,2.6048663,0.7120186,2.1632671,0.6596674
5,2.2211459,5,0.11196395,2.465889,0.6706678,2.219672,0.7466673
6,4.9602675,6,0.24039337,2.625584,0.7169404,2.0010605,0.8332494
7,1.6339619,7,0.3212017,2.18743,0.86740834,3.7844048,0.72514224
8,5.4511056,8,0.21109177,2.7342246,0.7200448,1.9199262,0.74949026
9,4.1193604,9,0.26979133,2.344456,0.7480126,2.0728984,0.72821826
10,7.825303,10,0.19975144,2.9211638,0.7026554,1.9800174,0.8211231
11,6.1305623,11,0.1903396,2.7132075,0.7119202,2.153612,0.7706311
12,8.214979,12,0.1289713,2.3866377,0.67922384,2.2332423,0.7219826
13,6.340646,13,0.26784146,2.4531212,0.80524033,1.7373197,0.67062026
14,3.6041,14,0.16612463,2.650042,0.62983006,2.1972647,0.7345892
15,4.902163,15,0.30805993,2.7034438,0.72575164,2.5038698,0.7739666
16,2.7062597,16,0.13491996,3.2452497,0.613213,2.7540245,0.71198833
17,4.648443,17,0.37849876,2.5435865,0.73329425,3.1988692,0.8061098
18,5.164712,18,0.38180953,3.171681,0.6097723,2.8291953,0.49449927
19,2.6555188,19,0.13414285,2.1826806,0.7426455,2.2454588,0.7768158
20,2.2896566,20,0.105268925,2.148375,0.67524546,3.0891948,0.85226536
21,3.5356958,21,0.23820065,2.1692913,0.8084602,3.425314,0.6825777
22,5.5989757,22,0.16072641,2.6798506,0.7102117,1.9797059,0.8279351
23,4.5938363,23,0.28892034,2.6739886,0.7704613,2.050263,0.7525735
24,2.5701885,24,0.38694656,2.2694674,0.79551005,3.4067237,0.7767915
25,6.7479177,25,0.20864604,2.500716,0.6375814,2.5914204,0.8514271
26,1.4316549,26,0.114466205,2.0858529,0.7450987,2.5595965,0.81594884
27,6.7137246,27,0.27308887,2.4682367,0.74645334,2.0203424,0.8087354
28,1.6010036,28,0.31670702,2.220778,0.73836094,2.3502948,0.7829746
29,2.728912,29,0.21606393,2.2284029,0.70103526,2.2879145,0.7901595
