,inferred dec temp,subject,inferred reward rate,inferred cached weight,inferred cached rate
0,5.00742,0,0.28691956,0.6694418,0.7381162
1,3.4656186,1,0.29633343,0.69079673,0.70323503
2,1.1222404,2,0.16141035,0.6228127,0.7801479
3,0.93332213,3,0.48409888,0.61254567,0.7658465
4,3.1553793,4,0.22127701,0.67437136,0.7746515
5,0.8070051,5,0.7557704,0.6351347,0.78874093
6,1.10453,6,0.11844756,0.647468,0.7391848
7,4.723251,7,0.048295204,0.65353894,0.741344
8,4.3791094,8,0.26204076,0.65208536,0.74725825
9,4.3750196,9,0.050431818,0.63026565,0.76637864
10,1.2111185,10,0.07626268,0.6181367,0.75879246
11,6.559094,11,0.094066404,0.740458,0.64344746
12,2.98204,12,0.5635157,1.0177717,0.13868564
13,2.1780367,13,0.07784068,0.6528226,0.75687456
14,3.3330233,14,0.56376624,0.62622684,0.6889093
15,2.0783546,15,0.2536121,0.6318661,0.7642153
16,0.76085716,16,0.7665315,0.63707435,0.7808393
17,5.12827,17,0.03952678,0.67336583,0.7620445
18,3.8730886,18,0.32710242,0.6497224,0.76011175
19,0.78222024,19,0.64824474,0.6215658,0.77235866
20,0.860442,20,0.7102872,0.62742966,0.7748569
21,0.884571,21,0.5824736,0.82787836,0.28563854
22,0.75855964,22,0.7725005,0.63551646,0.78060937
23,0.83774966,23,0.7255647,0.6275948,0.76050574
24,5.304967,24,0.5455072,0.8551461,0.1472912
25,0.86473525,25,0.7552233,0.65641904,0.7843323
26,2.2728925,26,0.05447998,0.68019754,0.7331032
27,1.1175939,27,0.23170774,0.61600685,0.7471421
28,1.3256693,28,0.6217262,0.63243115,0.6680207
29,1.2847453,29,0.0706382,0.65115625,0.64079154
30,5.595333,30,0.059539184,0.6805056,0.7198236
31,2.0404704,31,0.07883207,0.63612044,0.74792516
32,2.2893124,32,0.22999404,0.6669399,0.7208132
33,4.6570077,33,0.17737018,0.7323423,0.75762355
34,4.7164693,34,0.22583076,0.6604182,0.7265343
35,4.065682,35,0.14245228,0.62970215,0.6269791
36,1.2848296,36,0.090751894,0.6201282,0.7475454
37,0.8676859,37,0.59125084,0.6318322,0.76104003
38,0.9851919,38,0.65787876,0.61959606,0.7606404
39,2.8885546,39,0.062980615,0.6426664,0.7476282
40,1.7535805,40,0.2050548,0.6002267,0.74395996
41,1.6396976,41,0.35472608,0.63825214,0.77388424
42,4.272351,42,0.2833644,0.6418436,0.76228684
43,1.2149256,43,0.07442269,0.62062216,0.75560766
44,1.5330081,44,0.67137134,0.6715995,0.7119045
45,2.2627463,45,0.09364431,0.6302959,0.74520653
46,1.8539717,46,0.08024041,0.6357162,0.75980663
47,0.7907342,47,0.7910585,0.6315662,0.7785915
48,2.8830156,48,0.14562021,0.69914514,0.77576524
49,1.5567663,49,0.077041306,0.6308805,0.75432473
50,3.0456831,50,0.25982264,0.7642247,0.7259071
51,1.9651577,51,0.16038737,0.6557554,0.7747439
52,2.183157,52,0.061956532,0.66717726,0.7480438
53,0.7854446,53,0.71577257,0.6506979,0.7968022
54,1.4072932,54,0.0990538,0.6182061,0.7599442
55,1.5885383,55,0.033394974,0.6267517,0.71519864
56,0.72489816,56,0.6896172,0.6331902,0.77255076
57,5.687168,57,0.15340528,0.82250124,0.16420278
58,0.75264573,58,0.7569274,0.6485065,0.77927285
59,3.0019493,59,0.29652768,0.651613,0.7503526
60,1.894935,60,0.09041738,0.6963243,0.7243629
61,4.303655,61,0.46567687,0.76228815,0.7227691
62,0.7903514,62,0.7932886,0.6692584,0.7856519
63,4.8810215,63,0.107400656,0.85581726,0.28103238
64,1.4202678,64,0.4449331,0.6207052,0.7602202
65,3.224423,65,0.0997116,0.67476434,0.6346948
66,0.7825608,66,0.6388024,0.63203824,0.7813203
67,0.8055177,67,0.66301686,0.6431021,0.7872277
68,0.8163645,68,0.7565611,0.62056726,0.765642
69,0.79726964,69,0.6018098,0.61823314,0.76786476
70,1.5583951,70,0.23107086,0.6288544,0.7465476
71,0.9015654,71,0.42614186,0.62391055,0.7759307
72,4.128159,72,0.33833173,0.6419886,0.7471234
73,1.8517612,73,0.07065217,0.74352527,0.7263485
74,0.8927171,74,0.48510066,0.61379105,0.77574986
75,1.978584,75,0.07416803,0.67847234,0.6670506
76,3.2073698,76,0.53166956,0.75838196,0.7261036
77,0.79830366,77,0.7508893,0.6429087,0.78080904
78,0.8211492,78,0.7721836,0.6341335,0.7876832
79,0.7578413,79,0.76856565,0.6588998,0.7899982
80,0.75096565,80,0.7679157,0.65254515,0.79716116
81,1.0355717,81,0.64100593,0.6493236,0.78153545
82,4.0025764,82,0.057985976,0.6700962,0.7527442
83,0.8075148,83,0.57783735,0.64112693,0.7732289
84,0.78269666,84,0.78917897,0.63868994,0.7823375
85,2.2915401,85,0.08331925,0.65448976,0.7893712
86,0.9410312,86,0.42543057,0.6467872,0.77591676
87,0.86766547,87,0.7503703,0.60823995,0.77107376
88,0.76817006,88,0.660315,0.64357924,0.7794065
89,0.79479927,89,0.77170753,0.62942857,0.7870666
90,0.8655406,90,0.7508765,0.62550855,0.7688395
91,0.86965376,91,0.6496694,0.63131607,0.7574717
92,0.90279603,92,0.754987,0.6667687,0.77528465
93,0.808218,93,0.7110767,0.6386082,0.76453996
94,5.099037,94,0.29824677,0.69771606,0.7607697
95,1.0847062,95,0.75370884,0.64177346,0.76886815
96,4.974256,96,0.04060504,0.6270779,0.7110254
97,0.78192836,97,0.7552678,0.64639795,0.7829316
98,0.7330251,98,0.79798406,0.64663357,0.7937734
99,0.8283274,99,0.63914984,0.62511057,0.77110344
100,3.6300957,100,0.63215613,0.68230516,0.56972694
101,0.83624196,101,0.35099357,0.62043446,0.7710865
102,0.79541665,102,0.76794565,0.6256744,0.7737505
103,2.8741374,103,0.07001689,0.6632263,0.646279
104,2.3730543,104,0.0765441,0.6546601,0.7792708
105,0.8662083,105,0.466352,0.64186585,0.78358865
106,2.606079,106,0.26600158,0.6270382,0.7679967
107,0.8953513,107,0.38302442,0.6293507,0.7800872
