,reward rate,dec temp,subject
0,0.09305583,8.403218,0
1,0.47071093,4.2807508,1
2,0.33629426,1.9203615,2
3,0.5819622,2.1589737,3
4,0.431168,4.3439612,4
5,0.6366859,2.6026769,5
6,0.42593428,2.7668009,6
7,0.8119064,1.8038197,7
8,0.33007434,6.233885,8
9,0.26346657,5.6503325,9
10,0.35005635,8.139239,10
11,0.31159,6.4251285,11
12,0.13377015,7.8527985,12
13,0.464946,6.223743,13
14,0.23564,7.0120277,14
15,0.3958688,5.790463,15
16,0.18017812,5.9350605,16
17,0.34431097,4.583914,17
18,0.38109922,6.5975137,18
19,0.36854592,2.2018795,19
20,0.27943364,2.2812634,20
21,0.3214564,2.9080417,21
22,0.36195,6.1309953,22
23,0.2935182,5.9367857,23
24,0.4769909,3.1438656,24
25,0.18614899,7.937689,25
26,0.47576836,1.7451929,26
27,0.45505562,6.7786336,27
28,0.43559995,3.3405418,28
29,0.41892803,2.8486035,29
30,0.33151042,1.505321,30
31,0.22690816,4.0539746,31
32,0.44558594,1.3842633,32
33,0.48602146,5.9731345,33
34,0.35175693,3.486738,34
35,0.48623776,3.2875838,35
36,0.39980423,2.9643226,36
37,0.17842925,5.1108723,37
38,0.32219645,4.290599,38
39,0.55085546,2.3134325,39
40,0.7412249,4.4841723,40
41,0.34114003,3.182693,41
42,0.62445897,3.2351496,42
43,0.36551964,6.147233,43
44,0.34856734,3.0607793,44
45,0.57982755,6.6221123,45
46,0.32935813,5.6553483,46
47,0.34963197,5.4249473,47
48,0.24644676,2.4413133,48
49,0.10105003,5.2679653,49
50,0.53758097,8.180016,50
51,0.58726543,2.326564,51
52,0.2285827,5.655326,52
53,0.1290846,2.4709685,53
54,0.25174132,4.216251,54
55,0.2620058,2.4235225,55
56,0.43022978,5.3714604,56
57,0.53928554,2.0250943,57
58,0.23163322,5.778434,58
59,0.4198775,4.424172,59
60,0.46994004,3.2260559,60
61,0.6490671,3.093138,61
62,0.602594,5.365752,62
63,0.798901,4.3254623,63
64,0.17193797,7.8542385,64
65,0.7291771,5.4045887,65
66,0.6051263,2.3816998,66
67,0.17404483,3.5304656,67
68,0.4325297,2.4049072,68
69,0.25449514,2.5366867,69
70,0.43869746,3.3925078,70
71,0.45089555,3.5413454,71
72,0.4852404,5.324011,72
73,0.274624,5.5891676,73
74,0.1339454,7.6317215,74
75,0.71908844,3.2824092,75
76,0.42344898,2.8982687,76
77,0.57181686,7.6911693,77
78,0.64085877,4.250775,78
79,0.31884947,4.199624,79
80,0.54114634,4.316719,80
81,0.61981523,7.0692797,81
82,0.61221564,2.116303,82
83,0.47956178,7.279564,83
84,0.27647093,2.344202,84
85,0.31848517,2.8704991,85
86,0.31378898,3.582294,86
87,0.24051075,6.336221,87
88,0.16704708,2.2448132,88
89,0.5493904,2.4468477,89
90,0.4913686,6.90041,90
91,0.5256563,5.635313,91
92,0.70796245,1.7416294,92
93,0.3704441,6.4078956,93
94,0.23807503,7.806154,94
95,0.2790405,4.5461884,95
96,0.7402703,3.0174053,96
97,0.30087095,2.9756427,97
98,0.4254754,4.4159217,98
99,0.27596742,3.801918,99
100,0.6704324,2.9430761,100
101,0.3701326,5.772814,101
102,0.36227354,4.8201704,102
103,0.26709694,2.8106382,103
104,0.46113175,3.280194,104
105,0.6344733,2.8922658,105
106,0.4300755,1.7795494,106
107,0.3834699,5.615402,107
108,0.8293315,1.9945776,108
109,0.23612705,6.411931,109
110,0.63530684,3.4903073,110
111,0.114814594,3.0378985,111
112,0.3893785,3.1140513,112
113,0.23337458,5.0688486,113
114,0.18846318,2.6407166,114
115,0.5018612,4.42361,115
116,0.7648147,3.6398294,116
117,0.41135147,4.251047,117
118,0.34204257,4.610685,118
119,0.6934839,3.6664305,119
120,0.6958011,3.50422,120
121,0.37115204,5.7352953,121
122,0.7515228,6.884262,122
123,0.6966918,3.2162304,123
124,0.20174862,8.394065,124
125,0.31653628,4.5257063,125
126,0.24318556,6.1166625,126
127,0.26861945,2.6470313,127
128,0.7590766,2.283049,128
129,0.7424832,1.9345572,129
130,0.26504764,1.5102686,130
131,0.40238604,6.3222218,131
132,0.36578688,2.3571196,132
133,0.2955885,6.365295,133
134,0.442477,3.0488179,134
135,0.4780957,2.5886214,135
136,0.47237325,5.512852,136
137,0.6750594,2.7083092,137
138,0.4583185,5.745717,138
139,0.23532405,3.1956518,139
140,0.7296643,3.340003,140
141,0.3526584,6.1871457,141
142,0.38114455,4.745721,142
143,0.7556015,4.7134295,143
144,0.69892305,3.9754162,144
145,0.66041934,4.5586686,145
146,0.72146565,4.6823635,146
147,0.31662068,2.8786073,147
148,0.15162362,7.3350167,148
149,0.6050123,6.6799984,149
150,0.23327821,3.8587446,150
151,0.23505212,7.505494,151
152,0.5881342,1.9920074,152
153,0.4347574,3.2867742,153
154,0.36555374,3.9699626,154
155,0.74287665,4.922629,155
156,0.31539214,3.1722543,156
157,0.6868362,3.7088223,157
158,0.23088871,3.1747384,158
159,0.5235134,6.248532,159
160,0.25642994,2.1397243,160
161,0.6687558,2.521091,161
162,0.35280845,4.9728684,162
163,0.2718127,1.2516958,163
164,0.68365234,3.0874882,164
165,0.38816813,3.9876137,165
166,0.13967706,4.956234,166
167,0.072301075,2.6482546,167
168,0.3764065,3.7019157,168
169,0.23822215,3.5369828,169
170,0.36687067,2.6427884,170
171,0.44032934,5.1215296,171
172,0.26344866,6.216092,172
173,0.25752702,5.998065,173
174,0.4372867,2.105669,174
175,0.8247409,3.172511,175
176,0.30180755,1.7409617,176
177,0.10073681,6.216776,177
178,0.42020693,6.255527,178
179,0.2629099,5.5968027,179
180,0.28663713,4.703961,180
181,0.6082509,2.9146094,181
182,0.30410972,5.535981,182
183,0.4438664,3.4772272,183
184,0.1449361,4.496769,184
185,0.36879694,7.3480415,185
186,0.21456063,7.565639,186
187,0.81917566,4.543311,187
188,0.34186983,7.864266,0
189,0.30547324,7.0544477,1
190,0.5983325,2.4523075,2
191,0.96583754,1.4676058,3
192,0.16012362,3.689324,4
193,0.26892605,2.3576612,5
194,0.20375465,6.791243,6
195,0.52648157,3.0622602,7
196,0.32282728,7.6265955,8
197,0.26186442,4.6003704,9
198,0.24275403,7.227273,10
199,0.18831964,8.217966,11
200,0.3264563,7.457611,12
201,0.36659655,6.6363006,13
202,0.11656411,4.568871,14
203,0.39039627,6.4846616,15
204,0.34504265,4.6664314,16
205,0.3419097,4.549037,17
206,0.27322504,6.2938185,18
207,0.39175463,1.9445322,19
208,0.5173319,3.1255598,20
209,0.5546763,3.3346705,21
210,0.12906617,8.576171,22
211,0.23188765,4.897105,23
212,0.51904327,1.95764,24
213,0.31156877,7.0968018,25
214,0.592646,2.81148,26
215,0.19251859,4.53143,27
216,0.66318756,2.809161,28
217,0.2959973,3.8173902,29
218,0.19254577,6.2031407,30
219,0.19858605,2.9747882,31
220,0.538371,5.205535,32
221,0.47823384,3.7020965,33
222,0.4240386,4.0332212,34
223,0.20643865,4.067727,35
224,0.14534764,2.1468368,36
225,0.23591484,6.43004,37
226,0.09858479,4.2162557,38
227,0.113431774,2.8232307,39
228,0.60445225,2.6177595,40
229,0.17680533,2.3439922,41
230,0.27919102,3.1528492,42
231,0.32475266,4.4994664,43
232,0.24460891,3.2950888,44
233,0.14707036,2.6792397,45
234,0.3999895,6.2736397,46
235,0.23202465,7.6688967,47
236,0.2543334,5.8755536,48
237,0.1450422,5.965009,49
238,0.53121877,7.427964,50
239,0.39382595,2.4452236,51
240,0.20741919,4.949341,52
241,0.4972939,2.5835085,53
242,0.52076846,4.055913,54
243,0.24274638,3.7369826,55
244,0.44976595,4.114646,56
245,0.21840984,2.9734368,57
246,0.2428325,6.007347,58
247,0.28334764,6.896106,59
248,0.33020148,4.4714994,60
249,0.5483255,2.9011786,61
250,0.6727393,4.272979,62
251,0.4190052,2.0688562,63
252,0.28630874,7.494037,64
253,0.4757519,4.3852334,65
254,0.110267416,5.3958745,66
255,0.25171182,6.8769984,67
256,0.07075896,4.619858,68
257,0.24091317,3.6227865,69
258,0.25513124,5.1269827,70
259,0.41738755,3.9598126,71
260,0.72677684,7.199574,72
261,0.42546892,3.8135867,73
262,0.19544731,3.9713063,74
263,0.31550875,2.2186205,75
264,0.6004172,2.6267185,76
265,0.63920015,8.653247,77
266,0.5977246,3.1834488,78
267,0.48147234,3.8617368,79
268,0.13020383,6.2085075,80
269,0.55854046,7.464285,81
270,0.8292385,2.0752301,82
271,0.49233207,5.532689,83
272,0.26469937,2.1175299,84
273,0.3942391,3.4843137,85
274,0.28863284,4.5900326,86
275,0.28959304,7.5318317,87
276,0.43149957,3.5518894,88
277,0.59580934,2.7995386,89
278,0.64581335,7.8929253,90
279,0.6770307,5.8248086,91
280,0.60968035,3.1937873,92
281,0.59887606,3.167466,93
282,0.15938629,8.173991,94
283,0.50541073,6.688388,95
284,0.88054895,1.5010848,96
285,0.27083,4.8215647,97
286,0.4768048,5.7158556,98
287,0.51992327,3.089191,99
288,0.6177102,2.4412723,100
289,0.26317468,5.3599014,101
290,0.41227284,5.488532,102
291,0.5743363,2.50711,103
292,0.7406425,3.452089,104
293,0.70826143,2.0334544,105
294,0.58395183,1.7760139,106
295,0.20244327,2.5963118,107
296,0.7679002,4.8090982,108
297,0.22974764,8.60921,109
298,0.32075953,1.9541101,110
299,0.78559554,1.4156339,111
300,0.13942043,2.43865,112
301,0.30480927,7.2607126,113
302,0.30794367,1.7272286,114
303,0.51062554,3.778078,115
304,0.7039329,3.159359,116
305,0.3603928,3.3966553,117
306,0.45913923,2.4344258,118
307,0.38604245,2.298476,119
308,0.7130173,3.8798566,120
309,0.41810742,7.0364194,121
310,0.61428595,6.634068,122
311,0.72166795,1.8823936,123
312,0.30358946,6.3737273,124
313,0.43953204,4.158839,125
314,0.23505256,5.7618265,126
315,0.27788693,2.7950044,127
316,0.88811916,3.4196858,128
317,0.5375755,2.5527163,129
318,0.34139097,3.1729875,130
319,0.8517562,8.813625,131
320,0.69159675,6.7074194,132
321,0.30476925,4.9183073,133
322,0.27297327,5.002046,134
323,0.5290821,2.4643266,135
324,0.34612328,4.287716,136
325,0.3765278,3.855091,137
326,0.36318344,6.5306144,138
