,policy rate,habitual tendency,cached weight,cached rate,subject
0,0.35053235,4.703069,6.1230803,0.7545673,0
1,0.19248472,6.3235035,6.558521,0.3710907,1
2,0.62186295,5.851071,0.8891226,0.5225823,2
3,0.8095955,3.9450212,4.1992164,0.7954397,3
4,0.6624721,4.300906,5.965396,0.820207,4
5,0.65167063,4.6423903,1.8329703,0.728469,5
6,0.71495533,3.2448854,8.356224,0.64365137,6
7,0.49886563,1.2201353,3.6800263,0.5658479,7
8,0.6554509,2.5483537,4.092283,0.72301996,8
9,0.8064622,2.6671374,5.65089,0.7868447,9
10,0.52417034,1.3966191,3.0500493,0.59132445,10
11,0.50813,1.7685044,1.7934655,0.6465864,11
12,0.43127406,5.615489,5.7487845,0.87055814,12
13,0.59154236,2.1520305,3.8671823,0.6175233,13
14,0.5546877,6.736379,0.81294024,0.48920754,14
15,0.53882337,6.9714828,6.8838162,0.854135,0
16,0.33361617,5.6301827,2.722261,0.44596457,1
17,0.4649816,5.5158353,1.9508249,0.66130584,2
18,0.536433,2.8372502,6.262144,0.7702953,3
19,0.71318966,4.401383,6.9438686,0.91697043,4
20,0.67958254,5.163355,2.8066602,0.7948798,5
21,0.7918754,5.401841,9.031394,0.64643353,6
22,0.8059371,3.4533935,3.7915258,0.8201257,7
23,0.61580276,2.946119,4.43855,0.8029688,8
24,0.8129954,4.636542,8.542699,0.6953457,9
25,0.4744211,1.2888747,3.4305284,0.54083246,10
26,0.62745625,4.8264937,7.819293,0.6732349,11
27,0.40475038,5.520044,6.4974284,0.88401103,12
28,0.7331806,2.059981,2.5107577,0.6942517,13
29,0.3246336,5.179443,2.389829,0.61345714,14
30,0.48041853,4.3033853,5.289747,0.62587416,0
31,0.29240435,5.509291,2.617815,0.2782887,1
32,0.41582033,5.3893805,2.054396,0.5136994,2
33,0.30001277,1.4633213,4.927124,0.4795824,3
34,0.63466257,2.2911777,5.8289413,0.62281114,4
35,0.4436584,2.6545558,1.7857515,0.80367225,5
36,0.4709375,1.9331565,3.8799763,0.55105615,6
37,0.86871994,5.195738,4.6628857,0.8693273,7
38,0.56802374,2.732473,4.736847,0.7471581,8
39,0.7594585,4.473284,8.322224,0.76104945,9
40,0.8142562,3.1165597,4.5302167,0.7349724,10
41,0.5664653,2.2298253,3.8274968,0.72950363,11
42,0.5347342,3.7585187,1.5728874,0.61859196,12
43,0.73876876,3.9902437,5.458028,0.8060103,13
44,0.2643934,6.1951866,5.5001726,0.7326435,14
45,0.32072204,3.44973,5.4524965,0.786039,0
46,0.65389204,8.559664,3.9297965,0.56986,1
47,0.36347237,4.789488,2.6883743,0.60206556,2
48,0.5735442,3.163524,6.592989,0.5656632,3
49,0.53256524,4.5725255,7.8952985,0.6424571,4
50,0.61431956,3.8576555,1.464922,0.33136204,5
51,0.8520394,4.0527625,6.765832,0.6910487,6
52,0.67243445,1.7804029,1.389892,0.64532906,7
53,0.66794556,3.130536,4.048825,0.72004676,8
54,0.55280626,1.5347111,2.283458,0.60668224,9
55,0.611126,4.5897837,8.994511,0.5442964,10
56,0.75808436,3.010782,4.1412325,0.7549556,11
57,0.52503335,5.2571697,3.8769672,0.72259355,12
58,0.77751774,4.488459,5.5351343,0.75503546,13
59,0.13177463,3.1845322,3.3970385,0.6889769,14
60,0.66461384,5.068697,5.351125,0.89693475,0
61,0.45485708,6.8085694,3.7896976,0.6547166,1
62,0.52743995,6.9152584,3.6980627,0.70738417,2
63,0.6382409,1.8977258,2.7704084,0.43550017,3
64,0.65430075,2.401187,3.6493504,0.7613822,4
65,0.5086244,3.88088,2.2705607,0.63607454,5
66,0.6566266,2.3064723,6.401859,0.6937869,6
67,0.7399521,3.8430805,5.9963994,0.74094266,7
68,0.62153274,3.1032052,5.4102077,0.75019807,8
69,0.48704365,0.9481839,3.6052215,0.5159167,9
70,0.775534,3.867949,7.1815405,0.6298431,10
71,0.55858785,1.5669553,2.1661053,0.7276255,11
72,0.69093144,5.7693,4.558031,0.7913566,12
73,0.8498645,4.5295696,4.1521997,0.7447756,13
74,0.40504718,5.9672327,3.6089797,0.87692815,14
75,0.5410678,3.9407802,5.335667,0.91566974,0
76,0.33730018,5.6429234,2.5805135,0.36968273,1
77,0.74715567,8.305058,4.4200726,0.94289863,2
78,0.92514825,3.5378919,4.6724987,0.8941144,3
79,0.83540076,4.839428,6.1508226,0.77404225,4
80,0.65036905,6.7636104,5.689358,0.749006,5
81,0.77105784,3.5244658,8.01941,0.77088124,6
82,0.43004122,0.9851443,2.283089,0.53586,7
83,0.40039566,2.8753974,6.4727383,0.76943684,8
84,0.6410713,2.7703853,5.785301,0.77698755,9
85,0.7861021,2.9459653,5.9370418,0.7024874,10
86,0.5413686,2.7142391,2.116572,0.55705327,11
87,0.64274347,3.1176848,0.8639967,0.7450299,12
88,0.8218517,4.262164,4.5550117,0.8334492,13
89,0.5235862,7.1714997,2.0236819,0.7077958,14
90,0.74436414,5.151147,4.237161,0.8997557,0
91,0.4468797,7.6674848,3.8939502,0.5403307,1
92,0.6868022,7.091932,1.6015902,0.3947294,2
93,0.76765573,4.6947427,7.538526,0.8093817,3
94,0.8640116,5.760886,6.7618723,0.8195611,4
95,0.3229993,2.913699,2.5590725,0.81704247,5
96,0.8140843,1.9535944,2.936161,0.69475746,6
97,0.4985136,2.90381,6.243206,0.6370698,7
98,0.72629297,1.4084083,2.8283265,0.7428083,8
99,0.8547191,2.4615958,4.3894587,0.84584224,9
100,0.5810157,1.5202129,2.7741745,0.53623205,10
101,0.39418727,2.847702,6.314569,0.6400219,11
102,0.46532524,3.8698795,2.469242,0.70824444,12
103,0.5743087,2.2381513,5.136766,0.63648236,13
104,0.40015814,6.685644,4.618038,0.93358517,14
105,0.41595253,5.0597563,5.6497555,0.792754,0
106,0.54620934,8.005083,4.4376373,0.80313134,1
107,0.42093614,4.1746254,1.4711306,0.82846284,2
108,0.7538862,3.9147716,7.1273637,0.6049863,3
109,0.658337,3.4488728,4.52725,0.62534314,4
110,0.59808046,5.093791,3.0103323,0.7213659,5
111,0.69590575,2.6572278,3.1639245,0.5780224,6
112,0.64857656,4.1539845,8.15003,0.73483604,7
113,0.8839367,5.7379293,6.785467,0.8366253,8
114,0.61034805,2.3696826,6.949961,0.5291619,9
115,0.6946953,1.9297097,3.8481445,0.6484654,10
116,0.7007513,2.8710723,2.9032497,0.77327347,11
117,0.7059624,5.250062,3.0068839,0.8763452,12
118,0.4646793,1.5163038,5.2529507,0.55723196,13
119,0.5991129,7.6224566,3.0990937,0.923861,14
120,0.44070393,3.9902391,5.93406,0.853201,0
121,0.51652306,7.513108,4.6115365,0.8578039,1
122,0.5202148,5.9744444,2.8258991,0.7325598,2
123,0.7457422,4.342017,8.02452,0.82033837,3
124,0.5182046,1.6508393,3.4316704,0.62603533,4
125,0.69542426,5.9453173,4.5930986,0.9141758,5
126,0.5650409,2.866045,5.821995,0.48559448,6
127,0.7300239,3.112339,6.968234,0.7748748,7
128,0.40924078,1.0829,1.9953035,0.6616538,8
129,0.6564036,1.9798872,6.0211525,0.7418274,9
130,0.7373787,1.3516928,1.450225,0.7294085,10
131,0.41457292,3.3743188,8.107158,0.48911363,11
132,0.2800682,4.201992,5.115726,0.71213543,12
133,0.5568239,1.2678452,3.013643,0.7030382,13
134,0.3708467,7.0634537,4.759946,0.5242262,14
135,0.37081337,3.3472304,5.0618863,0.87512547,0
136,0.4623955,7.999283,6.483466,0.620472,1
137,0.6807744,7.506694,2.4415405,0.9360568,2
138,0.5923289,3.9278455,6.1821537,0.6903553,3
