,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate
0,3.2151914,0,0.5855894,1.2559013,0.72020173
1,6.0205507,1,0.76554567,1.3953664,0.7132028
2,1.327791,2,0.7160139,1.024213,0.79991883
3,2.7523851,3,0.12733927,1.419271,0.2042242
4,2.4966915,4,0.8693831,1.1818584,0.6455566
5,2.6576617,5,0.6792,1.1823881,0.44119388
6,3.8238683,6,0.7056087,1.5187107,0.6456816
7,1.2143062,7,0.5721596,0.7749725,0.32320803
8,2.5157309,8,0.654785,1.4818394,0.3955418
9,2.5632575,9,0.7610256,1.1061269,0.69495106
10,3.9754415,10,0.5538322,1.5693032,0.6258503
11,4.759651,11,0.55686814,1.3946971,0.6877815
12,6.672428,12,0.68245655,1.0639609,0.5785399
13,4.869418,13,0.79855484,1.3250965,0.8473857
14,2.7504478,14,0.54329437,1.4039538,0.4540732
15,3.0356085,15,0.7746016,1.3113832,0.69853103
16,2.960889,16,0.62175477,1.5228262,0.48163745
17,2.5683472,17,0.888325,0.87708294,0.441375
18,2.834021,18,0.7080918,1.4350333,0.5379164
19,2.1478891,19,0.38223487,1.0028399,0.6062191
20,1.6573038,20,0.43334192,0.8106058,0.2023781
21,3.1230571,21,0.841679,0.7111674,0.3482724
22,3.7298555,22,0.5403649,1.5150974,0.59389174
23,3.6144476,23,0.78257716,1.3408833,0.78282326
24,1.5232313,24,0.79582864,0.76295304,0.5720725
25,4.538221,25,0.6736814,1.2154609,0.49321002
26,1.2814851,26,0.28422117,0.90090746,0.5126845
27,4.960189,27,0.74813104,1.2161982,0.75008035
28,1.1643887,28,0.7596627,0.96556354,0.43088484
29,1.5431885,29,0.6086225,1.020989,0.5596449
30,2.5172563,30,0.6231809,1.16124,0.6567949
31,1.9216474,31,0.76835877,0.84330916,0.15959106
32,1.0374619,32,0.6485301,0.9835814,0.7724714
33,3.1939266,33,0.88829917,1.0422217,0.039202962
34,1.0467731,34,0.426203,0.71157205,0.37311986
35,1.9114512,35,0.5230046,1.7816422,0.6508599
36,1.7914612,36,0.63284206,0.95828235,0.5651136
37,2.5617623,37,0.5788079,1.0983064,0.11066509
38,2.6126301,38,0.61263025,1.4152733,0.30547646
39,2.087976,39,0.4044643,1.05978,0.27518976
40,1.1400288,40,0.64064455,0.9797169,0.74130714
41,1.4205431,41,0.46147022,0.8243635,0.70357424
42,1.4655132,42,0.62276673,1.2516538,0.26881394
43,4.87609,43,0.8004452,1.1216682,0.7581766
44,1.9555506,44,0.725698,0.7580002,0.36017224
45,2.3597016,45,0.6279235,0.95070636,0.6261672
46,3.9410675,46,0.47974557,1.095428,0.6796585
47,3.437273,47,0.67940503,1.2603574,0.5115312
48,2.9237728,48,0.8095496,1.0680518,0.81665856
49,3.3440914,49,0.76547843,0.80186427,0.6902519
50,2.550934,50,0.75258064,1.2190708,0.6537294
51,1.3504626,51,0.7132056,0.7883286,0.28109673
52,4.110519,52,0.6844275,0.9951724,0.74793977
53,2.144834,53,0.44531018,0.9599867,0.67266685
54,2.2974038,54,0.74486154,1.3393118,0.7618558
55,2.0262034,55,0.8494707,0.8884679,0.68951744
56,3.6790054,56,0.7323313,1.4631099,0.7813803
