,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred habitual tendency,true habitual tendency,inferred policy rate,true policy rate
0,4.5574446,3.751604,0,0.47932902,0.47906917,2.033557,2.0264707,0.53389114,0.41766453
1,2.0540938,2.4598596,1,0.21329516,0.055042863,2.5435987,2.0029397,0.3636248,0.32006383
2,1.7013029,1.4938262,2,0.21892877,0.0509032,1.8791531,1.4781094,0.174315,0.044681728
3,1.9677078,4.6587396,3,0.22862276,0.03460121,2.4481542,2.2160664,0.5607878,0.54248166
4,1.6411426,1.2569194,4,0.27714032,0.07655388,1.6675979,1.4618902,0.25804865,0.22824329
5,3.7285635,2.7876093,5,0.25706303,0.24928278,4.640447,4.258702,0.68478495,0.6684349
6,5.0547695,4.189904,6,0.4802041,0.7430241,3.2102516,3.1253076,0.6735843,0.7394768
7,3.1063597,1.2744887,7,0.48079553,0.9521263,6.236957,4.9589915,0.3096961,0.1488955
8,1.8458452,1.7076564,8,0.13357529,0.021411538,1.8320005,1.7887006,0.6240134,0.5531502
9,3.4169102,2.316143,9,0.76531374,0.9733877,4.7267795,3.8322432,0.5633511,0.5466174
10,2.6409209,3.6707652,10,0.2315801,0.09828508,4.2497554,4.5414586,0.7794492,0.9221632
11,5.0378437,4.754079,11,0.3922356,0.30766648,4.0555315,3.938116,0.73318964,0.7580162
12,2.6059732,2.2711504,12,0.6916811,0.87037194,3.5757616,3.1119335,0.7716156,0.809526
13,3.1416407,3.450703,13,0.6026665,0.6298378,4.3301773,3.9988854,0.6409341,0.65511054
14,2.9194686,2.0711472,14,0.4494269,0.6735169,5.9841776,3.152463,0.3885799,0.18158233
15,2.6840053,2.2808602,15,0.27250513,0.2523086,2.3191836,2.2250361,0.43006042,0.36459053
16,5.464707,4.5758476,16,0.6818655,0.82693535,1.4726275,1.3167162,0.6546124,0.4160756
17,1.4201902,1.2630563,17,0.5267017,0.689497,1.8614376,1.9273813,0.5717494,0.6237758
18,2.5591593,2.8903182,18,0.24831806,0.35896313,2.7323651,2.6476707,0.7448063,0.8687486
19,1.3989762,1.0658827,19,0.16191736,0.06709516,2.4465017,2.8266854,0.6595963,0.785672
20,3.375622,3.2825012,20,0.4479782,0.13959855,6.6298122,3.9575958,0.362749,0.20971465
21,4.152077,4.384185,21,0.71620905,0.7623365,2.2668374,2.61561,0.7118775,0.9293357
22,4.6377473,3.8936446,22,0.49010456,0.7936946,5.761074,4.917266,0.41883317,0.44092327
23,4.8642397,4.767136,23,0.39642742,0.35649467,5.6054616,3.5710442,0.418927,0.18565452
