,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate,inferred cached weight,inferred cached rate
0,2.7124522,0,0.49242598,0.5264519,0.49520484,1.9334188,0.66395503
1,2.6439211,1,0.4528917,0.50029564,0.50491196,1.726189,0.64243454
2,1.9150987,2,0.6947411,0.51441115,0.5181511,1.6966547,0.7018861
3,2.0760639,3,0.22193727,0.52086425,0.5067912,1.7629719,0.6926306
4,4.970621,4,0.643952,0.5043813,0.49273828,1.8240465,0.59054637
5,1.8216264,5,0.16856043,0.49123448,0.4920121,1.7513676,0.7231753
6,3.7918687,6,0.29479912,0.5092171,0.48487034,1.8763945,0.49485284
7,3.1277144,7,0.32696143,0.49949265,0.50211084,1.6739633,0.66638136
8,5.289479,8,0.7036755,0.50264156,0.51186675,1.8456467,0.7010945
9,3.3624003,9,0.43802014,0.48750812,0.5120726,1.9081169,0.624909
10,2.78755,10,0.5952517,0.5037319,0.50166786,1.7199819,0.6168861
11,2.0708277,11,0.6430327,0.5041741,0.4870343,1.6477559,0.57275945
12,4.204241,12,0.4478214,0.50453955,0.5160327,1.776671,0.6333205
13,2.1252298,13,0.5442386,0.510603,0.50363743,1.6818477,0.66488475
14,5.664743,14,0.1457637,0.5053028,0.48363233,1.7712762,0.70050716
15,4.6619287,15,0.74353033,0.49833816,0.49712867,1.7625484,0.5304457
16,3.156546,16,0.38614923,0.49237588,0.49909452,1.7909073,0.6406482
17,3.8396738,17,0.67189133,0.49235314,0.5116383,1.7987932,0.6093882
18,2.876848,18,0.25256258,0.5074121,0.49729103,1.6782873,0.25675347
19,7.245519,19,0.5616307,0.48862413,0.49367225,2.0365531,0.6380682
20,3.6572847,20,0.7150053,0.49723396,0.4969364,1.8072209,0.52762693
21,6.0355825,21,0.1796266,0.4950085,0.49364227,1.8586992,0.7007323
22,5.804076,22,0.21886101,0.5102139,0.50263345,1.9502615,0.6388572
23,4.8498106,23,0.5641737,0.49538672,0.50141746,1.879598,0.6849668
24,4.0485735,24,0.5784561,0.5167248,0.5082892,1.7668055,0.50000054
25,2.0591695,25,0.15950158,0.49346632,0.4921437,1.7458453,0.66664416
26,3.1030986,26,0.74051774,0.5106033,0.50349927,1.7028284,0.65735626
27,6.7479005,27,0.7741461,0.5033434,0.50224864,1.7791213,0.574024
28,2.4826832,28,0.52123755,0.51872414,0.48528087,1.7266356,0.65049154
29,5.1986046,29,0.54224515,0.4969763,0.48907453,2.0458317,0.6649805
30,3.4434116,30,0.7300933,0.5025327,0.50069666,1.8278884,0.64578295
31,3.8189108,31,0.23842679,0.5101249,0.49687806,1.7850118,0.6617228
32,4.105879,32,0.2663089,0.49394652,0.5047509,1.7442538,0.42203638
33,4.0742083,33,0.59225404,0.50133455,0.5090546,2.0140514,0.5277817
34,5.810943,34,0.23157755,0.5128104,0.49863613,1.8713381,0.58086294
35,5.9448643,35,0.17880304,0.52527857,0.5122534,1.9140508,0.7488469
36,1.9273499,36,0.6059587,0.50890523,0.52917016,1.7124907,0.68264186
37,5.5388575,37,0.14674036,0.5128534,0.49600038,1.7248478,0.64514756
38,3.0966208,38,0.5442487,0.5022573,0.5078324,1.7724216,0.6722848
39,5.798022,39,0.7106993,0.5166238,0.50166535,1.9093332,0.6174015
40,2.3120933,40,0.18459155,0.4857052,0.49795115,1.741722,0.6756724
41,5.6049075,41,0.22653449,0.508525,0.5205674,1.8633786,0.6791884
42,6.538782,42,0.52992934,0.4977209,0.5164232,1.7423977,0.39567342
43,2.4692369,43,0.20439371,0.5005905,0.47734472,1.8322501,0.6663385
44,2.489082,44,0.6588863,0.52686995,0.50141084,1.9034696,0.52488166
45,2.9605942,45,0.71921426,0.49537694,0.49786288,1.7608172,0.5019657
46,1.881477,46,0.19880661,0.49477318,0.52259207,1.8002093,0.62604636
47,2.1782055,47,0.69169617,0.4896897,0.49198896,1.732617,0.53433305
48,4.813173,48,0.31467006,0.5192936,0.5033327,1.8757403,0.63019717
