,inferred dec temp,subject,inferred reward rate
0,6.81191,0,0.11350708
1,0.8952158,1,0.49156415
2,1.2084209,2,0.46942443
3,2.8263357,3,0.06350095
4,1.9371479,4,0.6146888
5,2.9597821,5,0.1263906
6,5.1148186,6,0.09562205
7,7.3227453,7,0.30941436
8,2.1595013,8,0.27424207
9,3.5529628,9,0.020579742
10,0.8681425,10,0.4262443
11,1.8049077,11,0.2244634
12,4.6933026,12,0.19737223
13,1.6570666,13,0.20097321
14,1.5113199,14,0.43259698
15,1.3729649,15,0.60571605
16,2.627107,16,0.07282247
17,0.9303609,17,0.59051967
18,1.3479658,18,0.1355575
19,6.495539,19,0.16186899
20,3.633525,20,0.102510825
21,1.9308568,21,0.18065159
22,3.1233613,22,0.1802601
23,7.218125,23,0.034465987
24,0.889619,24,0.28286922
25,5.5502934,25,0.090408124
26,6.2395644,26,0.0882729
27,7.5669227,27,0.019720305
28,2.004173,28,0.044423133
29,6.185884,29,0.66385937
30,0.74463797,30,0.6060016
31,4.378321,31,0.25831792
32,1.9503232,32,0.0997936
33,7.2256737,33,0.39587933
34,4.6674523,34,0.24397017
35,6.5797443,35,0.106111616
36,6.367384,36,0.12120955
37,7.979626,37,0.13552724
38,2.0498645,38,0.1142281
39,4.909284,39,0.18074967
40,1.829424,40,0.39235362
41,0.9920049,41,0.5600967
42,0.7921632,42,0.37832537
43,2.0870795,43,0.02145585
44,1.0147249,44,0.6055527
45,2.8830698,45,0.50311995
46,4.7254133,46,0.26742834
47,1.5421094,47,0.23518197
48,6.9433026,48,0.08287112
49,1.0437047,49,0.24364154
50,6.990363,50,0.21823356
51,0.7198432,51,0.32906848
52,3.1837587,52,0.13068384
53,1.7698765,53,0.09708721
54,3.805047,54,0.047929954
55,4.0050197,55,0.08616729
56,8.434092,56,0.17118116
57,8.059474,57,0.19692889
58,3.2065723,58,0.02103601
59,7.010581,59,0.25830355
60,8.373749,60,0.10346924
61,3.5548034,61,0.13263787
62,1.4244204,62,0.3598681
63,5.7259502,63,0.3512646
64,1.4151099,64,0.08053159
65,2.8339682,65,0.25493738
66,0.8838177,66,0.5613493
67,1.855696,67,0.05184654
68,3.4330995,68,0.121510714
69,4.327858,69,0.66981685
70,0.921295,70,0.49478313
71,7.883671,71,0.010067323
72,1.047811,72,0.511302
73,6.304243,73,0.19325921
74,2.3761206,74,0.13166177
75,4.9041376,75,0.1348822
76,4.1543407,76,0.55197215
77,2.309581,77,0.21647757
78,4.67182,78,0.14650561
79,6.699052,79,0.14801401
80,1.4099971,80,0.07087103
81,1.8440917,81,0.121989794
82,8.307163,82,0.044526335
83,2.8621318,83,0.21754836
84,7.676594,84,0.14100751
85,1.7718132,85,0.267044
86,3.9131093,86,0.64604807
87,2.4179735,87,0.554896
88,1.9715964,88,0.1763849
89,2.8465323,89,0.10822809
90,5.765795,90,0.014949872
91,0.9126014,91,0.5683566
92,1.0501951,92,0.39057413
93,0.9067893,93,0.41783538
94,0.8168411,94,0.5129481
95,0.8141694,95,0.67578983
96,2.6339462,96,0.277158
97,3.4721153,97,0.24640542
98,1.5308968,98,0.70522106
99,0.83612716,99,0.61589074
100,0.74884856,100,0.39326575
101,1.0243318,101,0.48253933
102,2.9217627,102,0.07585405
103,2.1610765,103,0.05776047
104,2.1928818,104,0.18250275
105,0.8154846,105,0.6262178
106,1.8448119,106,0.049094234
107,8.878729,107,0.16409528
108,1.6907904,108,0.07655015
109,0.72612745,109,0.42729
110,2.569384,110,0.3152902
111,0.86664575,111,0.50495607
112,5.1178064,112,0.027516594
113,1.3853469,113,0.32405934
114,3.7088587,114,0.0820345
115,3.0933292,115,0.11267994
116,0.878803,116,0.705031
117,6.3299966,117,0.12155712
118,7.374743,118,0.63330394
119,4.007956,119,0.17347306
120,5.573879,120,0.21064086
121,1.562829,121,0.3394279
122,1.0594788,122,0.6298889
123,4.119058,123,0.3636577
124,4.4819093,124,0.18714811
125,7.9947677,125,0.089011274
126,6.5886436,126,0.28706098
127,5.1305647,127,0.10713133
128,3.333599,128,0.21966307
129,1.0204965,129,0.3890294
130,3.9294004,130,0.14172406
131,0.98958635,131,0.60794777
132,3.0552704,132,0.6902856
133,1.3433987,133,0.03950006
134,2.1813865,134,0.09844203
135,1.6329019,135,0.48293737
136,4.3232927,136,0.12903894
137,6.5370264,137,0.206101
138,1.9040041,138,0.59183055
139,4.10794,139,0.3738216
140,0.638714,140,0.59307396
141,0.7705015,141,0.46396583
142,2.6777418,142,0.47506574
143,2.615808,143,0.4628742
144,1.6382418,144,0.14690259
145,0.9926526,145,0.24160348
146,2.5191917,146,0.14700353
147,1.3444402,147,0.24281967
148,4.0118523,148,0.24681987
149,0.8766722,149,0.3656189
150,1.75595,150,0.46976215
151,4.6841474,151,0.01447179
152,1.0005234,152,0.6939675
153,1.1888067,153,0.25277466
154,3.6931558,154,0.15307471
155,5.64972,155,0.22830057
156,1.449977,156,0.3252478
157,3.6403477,157,0.037601303
158,7.299003,158,0.29468605
159,0.67636216,159,0.49333823
160,1.1307933,160,0.4713745
161,1.200692,161,0.6198633
162,5.8113594,162,0.021685813
163,2.35344,163,0.41323993
164,0.7578146,164,0.6345976
165,4.455348,165,0.037908293
166,3.035515,166,0.073094405
167,5.0023518,167,0.25325382
168,5.071691,168,0.005035124
169,1.9442271,169,0.52877855
170,4.1667504,170,0.090067886
171,2.403051,171,0.10528656
172,0.9353949,172,0.3709179
173,6.9280133,173,0.3321631
174,4.0673714,174,0.092506975
175,1.0821421,175,0.62666154
176,6.356361,176,0.11231533
177,4.104663,177,0.05410279
178,1.3794495,178,0.6189971
179,7.9680166,179,0.13924266
180,6.4637613,180,0.13420938
181,0.7711531,181,0.4992625
182,1.1829251,182,0.37519628
183,1.4787111,183,0.11549418
184,2.4758477,184,0.24616775
185,1.0914627,185,0.5593845
186,4.1464515,186,0.5307023
187,5.313038,187,0.19323151
188,2.8407824,188,0.40797824
189,3.6641502,189,0.3950841
190,2.6722085,190,0.28341427
191,2.908645,191,0.14235583
192,3.4375596,192,0.1265859
193,4.3489776,193,0.28318793
194,2.7027888,194,0.21754278
195,1.4301753,195,0.3320557
196,1.3658752,196,0.5048028
197,1.7272471,197,0.6631922
198,3.9453595,198,0.22680207
199,6.7046037,199,0.04125016
200,0.9891177,200,0.41786018
201,1.7579873,201,0.13835984
202,1.8201846,202,0.18486239
203,7.3051896,203,0.16258344
204,2.317645,204,0.036620215
205,0.89760435,205,0.6774617
