,mf score,mb score,rep score
0,-0.08054996646545931,1.252783366867874,0.122719651240778
1,-0.1172709049805633,0.10853554663234,-0.010537346218627341
2,-0.030303030303030387,1.1696969696969695,0.09242424242424252
3,-0.014374720905012128,0.7964360899057986,0.29479341654794056
4,-0.036996336996336976,0.4463369963369965,0.19313186813186822
5,-0.16508093538796997,1.0668699094661007,0.0622868516378039
6,0.11190162494510303,-0.11032059727711896,0.3077733860342555
7,0.13161896243291593,-0.16068872987477645,0.04732781753130588
8,0.017825227899238127,0.3669631589337206,0.09302503630877257
9,-0.20508252063015753,1.5449174793698426,0.10570611402850716
10,0.003071573456969179,0.5750796870472327,0.1356418429440741
11,0.23896103896103882,0.47272727272727283,0.03116883116883118
12,-0.11807140228192858,1.164225248435775,0.14315421420684582
13,-0.07703993362564909,1.0065837597541418,0.09057829152620223
14,0.11309523809523814,0.12023809523809526,0.4342261904761906
15,-0.3808080808080807,1.5585858585858585,0.09520202020202018
16,-0.3424070847851336,0.16978803716608593,0.054351771196283316
17,0.24936207359656187,0.6660287402632287,-0.016997381144238544
18,-0.027771399998979596,0.5330751608475812,0.26324537100814815
19,-0.4342206790123456,1.3157793209876543,0.10238233024691357
20,0.5058390454430058,0.8391723787763391,0.23863924854023855
21,0.05043995859213246,0.5028209109730848,0.06528856107660452
22,-0.060400432900432954,0.028885281385281236,0.0346834415584415
23,0.14601059637146263,0.5145258020959705,0.30213572402826605
