,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate
0,4.9541264,5.43775,0,0.26935467,0.24196404
1,6.2875133,5.9689116,1,0.6007597,0.75441056
2,2.6359286,2.1770344,2,0.24482769,0.21805209
3,2.1483135,2.0276697,3,0.6434686,0.2691409
4,6.0512815,5.051797,4,0.37593445,0.31725657
5,4.8509517,4.4195013,5,0.45363647,0.546218
6,3.0065768,3.1425614,6,0.7540857,0.9645127
7,4.144802,5.8219495,7,0.07310391,0.07617277
8,3.26607,3.0506353,8,0.5018062,0.49461102
9,1.9037,1.3685248,9,0.1794235,0.07922149
10,6.4100924,5.5781136,10,0.4307262,0.7468547
11,2.8092127,2.5013537,11,0.77560633,0.94693977
12,3.8771353,4.3283706,12,0.43616349,0.36571836
13,5.563408,4.8174925,13,0.53039515,0.58561504
14,6.3050594,5.0167994,14,0.6411723,0.8108076
15,4.5451994,4.5185385,15,0.38604364,0.26419348
16,2.5716465,1.9463332,16,0.69883287,0.6460945
17,1.9567834,2.7281554,17,0.6303138,0.97456855
18,3.1965837,4.6835737,18,0.0325287,0.026406288
19,3.5413294,4.26553,19,0.85574526,0.961035
20,1.7552693,2.690612,20,0.63132685,0.5329115
21,2.1125085,2.1459846,21,0.79894125,0.8457297
22,5.9602723,5.0423675,22,0.6107038,0.44166517
23,3.1760015,3.2588077,23,0.8049831,0.9556723
