,inferred dec temp,subject,inferred reward rate
0,2.9810042,0,0.2568084
1,1.6065196,1,0.614969
2,9.235337,2,0.009212443
3,0.9046911,3,0.40413544
4,2.2125852,4,0.5431649
5,0.9629707,5,0.69804776
6,1.5813451,6,0.72116923
7,3.867879,7,0.6514632
8,3.3635664,8,0.5262688
9,1.5619502,9,0.82950056
10,1.3900566,10,0.12569715
11,1.9573264,11,0.5815886
12,2.9929519,12,0.54033107
13,1.7480093,13,0.11975346
14,4.0089216,14,0.25415647
15,4.7398763,15,0.10546521
16,3.1883202,16,0.08543012
17,1.2422509,17,0.8116836
18,2.3079972,18,0.7958684
19,5.816536,19,0.49361104
20,0.59173614,20,0.39805266
21,5.9764514,21,0.6571098
22,7.6166964,22,0.00989068
23,2.0920582,23,0.7838915
24,1.4633694,24,0.7560421
25,1.6268862,25,0.8537528
26,5.117495,26,0.65874624
27,1.2777734,27,0.59098595
28,3.9998808,28,0.6554634
29,3.0767455,29,0.8878861
30,1.6836594,30,0.73945165
31,2.6481986,31,0.85264236
32,4.1712184,32,0.18998002
33,5.8602004,33,0.014484338
34,1.2196436,34,0.6869091
35,1.3138705,35,0.4019666
36,9.285484,36,0.023285953
37,4.0744476,37,0.47632077
38,2.2696323,38,0.8959044
39,0.93936926,39,0.5107056
40,3.6078432,40,0.1386875
41,1.7262356,41,0.762276
42,1.8088304,42,0.85278153
43,2.6719162,43,0.7080346
44,3.6419778,44,0.057890944
45,2.5853546,45,0.9132288
46,7.445776,46,0.16996023
47,5.0726337,47,0.17116277
48,8.037837,48,0.003787044
49,1.8986115,49,0.88854796
50,8.461215,50,0.0039070025
51,6.512053,51,0.02564092
52,1.7322669,52,0.5267829
53,1.9124138,53,0.7321405
54,4.6427813,54,0.34426153
55,2.1671133,55,0.43775707
56,2.4195235,56,0.87613845
57,3.4237087,57,0.7662983
58,3.5005038,58,0.07920736
59,1.0009067,59,0.7070793
60,2.0969276,60,0.31994656
61,1.7359385,61,0.6700735
62,1.8071604,62,0.5815028
63,3.48022,63,0.42767853
64,3.2974663,64,0.55014294
65,3.8448439,65,0.19700669
66,4.6848254,66,0.37136376
67,2.7489517,67,0.48505896
68,1.3968911,68,0.7304973
69,4.6347227,69,0.6235779
70,1.9097809,70,0.37218824
71,9.473717,71,0.003358619
72,2.225083,72,0.93422174
73,7.9019356,73,0.034973696
74,3.0772872,74,0.15542594
75,1.3844514,75,0.7831775
76,9.254191,76,0.063302085
77,5.3068714,77,0.0060611316
78,2.1305528,78,0.84867364
79,2.5745456,79,0.31023732
80,2.4195602,80,0.676595
81,5.879395,81,0.0050762235
82,5.342602,82,0.2095584
83,1.163472,83,0.6728293
84,2.8152187,84,0.84335786
85,1.4299469,85,0.866783
86,4.188965,86,0.47879156
87,2.018858,87,0.88817483
88,0.5956498,88,0.4081752
89,3.6091843,89,0.8617269
90,2.7070403,90,0.6502169
91,3.5192997,91,0.9191537
92,4.3462305,92,0.47492597
93,2.0688658,93,0.24149239
94,3.7248003,94,0.1306554
95,3.3835938,95,0.17504859
96,1.6969169,96,0.8306946
97,1.1778,97,0.34018153
98,1.7532592,98,0.63711727
99,4.2355194,99,0.014529186
100,2.913283,100,0.5470568
101,7.161872,101,0.009645928
102,2.4645224,102,0.6796116
103,3.183222,103,0.7910585
104,2.734361,104,0.8046692
105,1.8040053,105,0.8471654
106,1.4291263,106,0.8070051
107,1.9251174,107,0.8308711
108,3.104082,108,0.9055488
109,2.9697905,109,0.19178644
110,2.9749951,110,0.37368587
111,1.6944572,111,0.8608614
112,3.7675517,112,0.64759946
113,1.8124452,113,0.8787738
114,4.407406,114,0.122966446
115,3.4595535,115,0.30549562
116,0.9587637,116,0.73300666
117,1.9324234,117,0.8701647
118,4.14553,118,0.5520411
119,8.8750725,119,0.058140624
120,2.0196595,120,0.5428233
121,3.7496893,121,0.048423033
122,1.3009688,122,0.699786
123,2.4492047,123,0.5090907
124,1.0353591,124,0.85238516
125,2.1760166,125,0.4785285
126,2.0862226,126,0.31881958
127,5.638162,127,0.31107762
128,4.6018515,128,0.41203395
129,3.6516216,129,0.8012066
130,5.3393183,130,0.24534154
131,2.955937,131,0.43784302
132,1.4222461,132,0.25104997
133,3.2725842,133,0.81072754
134,1.7864434,134,0.78399134
135,1.5485637,135,0.8116927
136,3.7202535,136,0.8725864
137,3.558168,137,0.5577114
138,1.173977,138,0.12510654
139,8.003308,139,0.028109685
140,2.4322093,140,0.13383411
141,3.0974898,141,0.6385387
142,1.6160368,142,0.85236657
143,2.554266,143,0.23607412
144,4.7380404,144,0.009030018
145,2.9178662,145,0.69502646
146,2.28806,146,0.81087583
147,5.035434,147,0.16074713
148,0.8851408,148,0.82393545
149,3.3456528,149,0.9015624
150,5.596388,150,0.7612991
151,2.0370247,151,0.85769325
152,4.3153367,152,0.8174431
153,1.3017324,153,0.61354774
154,3.1012774,154,0.44229656
155,8.961545,155,0.004889528
156,1.538924,156,0.8697105
157,0.9604281,157,0.8377484
