,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred cached weight,true cached weight,inferred cached rate,true cached rate
0,0.4980689,1.0766966,0,0.8025891,0.1463111,0.45789012,0.0,0.7779507,0.0
1,3.7515142,3.5581093,1,0.00808424,0.0049054623,0.9869263,0.0,0.25320303,0.0
2,1.4111941,2.7414813,2,0.08931332,0.52768254,0.61795396,0.0,0.5719475,0.0
3,1.0970657,3.721695,3,0.4827144,0.5900875,1.1412842,0.0,0.5422697,0.0
4,1.1700857,2.922626,4,0.53028667,0.07327926,0.6629832,0.0,0.8805798,0.0
5,2.9445028,4.342515,5,0.89037937,0.8279162,0.8649786,0.0,0.68807155,0.0
6,0.77638984,5.349745,6,0.8241365,0.3180123,0.5410861,0.0,0.8152143,0.0
7,1.5507947,1.8656559,7,0.6966432,0.8659342,0.7459834,0.0,0.75080025,0.0
8,0.7543517,1.0150436,8,0.72441894,0.5626782,0.6850746,0.0,0.6030087,0.0
9,0.46581605,4.7846355,9,0.7893034,0.7618785,0.43313903,0.0,0.75665325,0.0
10,0.6264323,3.3605509,10,0.79969454,0.28675067,0.53804916,0.0,0.810947,0.0
11,2.2076018,5.996485,11,0.4666459,0.7649841,0.826161,0.0,0.89794326,0.0
12,3.2882013,5.035462,12,0.027540436,0.19241089,0.7509882,0.0,0.27024376,0.0
13,0.83603257,1.796772,13,0.5603882,0.41752148,0.7604255,0.0,0.8848505,0.0
14,0.65633035,5.4790606,14,0.76293963,0.022296607,0.8907638,0.0,0.45358887,0.0
15,0.74789405,1.2596769,15,0.5509447,0.93855846,0.63134336,0.0,0.62600094,0.0
16,0.6444686,2.3913908,16,0.7767827,0.9031932,0.4877628,0.0,0.80013794,0.0
17,0.7432138,4.9149566,17,0.58293337,0.35395116,0.55048823,0.0,0.84008795,0.0
18,0.96592,5.353239,18,0.8076708,0.6257497,0.6198183,0.0,0.79680824,0.0
19,0.9485991,3.442706,19,0.7552345,0.7384175,0.5687292,0.0,0.6244932,0.0
20,0.7967134,1.7318661,20,0.75555754,0.9074169,1.0250322,0.0,0.36887306,0.0
21,0.52674073,4.4368773,21,0.7969133,0.2527116,0.4445524,0.0,0.76776916,0.0
22,0.6708789,1.5242643,22,0.7820066,0.19351375,0.66808987,0.0,0.86097753,0.0
23,0.6810911,1.1031826,23,0.8202178,0.7302535,0.57578546,0.0,0.83370614,0.0
