,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate
0,2.074803,2.2800705,0,0.7510592,0.8496111
1,2.4948483,4.7731323,1,0.60277885,0.8084231
2,2.7594707,2.2010946,2,0.30649236,0.25034904
3,3.9989088,3.2160249,3,0.36668953,0.5421339
4,2.8202095,3.8251476,4,0.7239988,0.88477254
5,2.3609633,4.5894876,5,0.7722764,0.99347514
6,2.1936893,3.5207677,6,0.5644635,0.7516289
7,5.372202,5.5343747,7,0.017899146,0.011487901
8,3.8223941,3.189689,8,0.43954265,0.3624938
9,5.8427267,5.928123,9,0.3715061,0.351898
10,6.5790715,5.4089403,10,0.5128134,0.395572
11,4.742712,5.7637234,11,0.15462103,0.16947466
12,2.2965255,4.4148073,12,0.71111804,0.71311194
13,2.2904174,1.4993814,13,0.6182949,0.56336045
14,3.1205647,3.0934784,14,0.5690484,0.51904136
