,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate
0,3.9064345,3.1624389,0,0.26871794,0.29367912
1,3.9643261,3.9747782,1,0.42516792,0.28573877
2,5.892201,4.982256,2,0.3166406,0.18052846
3,4.889201,2.396228,3,0.6634546,0.7662704
4,3.489,3.6359773,4,0.68170494,0.47696096
5,5.269954,5.5384455,5,0.3823675,0.4389217
6,2.1079097,5.656673,6,0.7601586,0.0011277199
7,3.561939,2.3555381,7,0.6841481,0.7814093
8,3.290407,2.4566681,8,0.5377992,0.5081412
9,2.4949963,5.107212,9,0.736892,0.9718543
10,6.205952,5.114648,10,0.51171964,0.6260113
11,3.0952218,5.0106974,11,0.2998585,0.7491256
12,4.634986,3.3858094,12,0.45754993,0.53888905
13,4.4147043,3.486071,13,0.30205554,0.28834808
14,2.537494,4.403078,14,0.63805187,0.88369846
15,2.514565,3.9232585,15,0.7263308,0.9456286
16,2.041818,3.672749,16,0.7606033,0.9953988
17,5.344087,4.5752125,17,0.10304407,0.07876682
18,2.0952833,1.7802067,18,0.6669674,0.8084948
19,3.1110604,5.084238,19,0.6070003,0.777035
20,4.8709574,4.0818987,20,0.07236791,0.05231273
21,3.7773447,4.727837,21,0.6350905,0.5784787
22,2.3978238,3.6701138,22,0.5439156,0.65043443
23,2.0518858,3.0654273,23,0.76534826,0.91033816
24,2.0926342,1.4176134,24,0.21622299,0.104319155
25,5.8508506,5.714075,25,0.052072197,0.047060788
26,2.3024192,1.3606567,26,0.70332795,0.41234732
27,2.7029166,4.777053,27,0.5257551,0.86551297
28,5.896749,5.918835,28,0.7028628,0.7228687
29,3.7322392,4.423271,29,0.6149894,0.83580333
30,2.088676,2.9302392,30,0.75498533,0.9125593
31,5.291543,4.1434584,31,0.5194932,0.59873927
32,3.0737271,3.1404612,32,0.5553985,0.5857262
33,2.663715,5.108559,33,0.6505056,0.94432235
34,2.1927407,2.3971052,34,0.6920123,0.91356355
35,2.5340405,1.7035675,35,0.5415704,0.37109762
36,5.239951,5.5186543,36,0.100976594,0.09698367
37,2.3373425,2.726978,37,0.68056905,0.58928704
38,3.325497,2.7586637,38,0.5151513,0.44985992
39,2.9154928,1.3210411,39,0.6894473,0.5011784
40,2.7868373,2.869707,40,0.47019196,0.4273317
41,2.7213137,2.96475,41,0.11016405,0.08906764
42,3.4920962,5.440898,42,0.4131576,0.5307685
43,2.6964808,2.4534328,43,0.64301795,0.8505263
44,3.0988278,4.792215,44,0.71973705,0.9972953
45,2.4062202,1.16509,45,0.59099597,0.40687543
46,4.1130753,3.5680084,46,0.12830493,0.080663085
47,3.3226292,3.5366812,47,0.5736288,0.6621872
48,2.0661187,1.4540843,48,0.7069809,0.97922635
49,2.7985826,1.8878229,49,0.59853035,0.20813435
