,reward rate,dec temp,cached weight,cached rate,subject
0,0.5251887,7.783323,2.209684,0.45579746,0
1,0.53357315,0.48928514,1.5802325,0.62116516,1
2,0.59976,8.853756,3.0265517,0.6595295,2
3,0.30617458,8.416141,2.7567172,0.47143412,3
4,0.7570495,5.607424,3.158578,0.51335645,4
5,0.015249353,3.6479225,3.0339572,0.6246533,5
6,0.22902559,0.32073322,5.7979507,0.12672438,6
7,0.009436459,1.9851391,0.89272356,0.084495835,7
8,0.25042737,3.4101977,2.7359505,0.14221026,8
9,0.21238247,5.907926,2.5686338,0.43598917,9
10,0.03190649,3.9203534,1.7541872,0.39243063,10
11,0.7116199,5.9948726,1.4024507,0.33814856,11
12,0.391484,5.674167,2.070494,0.3177796,12
13,0.78822166,9.703545,3.4598327,0.39339298,13
14,0.36521307,4.827142,3.748519,0.31007048,14
15,0.5675899,9.472071,2.9120457,0.50397325,15
16,0.5591239,1.151358,0.83572423,0.33633506,16
17,0.7068495,1.0464027,0.78374094,0.64889205,17
18,0.02006568,3.0802143,2.7984202,0.24758375,18
19,0.68223906,8.799721,2.1089618,0.33066612,19
20,0.5274637,8.1028185,4.600727,0.5540002,20
21,0.80686784,4.220246,1.4318321,0.7614895,21
22,0.5881204,2.530544,2.2558835,0.17052312,22
23,0.47021067,5.4470115,3.7035525,0.37335262,23
24,0.34681854,4.962506,2.2322927,0.3419088,0
25,0.5025388,1.3527173,1.3234191,0.94370276,1
26,0.6746307,9.263826,2.9190931,0.46345654,2
27,0.41297552,6.333609,1.8253918,0.22433484,3
28,0.8297483,8.431085,2.1748023,0.746849,4
29,0.01955573,3.798988,3.1125174,0.7138983,5
30,0.5017345,0.010511666,3.0960443,0.121836916,6
31,0.006918965,1.3363538,0.70489395,0.3920876,7
32,0.08496642,1.644585,2.0227325,0.328527,8
33,0.21444838,4.2166142,2.3958175,0.4094251,9
34,0.06576505,3.6768389,3.1375024,0.63118035,10
35,0.8446052,2.392855,2.2238195,0.54834205,11
36,0.56185615,5.357776,1.5027295,0.22974159,12
37,0.7193185,8.7588625,2.9179502,0.5646531,13
38,0.45021665,9.236184,4.401658,0.40201518,14
39,0.7647187,7.8613753,3.1324623,0.4947936,15
40,0.33784068,1.1477998,0.64311445,0.59193456,16
41,0.19766445,0.58943814,0.71162343,0.70450795,17
42,0.02072717,2.4896326,1.6630204,0.30742478,18
43,0.84662855,8.952746,2.3795185,0.2537429,19
44,0.6043043,8.566671,5.223645,0.53787845,20
45,0.7319894,3.5333488,2.067834,0.812047,21
46,0.6309637,3.812673,1.1894168,0.2098351,22
47,0.58970857,4.510341,3.5029144,0.33518615,23
48,0.5544537,5.653595,3.9826868,0.6499436,0
49,0.61430794,1.0855148,1.0640591,0.50166214,1
50,0.60851705,7.2128506,3.2299843,0.5863602,2
51,0.37069762,8.351938,2.3644278,0.26695564,3
52,0.7222698,6.8938913,2.129014,0.8784201,4
53,0.008106338,2.7879863,3.1385078,0.69675946,5
54,0.725471,2.2524278,6.038952,0.13960591,6
55,0.041249193,2.1755135,0.45503777,0.19589746,7
56,0.17272912,2.874116,1.3136306,0.09320722,8
57,0.6348076,7.506056,4.084521,0.433711,9
58,0.021656,2.5520988,2.4884956,0.41008234,10
59,0.6915824,1.955975,2.3207357,0.3428144,11
60,0.6462676,8.057128,1.9150366,0.38447574,12
61,0.76281875,8.719107,2.9737206,0.5053261,13
62,0.72488195,9.559923,4.6723123,0.2070939,14
63,0.7865374,9.65396,2.6286292,0.5756855,15
64,0.46369404,2.5122821,0.9875158,0.4566936,16
65,0.5245861,0.86421084,0.8940096,0.6410585,17
66,0.022329293,2.8616893,2.1707306,0.32083774,18
67,0.83248264,9.507529,1.5404831,0.35256994,19
68,0.5520439,8.5701475,6.314564,0.6851002,20
69,0.75493944,2.8167582,1.3791039,0.68802416,21
70,0.61242527,1.6663051,2.1576495,0.28080273,22
71,0.41427025,5.175033,5.0492105,0.5438589,23
72,0.4505463,4.084783,2.6369061,0.43265635,0
73,0.096441574,0.54863715,0.89134884,0.812268,1
74,0.47748613,7.006807,3.655035,0.71427935,2
75,0.36471048,6.3407493,2.186379,0.41376778,3
76,0.805723,6.0069237,3.05621,0.6431929,4
77,0.022987857,3.7259407,2.0774689,0.4260535,5
78,0.9386233,0.24887037,3.6442952,0.08633611,6
79,0.03855709,3.4017644,0.6736174,0.3358823,7
80,0.30052674,4.701464,1.5392362,0.10216987,8
81,0.41852546,6.4399076,3.5369039,0.43729326,9
82,0.034646243,4.174769,2.5959823,0.2603316,10
83,0.7801985,5.4737735,2.0207877,0.5236461,11
84,0.56540567,7.8846216,1.9651763,0.2589656,12
85,0.86926526,8.807486,2.5705452,0.35366198,13
86,0.3737795,6.5260506,4.665,0.71978456,14
87,0.5670639,9.619409,3.0183995,0.43197033,15
88,0.31461787,2.1403773,0.68038017,0.14403805,16
89,0.39891112,0.6550349,1.181604,0.8101701,17
90,0.02580439,3.4414413,2.3873856,0.3309576,18
91,0.88976175,9.511381,2.2503371,0.656671,19
92,0.47236237,8.833886,5.752537,0.5919672,20
93,0.5803354,3.4338589,1.5094005,0.54252994,21
94,0.6440512,2.237042,1.2554556,0.28953356,22
95,0.50356895,4.9554644,3.875783,0.47719875,23
96,0.66560245,8.85254,3.6809812,0.59753335,0
97,0.8391068,0.66727346,0.742648,0.41203636,1
98,0.7614503,8.38066,2.541337,0.7226079,2
99,0.3454553,7.8947744,2.5305738,0.3176003,3
100,0.5842908,4.4458942,2.0949621,0.5959802,4
101,0.011250521,3.620192,2.3484902,0.850771,5
102,0.25971565,0.03997114,3.405179,0.12934873,6
103,0.043564584,2.1529152,0.8511993,0.39826623,7
104,0.28415048,4.139058,1.4683824,0.27425146,8
105,0.28616428,4.278534,4.011098,0.3642039,9
106,0.047043897,2.9477148,2.1424341,0.6466159,10
107,0.7644129,4.36243,1.4418303,0.4536425,11
108,0.49616963,5.723779,2.8557756,0.49242362,12
109,0.75762874,8.160507,2.9101226,0.42083085,13
110,0.5052456,7.4468412,4.9892197,0.7565367,14
111,0.64832217,9.107018,3.8320055,0.5564281,15
112,0.41852218,0.799806,1.4449592,0.4940178,16
113,0.7318854,0.57677436,1.0662965,0.8410934,17
114,0.018781552,3.9674876,1.8420786,0.29253012,18
115,0.80732816,9.141336,2.0217721,0.5577272,19
116,0.61610705,8.855021,5.696065,0.6268588,20
117,0.89547,5.1691575,1.2794064,0.4914087,21
118,0.343558,4.5305243,0.98665035,0.22504736,22
119,0.22814026,3.1400495,4.443166,0.42782396,23
120,0.37240937,6.5168757,2.9453254,0.7332259,0
121,0.5950543,0.6702906,0.6197936,0.39883322,1
122,0.6038473,7.81312,2.2650666,0.51033646,2
123,0.3465136,6.592049,2.7994056,0.57883126,3
124,0.8026552,6.678604,2.8256073,0.6740612,4
125,0.015012224,4.0705447,2.6279137,0.756015,5
126,0.89282674,0.13459566,5.059092,0.12510201,6
127,0.0121722,1.7036618,0.71365774,0.15886351,7
128,0.3429284,4.0933747,2.2654054,0.19091752,8
129,0.22195815,5.7905207,4.1641016,0.38734642,9
130,0.04232954,3.3839417,2.1266088,0.54376453,10
131,0.9446907,4.9881887,2.5467863,0.36111042,11
132,0.37250292,6.664987,2.487767,0.2712939,12
133,0.797077,9.671497,2.7335289,0.30394155,13
134,0.5551513,7.784604,4.797383,0.8614161,14
135,0.8133653,8.932952,3.872561,0.578785,15
136,0.23218694,0.940326,0.7362863,0.21338543,16
137,0.7006649,0.5945488,0.8439377,0.6155687,17
138,0.044765946,2.5772467,2.489853,0.3441181,18
139,0.87699425,9.711482,1.748835,0.56494635,19
140,0.51510733,6.6107297,5.0268106,0.6741543,20
141,0.8445237,4.061432,1.575901,0.8184559,21
142,0.47748706,3.3195517,1.2805063,0.35086963,22
143,0.5388188,4.1092362,4.5327225,0.5353538,23
144,0.38880718,7.655985,4.303426,0.49683088,0
145,0.74177766,1.007292,0.9025973,0.50781065,1
146,0.49624366,5.710898,2.8672867,0.71559227,2
147,0.3496659,8.202721,1.0073339,0.3326079,3
148,0.53153974,6.4711328,1.8113608,0.8122781,4
149,0.007737918,3.2356615,1.9767116,0.9627304,5
150,0.22722049,0.07469377,5.0777025,0.15389365,6
151,0.025704583,1.6533074,0.7450757,0.18371363,7
152,0.13400264,2.11851,2.0165112,0.3691642,8
153,0.274105,4.7108574,2.7501388,0.43615553,9
154,0.07774156,3.6073961,1.9099743,0.33245355,10
155,0.7909017,4.713373,2.756603,0.31956306,11
156,0.4736243,7.7723975,3.1262138,0.5012719,12
157,0.7886473,8.272869,2.580037,0.36292246,13
158,0.668929,8.369041,4.306002,0.67926854,14
159,0.7583068,8.853544,2.7881231,0.47061238,15
160,0.57722044,2.4173048,0.61368245,0.3394539,16
161,0.6474344,1.5872217,1.038166,0.7889847,17
162,0.02955657,3.8565028,3.22293,0.36307925,18
163,0.7934469,8.746442,1.2476614,0.24837911,19
164,0.55713075,8.880074,5.38274,0.6827789,20
165,0.7724238,4.2410154,1.1721399,0.46368158,21
166,0.7286985,4.132675,1.4196454,0.12385927,22
167,0.25281808,4.7893677,4.6670036,0.5181415,23
168,0.56275713,7.8998046,2.6670175,0.606202,0
169,0.8092335,2.1179562,0.68650657,0.32496735,1
170,0.66191345,8.8241825,2.9477284,0.6143126,2
171,0.3513331,7.2312617,2.3119879,0.2935649,3
172,0.71574044,7.0797443,2.198669,0.9327748,4
173,0.019393383,3.0939744,2.6865327,0.6601637,5
174,0.4647962,2.6451268,5.1198025,0.10105955,6
175,0.016099686,2.1489182,0.6503424,0.5023723,7
176,0.15282688,3.764362,1.1263436,0.21232493,8
177,0.42210427,6.1811256,2.843143,0.3484544,9
178,0.027480552,2.4352183,3.1253636,0.57731205,10
179,0.90556335,3.1718454,2.6972456,0.26602042,11
180,0.37755883,6.5524626,2.178686,0.23962724,12
181,0.7569841,8.943282,2.723239,0.45420083,13
182,0.35049427,4.838854,5.4402285,0.8634779,14
183,0.5083802,9.732755,1.5469921,0.63888913,15
184,0.5316873,2.4946418,0.74420965,0.27509415,16
185,0.31090134,0.5907955,0.73893726,0.7196589,17
186,0.021536052,4.0745883,2.4092417,0.3095948,18
