,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate
32,3.2798984,3.7949448,32,0.6420752,0.7864078,3.9193614,3.0769901,0.21962391,0.2173453
33,1.997959,3.2009325,33,0.6537401,0.92011845,3.0026464,2.6248555,0.74772555,0.8332098
34,3.7834327,3.9318633,34,0.5657238,0.8297943,3.9756455,2.735429,0.08189105,0.044175744
35,0.5570689,0.5781559,35,0.26260743,0.21208864,0.6182314,0.17358685,0.73552173,0.69108504
36,3.9240801,5.484378,36,0.53312886,0.39236838,2.6557562,5.030399,0.5271011,0.6088837
37,2.9901116,4.561412,37,0.4099416,0.29451352,2.1300235,3.907226,0.7897378,0.89321166
38,1.8652494,1.208363,38,0.34423774,0.13373041,2.6571815,4.777417,0.6199249,0.6997971
39,3.8515143,4.7328014,39,0.29888293,0.11740756,1.6825691,1.3674098,0.7850907,0.85369647
40,3.1655538,3.8485773,40,0.5111311,0.46955562,3.6628814,4.1182375,0.1044068,0.08372152
41,3.6886778,2.965931,41,0.5803162,0.8231807,3.9186547,2.8551874,0.097181864,0.050478637
42,4.136894,4.05157,42,0.15888193,0.12966347,1.7980845,0.27470577,0.29684687,0.22603089
43,3.671426,3.2435284,43,0.5890101,0.73826975,3.8839245,1.6401973,0.15135022,0.10763496
44,1.9818045,2.903059,44,0.1644631,0.122823715,3.1524668,4.080734,0.3066596,0.35111517
45,3.1734438,2.9443116,45,0.28667152,0.17621756,2.8983347,4.057993,0.19002065,0.19899368
46,4.8550286,4.6453233,46,0.19692795,0.013826132,2.151295,5.007641,0.3131508,0.2978111
47,0.80382603,0.7719623,47,0.6087706,0.41497958,2.0704956,2.7055664,0.45953643,0.41903394
48,3.6561525,1.6534209,48,0.5870331,0.38177037,3.9790673,2.9862678,0.1185818,0.056922436
49,1.6810778,0.21658587,49,0.7915952,0.85700434,4.3353114,5.683972,0.4336892,0.5536098
50,2.5073042,2.6314752,50,0.73010206,0.6378915,4.1343646,3.6950977,0.32102162,0.2952454
51,2.9763691,5.2717113,51,0.6396149,0.7919325,3.8146288,5.0744696,0.17125726,0.15772045
52,2.690887,1.3196619,52,0.68900204,0.45296973,3.8043187,5.223054,0.63269484,0.654194
53,0.75043184,0.05119908,53,0.45240533,0.5365085,1.1581421,1.4910729,0.70897645,0.89282596
54,3.7306123,3.8487947,54,0.3046934,0.89231426,3.1430516,0.34709573,0.19674353,0.104917705
55,2.4057593,3.0142694,55,0.3130969,0.8396623,1.3195106,0.22614169,0.42452973,0.38725966
56,2.91671,3.3796153,56,0.541743,0.99460745,2.0832405,1.1280009,0.60835296,0.5255224
57,4.0282235,5.5902767,57,0.7448179,0.77121395,4.0946236,4.812799,0.5736287,0.64030486
58,4.313084,5.205724,58,0.60231996,0.88909245,3.3885527,2.3155265,0.42540097,0.42479014
59,1.7653682,3.1731513,59,0.34847248,0.92979693,1.9649545,0.59102476,0.7288731,0.75061697
60,1.2181406,1.2237847,60,0.5199564,0.53892475,1.373561,1.1849606,0.6696789,0.7382922
61,1.5149361,1.2773638,61,0.64585435,0.4661106,3.624022,1.485746,0.10999928,0.053889096
62,1.7856673,1.3818691,62,0.7008507,0.90820384,3.837278,5.2865267,0.25167775,0.29481858
63,4.1277184,3.735175,63,0.30155692,0.4404614,1.5038555,0.51611423,0.5618802,0.5123675
64,4.8384824,5.477103,64,0.532672,0.3593827,3.1660519,5.901992,0.54460484,0.6172688
65,4.744203,5.2777195,65,0.39871308,0.6688233,2.1461425,1.3027471,0.5320162,0.5759276
66,1.1194016,1.6258478,66,0.47004905,0.6060139,1.6775122,1.7862035,0.7707262,0.8607408
67,1.3156655,0.92839766,67,0.4902603,0.52517444,2.6378863,2.5940657,0.5797253,0.56846064
68,3.1712778,0.1357491,68,0.4885202,0.20038795,3.4165065,4.5377903,0.13571481,0.11442101
69,2.0591738,1.5146416,69,0.67672914,0.50163245,4.175749,5.9448156,0.59534264,0.6551937
70,2.6482885,1.2266886,70,0.7992332,0.6054154,4.600847,5.9023876,0.56043667,0.5346985
71,4.3789444,4.6284556,71,0.25182068,0.45079768,1.7435012,0.42209208,0.69651186,0.6659615
72,2.3992941,4.2007947,72,0.6137069,0.9192557,2.7453585,3.2565575,0.80483776,0.9941113
73,1.8170922,2.6512356,73,0.6973086,0.6567932,2.815549,4.7167206,0.8232853,0.9674926
74,2.946766,3.1725025,74,0.2564966,0.5140036,1.4923093,0.49025202,0.7742426,0.87453955
75,3.4079242,3.4572592,75,0.69375473,0.5957783,3.4920974,3.431641,0.73885787,0.7633697
76,3.2619848,0.25294232,76,0.5580194,0.3539068,3.8490586,4.638844,0.07837871,0.02840805
77,3.5024824,4.639325,77,0.5827968,0.9351919,3.9498014,0.4254924,0.13638914,0.08023071
78,4.4328194,4.284328,78,0.39993006,0.25325096,2.6873085,1.3010259,0.61800355,0.5553002
79,1.4519761,1.6400578,79,0.34351873,0.29803574,1.2983387,1.2783011,0.1938409,0.17438132
80,2.5241182,3.4514,80,0.27611566,0.43505037,1.1626421,0.5904654,0.30380812,0.3228789
81,0.94678533,1.0866609,81,0.49138445,0.6228253,0.9899165,0.763675,0.6009114,0.56744546
82,0.9992885,1.6753442,82,0.34280854,0.57996786,1.0020285,0.2431122,0.65265477,0.48331743
83,2.725798,3.6650498,83,0.29941043,0.23272824,1.6288781,1.324542,0.78713596,0.8978788
84,1.6693465,1.5709466,84,0.5844789,0.31320047,2.767313,5.3745346,0.81099486,0.9214705
85,2.9857757,3.3028257,85,0.6182561,0.6032302,3.4092724,2.8563175,0.35127124,0.3194946
86,2.4500985,0.9228083,86,0.22850002,0.07895619,3.080163,5.7434793,0.48058492,0.4262914
87,3.1709757,2.9512253,87,0.6825928,0.8378292,4.187087,4.434518,0.22491792,0.20822841
88,3.5251522,2.8842578,88,0.40930063,0.3313887,3.1639056,4.636086,0.21229608,0.24038309
89,5.0892553,5.6842756,89,0.4577424,0.28571612,2.611128,3.920567,0.60888934,0.65237695
90,2.557358,1.6467215,90,0.46837017,0.2506463,2.2649732,5.12848,0.76366323,0.86200535
91,2.0508227,5.5085945,91,0.73667103,0.9579916,3.4239955,4.603215,0.8071007,0.929905
92,4.9642015,5.7528667,92,0.3609774,0.18002701,2.5965765,5.7607107,0.45913896,0.45719188
93,2.143686,1.258789,93,0.23532113,0.15983748,2.5564194,3.5520778,0.54545933,0.55456865
94,4.282502,3.698423,94,0.5244943,0.29117745,3.7719223,4.701129,0.10858888,0.024350882
95,2.4202125,3.0609612,95,0.5508905,0.9456746,2.0683901,1.5343201,0.7071521,0.7863607
96,4.17055,3.6915755,96,0.41234055,0.19517666,3.254411,4.5115433,0.48048738,0.41412246
97,2.2571135,3.6122456,97,0.64736575,0.62849265,3.6857069,1.347947,0.13858947,0.09029508
98,2.348617,5.8751397,98,0.73456496,0.9189745,4.0515623,4.457077,0.34764087,0.36884546
99,4.9555182,5.486564,99,0.44692707,0.38188505,3.0010889,5.223669,0.4333386,0.4957639
100,2.820942,3.727758,100,0.35658368,0.17088628,1.9470538,3.3503838,0.7594934,0.9742088
101,3.693428,1.1514698,101,0.5866948,0.717933,3.9969885,2.9887276,0.117949694,0.00180161
102,1.248435,0.85137856,102,0.5717524,0.74339265,2.6616354,2.4265075,0.624094,0.67022735
103,2.470153,2.1241558,103,0.25267783,0.1082831,2.1722562,3.6689959,0.6535916,0.7227406
104,1.8513855,1.4545426,104,0.65674525,0.5205876,3.597266,4.5767226,0.22164258,0.24624336
105,4.9137993,4.0692234,105,0.34760627,0.11255461,2.6714525,3.5587506,0.54648876,0.5410763
106,2.2529116,2.653325,106,0.68149614,0.83471626,3.674651,2.8625517,0.6610621,0.6690775
107,4.6739664,5.150011,107,0.49863604,0.43234068,3.0333147,3.9094098,0.6454967,0.70950717
108,1.8013767,3.2056208,108,0.73334706,0.940659,3.901398,5.164879,0.790209,0.89550394
109,3.2455785,2.5559154,109,0.67431074,0.70526797,3.8648784,3.070349,0.61838245,0.51122826
110,2.2393594,0.046438336,110,0.5204923,0.33166748,3.2578628,1.5091195,0.10373835,0.026253998
111,3.707452,5.0458407,111,0.5038411,0.36438352,3.4487145,5.6961703,0.45023,0.47604483
112,2.9991546,4.3789415,112,0.5447722,0.6225618,2.491896,2.3708353,0.71021515,0.7771275
113,3.828229,4.018315,113,0.58808243,0.11175227,3.91982,0.5659518,0.10667242,0.05164087
114,2.0744526,1.2799026,114,0.8175467,0.75866014,4.3516498,4.7462783,0.6257,0.59695286
115,1.4804848,1.0970732,115,0.68202746,0.59896165,3.304435,5.4351177,0.25791356,0.31709224
116,4.7156596,4.0462465,116,0.2759298,0.10984051,1.986149,2.4577067,0.54512817,0.52692574
117,3.909085,3.9228022,117,0.41288805,0.24488688,2.903173,4.9807053,0.6476292,0.7013901
118,3.6140707,4.423836,118,0.5615576,0.67087877,3.1605258,2.8158584,0.562922,0.54138887
119,4.5227294,5.433201,119,0.6119691,0.54852754,3.861973,5.430685,0.5811951,0.6123662
120,2.8666317,3.5894828,120,0.63656044,0.7734407,3.816604,2.089293,0.24140912,0.26305306
121,3.146738,4.1978364,121,0.24266326,0.65083784,1.5195398,0.23750675,0.7229875,0.79800326
122,1.0875763,0.8399266,122,0.69401515,0.6664173,3.3030949,3.1777043,0.33386898,0.3355521
123,1.0566301,0.23009562,123,0.47328088,0.3519405,2.4630785,3.27923,0.81566685,0.8195127
124,2.7377384,1.9744295,124,0.51813006,0.72078156,3.8537645,1.6369926,0.08616408,0.011402786
125,2.8845317,3.8402214,125,0.3740649,0.41478008,1.6519734,2.0001805,0.79704523,0.88676625
126,4.2441826,5.181226,126,0.45090684,0.5451485,2.31502,1.8537143,0.42009977,0.42091912
127,2.976022,3.411036,127,0.54726475,0.6924589,2.5245938,2.1626863,0.59446955,0.66343397
128,1.204117,0.016124725,128,0.7019551,0.8480956,3.2377563,4.358011,0.24310087,0.25733542
129,1.248531,1.2548032,129,0.54660803,0.85767853,2.1680567,1.9898608,0.8045014,0.9707748
130,3.7426753,1.0451825,130,0.6074726,0.6610773,3.9791455,5.0102134,0.11212631,0.05011183
131,3.2873871,4.170849,131,0.2575179,0.16265142,1.773433,0.9562851,0.68460816,0.6654235
132,3.4895089,3.1596444,132,0.6042562,0.91276205,3.830314,3.3971086,0.1140424,0.0890739
133,1.5079229,0.63589275,133,0.75281644,0.50665957,4.207267,4.735728,0.5585967,0.5054036
134,2.1575377,0.6937287,134,0.5289898,0.4255048,3.9738193,5.0369143,0.43400773,0.43724442
135,3.6165674,5.465508,135,0.6543986,0.91510206,4.040808,3.8797746,0.6928217,0.7287935
136,2.6476877,2.436121,136,0.77703977,0.8023872,4.453444,4.981737,0.6051017,0.63063306
137,1.250362,0.53630054,137,0.78516895,0.80606693,3.7843769,5.9325414,0.8319935,0.95470166
138,3.7518234,4.748458,138,0.67063206,0.57257646,4.0255227,4.8725843,0.33804828,0.35428816
139,1.6192082,0.008468986,139,0.39712653,0.2792033,3.19649,4.0792685,0.42737404,0.44227433
140,2.960849,4.562166,140,0.7757793,0.9455311,4.3435183,3.2670987,0.5088829,0.5122846
141,3.75048,3.1311727,141,0.53571963,0.48161113,3.5982552,4.3540406,0.38812757,0.4007771
142,2.167475,4.3931,142,0.7129799,0.91448796,3.6858068,3.0423818,0.3367724,0.35574841
143,4.4205256,4.656389,143,0.41459888,0.875104,2.5138032,0.690264,0.36583197,0.35963964
144,3.9371476,5.063418,144,0.34037155,0.4952079,1.7122478,1.5982175,0.80116314,0.96676695
145,3.8307748,5.59275,145,0.5487532,0.8751857,3.4465086,0.7693913,0.21427217,0.18357593
146,1.9484891,2.5618415,146,0.67189234,0.66186076,3.6101177,2.796574,0.2732915,0.28365397
147,4.8312616,4.1354165,147,0.34491032,0.16130233,2.6281211,4.4594293,0.47968617,0.46429378
148,3.3226137,3.3450644,148,0.5841766,0.19493401,2.4123583,5.2247405,0.80760634,0.90390503
149,2.0410132,2.0193033,149,0.47414055,0.7735466,2.4071236,1.360307,0.2707871,0.24396211
150,4.422262,5.9571743,150,0.19785035,0.028278291,1.8437165,1.8144611,0.3049741,0.30315238
151,1.2371498,3.0917966,151,0.7420042,0.74526846,3.1652637,4.283102,0.83566856,0.9524854
152,3.2243567,2.20719,152,0.5290381,0.37993425,3.1437216,4.9605603,0.50576156,0.543652
153,4.0125394,5.7383204,153,0.6018966,0.8321141,3.6391034,3.4152346,0.35320368,0.36160845
154,3.5047095,3.620913,154,0.6347787,0.7895194,4.111673,2.8915834,0.09863701,0.042055905
155,2.2622166,1.8903869,155,0.5434235,0.83203626,3.3458254,2.0416088,0.67857534,0.62537634
156,2.4170446,2.3113225,156,0.63183904,0.8223157,2.7435505,2.076106,0.6414117,0.6819475
157,2.9943123,2.01671,157,0.7508735,0.8593462,4.481854,3.6422443,0.6221903,0.6079574
158,3.3784504,4.5790687,158,0.59041625,0.68291163,3.1433873,2.9662838,0.7346045,0.7796643
159,4.467567,5.0793147,159,0.17693101,0.20314986,1.7356279,0.09871352,0.36228222,0.3204108
160,2.1796775,4.263009,160,0.6778082,0.8724383,2.964709,3.6806111,0.8047018,0.94873065
161,0.94285005,0.9937134,161,0.6765939,0.7990904,2.8159726,2.6361346,0.8077976,0.9190451
162,1.2299908,0.9444634,162,0.78103864,0.66311556,3.815419,4.5119977,0.4954145,0.49074268
163,4.4309325,4.9019556,163,0.40982464,0.24271935,3.0569077,5.3249063,0.6069884,0.6267736
164,3.688044,3.2091856,164,0.64447725,0.6207703,4.150087,1.5517724,0.19025904,0.15476394
165,4.095976,4.5105596,165,0.6497283,0.6181573,3.525363,2.9300547,0.34854522,0.3169545
166,3.1075013,1.7337316,166,0.63294286,0.3035987,3.7812657,4.6239605,0.22395797,0.23062819
167,3.352587,1.6600181,167,0.5934078,0.74847096,3.881995,5.4418664,0.20888431,0.2126404
168,1.4026963,0.7424977,168,0.7246387,0.47315586,3.413902,5.650345,0.8267855,0.9589452
169,1.5867075,1.4079802,169,0.20436625,0.23292106,1.4166607,0.95886505,0.300621,0.24780673
170,3.1945698,2.7901006,170,0.6441062,0.79598355,4.173084,3.0431085,0.12641524,0.09182912
171,3.7822487,5.9916983,171,0.7385927,0.9832937,4.4114933,3.518898,0.3062085,0.32572114
172,3.8662183,4.3853545,172,0.5730011,0.64851344,3.998415,4.6802907,0.102949284,0.079447806
173,3.6597757,4.412401,173,0.69860464,0.78912365,4.03107,3.4427948,0.6415496,0.7103156
174,4.307508,4.295674,174,0.3276089,0.24428469,1.857126,3.2944536,0.745494,0.7734841
175,1.0512981,1.0684079,175,0.27089068,0.2973299,1.044383,0.4757663,0.69714516,0.63112396
176,4.1152287,4.4401565,176,0.36620015,0.31840026,2.7562008,2.5645204,0.6129049,0.5468259
177,4.8078156,5.247822,177,0.26529846,0.20551813,1.6322086,0.103306174,0.62029725,0.49663264
178,4.2882986,5.0385113,178,0.37954664,0.29980034,2.049938,1.894504,0.7219985,0.831796
179,2.966556,3.2420287,179,0.22574548,0.051573336,1.463522,1.5522501,0.76513577,0.9280833
180,3.5109646,3.9868317,180,0.5856797,0.20133507,3.9387574,2.8916037,0.11483718,0.12090409
181,1.2731237,2.1797962,181,0.28483176,0.095649004,1.3866186,1.3355588,0.73407197,0.811834
182,4.202031,3.4025202,182,0.41816726,0.2314573,3.180044,4.208308,0.094304755,0.023409724
183,1.157656,0.978443,183,0.26993975,0.054620683,1.8613168,2.3943536,0.6587592,0.6387347
184,1.2668487,0.93188775,184,0.7971828,0.88566,4.065856,4.5044684,0.76567155,0.83470374
185,2.4838877,1.6781173,185,0.19536404,0.059637725,1.8082858,2.7088902,0.5490111,0.4987936
186,3.2435503,3.4999347,186,0.29511234,0.12890089,2.3964622,5.545879,0.47740763,0.56533754
187,2.774895,2.9496574,187,0.5718647,0.83774585,2.471301,2.5811963,0.8363919,0.9492767
