,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred cached weight,true cached weight,inferred cached rate,true cached rate
0,1.2922677,1.0315824,0,0.6050422,0.5999906,0.8485409,0.0,0.74813616,0.0
1,1.2162721,3.361435,1,0.28031227,0.4675944,0.8803747,0.0,0.35769,0.0
2,0.9778757,1.0619648,2,0.5407984,0.42558616,0.6536058,0.0,0.6624337,0.0
3,4.9919777,4.7932186,3,0.022263963,0.04719335,0.95736647,0.0,0.15905777,0.0
4,3.7949662,3.8849723,4,0.71336,0.9012376,1.1118432,0.0,0.21848589,0.0
5,2.4887412,3.6947489,5,0.6123114,0.8436448,0.9424971,0.0,0.59537584,0.0
6,0.8501842,1.1776955,6,0.45779827,0.79905415,0.8039887,0.0,0.66162807,0.0
7,1.8671325,2.2187886,7,0.15599611,0.409019,0.99181014,0.0,0.73238635,0.0
8,3.213978,3.446734,8,0.21085992,0.35485184,0.8728618,0.0,0.7117787,0.0
9,1.298296,3.0455356,9,0.5503008,0.7213661,0.8103951,0.0,0.7411046,0.0
10,2.6086197,3.6445472,10,0.442236,0.5136449,0.7939606,0.0,0.65628225,0.0
11,4.2812266,5.024069,11,0.011700355,0.029635191,1.0810668,0.0,0.18496984,0.0
12,0.91443104,2.0084538,12,0.3462878,0.4943782,0.7835066,0.0,0.80272436,0.0
13,1.9955592,2.2274766,13,0.18237677,0.37790453,0.8310662,0.0,0.7580548,0.0
14,3.2076952,4.5536947,14,0.6042755,0.8235665,0.8161567,0.0,0.72234434,0.0
15,3.068498,3.0289059,15,0.69096166,0.85521126,0.845975,0.0,0.42843732,0.0
16,3.0708823,3.9488695,16,0.175203,0.35910785,0.8199684,0.0,0.7378359,0.0
17,2.192023,2.057358,17,0.31369433,0.45691818,0.8233957,0.0,0.40983954,0.0
18,3.8586836,5.427015,18,0.28784394,0.48375356,0.88898414,0.0,0.7421035,0.0
19,1.6420699,2.8750656,19,0.6292721,0.8527636,0.8291261,0.0,0.74585885,0.0
20,4.227413,5.4510036,20,0.55317324,0.63935965,0.84340215,0.0,0.72197545,0.0
21,1.707416,3.0504975,21,0.23368503,0.20624226,0.78621936,0.0,0.7653586,0.0
22,1.1425096,1.64515,22,0.5028036,0.53502923,0.674761,0.0,0.6460517,0.0
23,2.431102,2.890478,23,0.10136958,0.1531108,0.8595305,0.0,0.70002675,0.0
