,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior lr,true prior lr,inferred prior weight,true prior weight
16,1.2227149,2.5347733,16,0.27416578,0.91605896,1.0120966,0.15157664,0.7614449,0.8362201,0.24252868,0.0,0.82545936,0.0
17,3.3721879,4.3658547,17,0.26388785,0.9203762,1.7096373,0.20489466,0.7856232,0.8085205,0.16949515,0.0,0.73484707,0.0
18,1.4436313,1.9936255,18,0.37972942,0.59204566,2.23571,1.3592749,0.3560766,0.31823868,0.21402723,0.0,0.86845124,0.0
19,2.5768766,2.559463,19,0.41941002,0.82122684,1.8633049,1.1849874,0.6300009,0.5387532,0.22916469,0.0,0.85818803,0.0
20,3.6650548,2.8629246,20,0.3775161,0.8244626,2.4379015,1.9407824,0.078892484,0.0732007,0.2232459,0.0,1.8234425,0.0
21,1.6192315,0.4371686,21,0.8055721,0.5386366,4.4067383,4.4687414,0.50636274,0.38687634,0.132947,0.0,0.8373621,0.0
22,4.5958953,5.8492694,22,0.49580157,0.6243448,3.555881,3.6319094,0.3875029,0.4163682,0.26846868,0.0,0.62107277,0.0
23,3.2453785,4.280005,23,0.2384314,0.010388911,1.3183191,5.99323,0.8385231,0.9169599,0.16906546,0.0,0.78000903,0.0
24,3.3053885,4.840439,24,0.4446721,0.49369222,3.0741923,4.926967,0.0552644,0.02225107,0.20205715,0.0,1.4760122,0.0
25,2.3831522,1.2438945,25,0.5446436,0.9766508,3.5615072,1.7323415,0.065791756,0.0020667315,0.2759773,0.0,2.5974197,0.0
26,1.8204243,1.0910107,26,0.77849096,0.8988289,3.897159,5.2871075,0.76540464,0.8293734,0.18451317,0.0,0.6179497,0.0
27,2.8757577,2.391736,27,0.3724505,0.82004946,1.7281799,1.6415913,0.80713385,0.8058108,0.19799459,0.0,0.763943,0.0
28,3.4317555,1.0309149,28,0.40936053,0.72605634,3.0503492,2.5804453,0.048135966,0.040826082,0.24217786,0.0,2.6124678,0.0
29,5.078673,5.79276,29,0.25477546,0.18627244,1.6278368,0.8486531,0.7491066,0.6539774,0.24502972,0.0,0.76476175,0.0
30,3.220726,1.5554674,30,0.4606203,0.8625047,3.0367572,2.2986882,0.07335867,0.011787415,0.19915192,0.0,1.7326721,0.0
31,4.3074346,5.090012,31,0.46282697,0.74156576,2.6091197,1.3611424,0.2928499,0.23535627,0.25040504,0.0,1.1268595,0.0
32,3.8307383,4.108463,32,0.31591347,0.33267963,2.129266,3.2205627,0.68854433,0.7155624,0.18970187,0.0,0.68661684,0.0
33,0.5649565,0.47736633,33,0.2857425,0.7966863,0.7416811,0.077825546,0.78127366,0.852773,0.16779491,0.0,0.8434088,0.0
34,3.1748042,2.7348933,34,0.48188636,0.2263146,2.7415788,5.225085,0.20529824,0.18721712,0.20251389,0.0,1.8706458,0.0
35,3.0240366,4.872447,35,0.57152635,0.6053994,3.6153967,3.8758717,0.21694987,0.2675985,0.21400332,0.0,0.9863074,0.0
36,4.4782834,5.917505,36,0.24290821,0.91442174,1.437051,0.3388914,0.79685134,0.8047761,0.17967606,0.0,0.8566178,0.0
37,3.2456875,1.9596838,37,0.37603268,0.37534386,2.741846,4.467062,0.26685554,0.24572957,0.1533623,0.0,1.9018028,0.0
38,2.4349453,2.4282517,38,0.2638583,0.49552536,1.8391457,1.2177579,0.38705564,0.32453537,0.32567614,0.0,0.942304,0.0
39,3.6238725,5.957261,39,0.51726294,0.6241671,2.5967438,3.8077416,0.82844937,0.97199273,0.17774121,0.0,0.7897451,0.0
40,3.787079,5.5915008,40,0.59150624,0.66858816,3.5507238,4.079941,0.66020644,0.6424463,0.4494766,0.0,0.64560646,0.0
41,4.285188,4.0264506,41,0.15292573,0.025030196,1.3371458,4.5405874,0.27226415,0.25737673,0.15290435,0.0,0.8668186,0.0
42,3.5043023,3.7131786,42,0.22581038,0.09282607,1.7768106,1.7163724,0.7702236,0.71180296,0.21074335,0.0,0.826768,0.0
43,3.6543028,5.375065,43,0.26613283,0.5957102,1.0790384,0.1300596,0.85321057,0.99545926,0.16811794,0.0,0.747494,0.0
44,0.53843737,1.0808558,44,0.20270129,0.3880434,0.62718165,0.1084764,0.7434115,0.6730787,0.16265705,0.0,0.8376729,0.0
45,1.9330369,2.2225418,45,0.15849651,0.154688,1.3975986,2.7725415,0.15698172,0.17361951,0.19207305,0.0,1.2768563,0.0
46,0.7988958,1.498008,46,0.21212511,0.23457134,0.72287893,0.31379986,0.7333471,0.7957756,0.17955841,0.0,0.8927573,0.0
47,3.2168915,3.3450058,47,0.48929265,0.3142848,2.5114596,4.1707654,0.7172466,0.7539986,0.28464252,0.0,0.6666724,0.0
48,5.060467,5.771833,48,0.42469212,0.5237193,2.332383,3.2248383,0.725159,0.6997286,0.15822937,0.0,0.83557296,0.0
49,3.2365263,3.6953766,49,0.4672505,0.46860427,3.0733342,4.0751996,0.1289334,0.15600497,0.21058674,0.0,1.3286601,0.0
50,3.316083,4.4482737,50,0.45562184,0.68332666,3.0343084,5.323254,0.05492783,0.02938795,0.24110611,0.0,2.521753,0.0
51,2.1262949,1.9634378,51,0.55650425,0.39405048,2.7913256,5.734345,0.1515413,0.1629945,0.17226762,0.0,1.1756543,0.0
52,3.5232048,5.0312986,52,0.48502493,0.41452026,2.077106,4.0686316,0.82287705,0.9605494,0.18485126,0.0,0.8679996,0.0
53,2.181904,1.0678536,53,0.58632874,0.9138335,3.0099854,5.4363003,0.22831957,0.1745466,0.15690209,0.0,1.6845268,0.0
54,0.5552556,0.8484081,54,0.27500793,0.08748317,0.69891626,0.9712465,0.71720845,0.98307073,0.2021959,0.0,0.7791119,0.0
55,2.1763554,2.040123,55,0.5617248,0.51568305,2.5363326,4.0533433,0.8369028,0.90002745,0.21102329,0.0,0.7360467,0.0
56,2.5309122,4.913199,56,0.5202354,0.9423539,3.205562,5.621089,0.16168723,0.15990657,0.22041477,0.0,1.9024627,0.0
57,1.5315063,1.0929126,57,0.73632497,0.93771464,3.815782,4.44726,0.796308,0.82823247,0.1552636,0.0,0.7657002,0.0
58,1.6742276,1.4224437,58,0.60141826,0.6951751,2.6231163,2.4159586,0.4996392,0.4202264,0.1780874,0.0,0.8170634,0.0
59,4.238532,5.8710375,59,0.23846993,0.8780894,1.1855229,0.07203627,0.42000356,0.36021793,0.18610774,0.0,0.7560187,0.0
60,3.9555683,3.0237844,60,0.22624317,0.525988,1.7673084,0.5756804,0.65903527,0.5250052,0.18021393,0.0,0.75585926,0.0
61,1.5322806,1.4340044,61,0.60219973,0.7435466,2.9432514,2.5845385,0.40321705,0.32844543,0.17050497,0.0,0.9898444,0.0
62,2.8216453,4.2598267,62,0.50154275,0.9232672,3.4123878,3.220964,0.059217256,0.0006246567,0.26458156,0.0,2.2228022,0.0
63,1.5324433,1.3966455,63,0.15146878,0.043703496,2.404416,5.830471,0.41988286,0.37723064,0.16788001,0.0,0.7626491,0.0
64,2.3598313,1.0808333,64,0.6777596,0.797804,4.0300536,3.8923538,0.40362573,0.3289979,0.45251393,0.0,1.4851451,0.0
65,3.0971591,5.697135,65,0.5162101,0.8185301,3.2371802,1.070063,0.18271582,0.12830776,0.18347602,0.0,1.6204538,0.0
66,4.9241395,4.610469,66,0.38514206,0.28377938,2.2913508,4.998168,0.66079,0.6065745,0.2114537,0.0,1.1926745,0.0
67,1.3698878,1.6103654,67,0.77225405,0.9530831,3.5928197,3.4938421,0.7776805,0.762629,0.21165973,0.0,0.66915226,0.0
68,3.1009498,3.525598,68,0.52829015,0.7062224,3.4992182,4.8490148,0.16802454,0.15089631,0.18957259,0.0,1.543336,0.0
69,3.968526,4.8686447,69,0.5570272,0.9753047,3.6022506,2.3956742,0.6150799,0.6176405,0.18473534,0.0,0.6879627,0.0
70,3.0230715,4.413788,70,0.22541872,0.03951955,1.2114636,2.550403,0.8248417,0.9795723,0.1738518,0.0,0.76776403,0.0
71,0.5341049,0.1251086,71,0.60798794,0.6089704,0.8729814,1.004577,0.116405606,0.06049663,0.12903069,0.0,1.2656922,0.0
72,1.3935938,0.41170406,72,0.5916545,0.5862025,2.467835,2.2476761,0.20593904,0.16769397,0.17710763,0.0,1.2105962,0.0
73,3.1020224,2.0460413,73,0.20443495,0.00025969744,1.5488435,3.284997,0.73919165,0.67377925,0.18451446,0.0,0.76926035,0.0
74,3.8773916,3.4198346,74,0.24960893,0.04883045,1.4457121,5.98345,0.8062741,0.91928875,0.17925946,0.0,0.72492737,0.0
75,1.153325,1.0556023,75,0.25883374,0.31203645,1.2426558,0.9432528,0.48515877,0.3393405,0.18460901,0.0,0.9620088,0.0
76,0.38427666,0.013144612,76,0.28938526,0.030055285,0.47041333,1.0121909,0.5546169,0.117678225,0.15104696,0.0,1.0252217,0.0
77,3.2551675,5.108567,77,0.3642649,0.32452554,3.3628962,4.3642435,0.24314088,0.24004453,0.25909114,0.0,0.7918959,0.0
78,1.9701608,1.2711296,78,0.43243787,0.41573358,3.4655275,4.936001,0.6372825,0.6147016,0.16654389,0.0,0.9705332,0.0
79,3.164788,0.99474585,79,0.4532453,0.33183116,2.941015,3.8051014,0.10479336,0.041351378,0.2066986,0.0,1.6587408,0.0
80,1.84622,1.5475885,80,0.25712317,0.2747692,2.3258052,3.4611654,0.72236717,0.74463046,0.19794846,0.0,0.6953987,0.0
81,0.6630897,0.76953614,81,0.53333837,0.74465126,0.69718176,0.24017644,0.098311745,0.040156424,0.15487888,0.0,2.1207962,0.0
82,4.5100303,5.2885423,82,0.26999852,0.8111444,1.8844539,0.21989858,0.3749892,0.31632954,0.30379385,0.0,0.73653686,0.0
83,1.7879404,1.5180695,83,0.5443705,0.80030495,2.7300782,1.4643084,0.26311696,0.18691099,0.16980569,0.0,0.819879,0.0
84,3.024453,3.329896,84,0.25549805,0.514541,0.94941324,0.37520492,0.8421614,0.9493733,0.18042904,0.0,0.7417674,0.0
85,3.4776535,2.969152,85,0.23099113,0.23920089,1.3553821,1.1972644,0.7780964,0.73652565,0.22181654,0.0,0.7403596,0.0
86,2.5224,2.948282,86,0.29127958,0.27531058,1.8959124,2.059317,0.72107625,0.8960789,0.27026898,0.0,0.643376,0.0
87,3.2602262,2.925315,87,0.13491553,0.06465393,1.115381,1.9867988,0.10700495,0.1091066,0.16069022,0.0,1.0189159,0.0
88,0.40070575,0.048130274,88,0.24204053,0.19612849,0.55236953,0.4595089,0.7038787,0.9854486,0.19033104,0.0,0.7761571,0.0
89,2.6023858,4.054393,89,0.41703337,0.4939347,1.8427371,2.2422204,0.8587566,0.918053,0.2103443,0.0,0.74307764,0.0
90,2.0410285,2.2018125,90,0.7244361,0.5709726,3.3710155,3.8827724,0.63457924,0.63906646,0.12659617,0.0,0.72487193,0.0
91,1.4373288,0.9454229,91,0.69828993,0.64409494,3.5759063,4.152246,0.7956301,0.7579804,0.19766931,0.0,0.79473,0.0
92,2.1366339,0.09815776,92,0.431915,0.33136934,3.6879716,5.589729,0.4692959,0.47266728,0.26177704,0.0,0.7438234,0.0
93,2.8417065,1.8418307,93,0.7314514,0.88055533,3.9867363,3.2583926,0.6698923,0.6421023,0.19583036,0.0,0.5386955,0.0
94,2.3247032,2.9713755,94,0.19755514,0.0076826215,1.5060877,4.490258,0.7366918,0.82910943,0.1867902,0.0,0.7591865,0.0
95,2.2534757,3.0372927,95,0.7362941,0.9976496,3.7242086,3.3304777,0.721211,0.74498683,0.18149179,0.0,0.6081194,0.0
96,2.3252163,2.8179038,96,0.28668958,0.29198444,1.5475776,2.113616,0.811023,0.9457319,0.22082435,0.0,0.731423,0.0
97,3.7699208,5.7527084,97,0.34199104,0.54107106,1.2838532,0.9035132,0.8354004,0.9886449,0.17474335,0.0,0.77573216,0.0
98,3.0600266,4.7394004,98,0.23277934,0.10522592,2.0199742,3.1379778,0.4658739,0.43612844,0.34446353,0.0,0.6552132,0.0
99,2.6621904,3.5128417,99,0.35885215,0.5706304,1.5824927,1.381112,0.82716966,0.8812343,0.17874655,0.0,0.74997187,0.0
100,3.1245565,2.961801,100,0.23891813,0.2689621,1.3889333,0.9991404,0.791897,0.75654346,0.14003417,0.0,0.908406,0.0
101,4.6839385,5.9709916,101,0.46566018,0.6664353,2.7068133,1.8968006,0.5300071,0.48148,0.27140698,0.0,0.72570455,0.0
102,4.6920867,5.5969477,102,0.18848859,0.21703345,1.4937385,0.22640026,0.40879056,0.3213693,0.1577225,0.0,0.8928428,0.0
103,0.8101138,0.96140313,103,0.57880884,0.6479338,2.2149951,2.4186525,0.66949075,0.638379,0.25023502,0.0,0.6376692,0.0
104,3.6592095,3.920432,104,0.6253604,0.6474826,3.0194256,3.1057806,0.7931463,0.859021,0.17179812,0.0,0.71632105,0.0
105,4.4597445,3.515994,105,0.36406592,0.39918482,2.4948535,1.938284,0.6515593,0.6123791,0.23463146,0.0,0.67339087,0.0
106,4.4445453,4.7319283,106,0.31153017,0.19733387,2.1445825,5.9994545,0.6992273,0.6935087,0.20379691,0.0,0.75276846,0.0
107,4.559289,4.2783628,107,0.2180338,0.3761413,2.004866,0.49215817,0.6037383,0.43811816,0.20673403,0.0,0.7912546,0.0
108,1.7165068,2.3350272,108,0.75624824,0.9734122,3.9843032,3.084899,0.40691292,0.39241368,0.31927893,0.0,0.9196319,0.0
109,0.6813046,1.2361089,109,0.24576654,0.07689208,0.717417,0.10935509,0.72423965,0.65697545,0.19099209,0.0,0.7771216,0.0
110,2.178609,1.5296541,110,0.70725894,0.68886966,3.737738,3.4268913,0.7133564,0.5940036,0.13239166,0.0,0.91485363,0.0
111,3.111621,4.1806574,111,0.47837323,0.9918337,3.3467338,5.551697,0.10681796,0.115466535,0.1376641,0.0,1.7301025,0.0
112,1.951539,1.2616539,112,0.20935658,0.5303556,1.9769586,0.470639,0.06405514,0.012192905,0.21809562,0.0,1.4395263,0.0
113,1.2043767,0.21200967,113,0.23882364,0.24919438,2.784455,3.2543197,0.5216647,0.42194188,0.27415827,0.0,0.7222472,0.0
114,3.2148106,3.8993347,114,0.42586732,0.91215956,1.9479035,0.9982785,0.74828964,0.66322124,0.23932357,0.0,0.70261085,0.0
115,1.809196,1.6435575,115,0.19779627,0.14346516,1.5809821,2.5055308,0.6534922,0.5210876,0.19293109,0.0,0.85670865,0.0
116,5.009049,5.6717153,116,0.2954259,0.9694044,2.187056,0.9347638,0.64452493,0.6310277,0.24424015,0.0,0.73883045,0.0
117,1.3631457,1.3346125,117,0.240275,0.61909115,0.9853318,0.39790714,0.73874944,0.89599717,0.19084603,0.0,0.76945937,0.0
118,3.4719691,5.055566,118,0.36417663,0.38433093,1.9349099,2.544201,0.7429296,0.7730125,0.25139144,0.0,0.88890404,0.0
119,2.4747903,0.9455817,119,0.69175756,0.47992086,3.801751,4.6268373,0.511471,0.42108113,0.2539833,0.0,0.6583028,0.0
120,4.755257,5.136588,120,0.2869599,0.4497009,1.9883484,3.0854244,0.77635074,0.83817357,0.2183029,0.0,0.72372395,0.0
121,4.9798164,5.927283,121,0.2550153,0.1580401,1.696077,1.5550443,0.7810824,0.72735816,0.21824102,0.0,0.7513473,0.0
122,3.8123658,5.3374767,122,0.6759747,0.94080395,3.7513227,3.9850707,0.72864354,0.7421956,0.18257374,0.0,0.66834533,0.0
123,3.84774,3.4569376,123,0.6534679,0.7052162,3.9553745,2.3693826,0.5902153,0.4841296,0.21819137,0.0,0.94554114,0.0
124,1.7977252,3.352931,124,0.5680153,0.35567838,2.684007,5.0148106,0.8321379,0.90154624,0.20722419,0.0,0.6579058,0.0
125,4.7319865,5.5640354,125,0.38374677,0.62370497,1.7869836,2.57755,0.817109,0.91497976,0.25271955,0.0,0.67920166,0.0
126,1.701164,1.3888936,126,0.28092438,0.23333228,1.4503769,1.3911438,0.6507411,0.63437194,0.17902546,0.0,0.8359523,0.0
127,1.0699607,0.24689162,127,0.6116171,0.903852,1.9950054,3.5754685,0.19882858,0.2453807,0.15135176,0.0,0.6981335,0.0
128,4.8423643,4.1116366,128,0.24181989,0.10990727,1.7784741,2.769627,0.591641,0.5032184,0.19544815,0.0,0.7623285,0.0
129,2.9791524,1.8202465,129,0.61652,0.6163204,3.2920563,5.043415,0.32993695,0.33946604,0.16235138,0.0,0.9649646,0.0
130,2.959652,2.7833357,130,0.65880895,0.9349971,4.289734,5.322364,0.4157808,0.39404124,0.17933436,0.0,1.1205586,0.0
131,1.0427357,0.99416614,131,0.22217932,0.22711414,0.81798035,0.35073638,0.57187915,0.25041032,0.14688222,0.0,1.0146859,0.0
132,1.8449111,3.8815699,132,0.7332413,0.69959927,3.3766587,5.3207912,0.7907799,0.83384395,0.28018597,0.0,0.68742687,0.0
133,3.1032846,2.6289704,133,0.43520978,0.21563637,2.1079879,5.0534406,0.6937876,0.69578516,0.23095605,0.0,0.82738465,0.0
134,3.2028103,2.1922445,134,0.55405325,0.37245524,3.6271698,3.2641082,0.19347227,0.1273207,0.1761995,0.0,1.4768459,0.0
135,2.0432482,5.250342,135,0.6625308,0.5813112,3.1759312,5.9819994,0.79070824,0.8902199,0.25245124,0.0,0.68968177,0.0
136,3.1068242,3.3573213,136,0.62357676,0.77993995,3.860236,4.9723887,0.49470785,0.51181656,0.29138651,0.0,0.90352273,0.0
137,5.0038776,5.1100006,137,0.34646305,0.40282708,2.1316087,2.4436908,0.5859702,0.60721165,0.40998447,0.0,0.79604137,0.0
138,3.243766,1.9281725,138,0.45376027,0.5450004,3.0077722,0.19563425,0.066838026,0.01424861,0.2224824,0.0,2.1248071,0.0
139,3.1502962,3.2957819,139,0.2510823,0.22026187,1.7341311,3.3433206,0.6800106,0.66577864,0.16444187,0.0,0.9866543,0.0
140,0.73692113,0.29004443,140,0.1029171,0.00091427565,1.2990577,5.151691,0.14141248,0.0022507906,0.053959586,0.0,2.6963549,0.0
141,4.608626,4.774806,141,0.3012368,0.43106383,2.564314,1.7716713,0.3846938,0.34559077,0.2508127,0.0,0.87339234,0.0
142,4.940793,5.453887,142,0.47009933,0.8724711,2.8521423,1.3096207,0.64546496,0.63020563,0.4564942,0.0,0.67630213,0.0
143,3.0034082,1.9355353,143,0.68598413,0.711854,3.958846,4.8413086,0.6348645,0.6271173,0.25758865,0.0,0.65460837,0.0
144,0.45344582,0.7699778,144,0.22646151,0.44495976,0.5191731,0.004169941,0.72893447,0.63732433,0.16196314,0.0,0.8480806,0.0
145,2.474212,3.5859795,145,0.62273425,0.6680292,2.8547783,4.009691,0.83343077,0.907301,0.21095017,0.0,0.7101875,0.0
146,3.2246516,0.042018414,146,0.49518207,0.21909326,3.1875699,3.9682388,0.13069801,0.14422768,0.20313828,0.0,1.5841365,0.0
147,0.72121906,0.06437516,147,0.35675234,0.6230256,0.81021804,0.8437629,0.77760386,0.71106285,0.21093106,0.0,0.729259,0.0
148,2.0454595,2.401731,148,0.477873,0.92276907,3.2748203,2.6284654,0.36235327,0.34074235,0.1773714,0.0,1.7180192,0.0
149,1.2618195,2.1221128,149,0.72218484,0.7929509,3.4887269,3.9223542,0.8601775,0.9492097,0.1754273,0.0,0.7748274,0.0
150,2.3240054,3.9104211,150,0.777892,0.89609027,4.167228,3.8849266,0.76075864,0.6844375,0.15956055,0.0,0.65900254,0.0
151,0.45637572,0.80330265,151,0.22481324,0.89217585,0.69036305,0.066503406,0.7640713,0.8884138,0.23098655,0.0,0.7564712,0.0
152,2.7752461,2.9525635,152,0.27287772,0.33526576,1.85105,0.68842685,0.6325786,0.47658432,0.18774505,0.0,0.79816747,0.0
153,4.420168,5.1033263,153,0.31375355,0.26324898,2.4350903,1.9490701,0.2674853,0.21268332,0.27184814,0.0,1.1061128,0.0
154,3.0480282,5.950019,154,0.65241224,0.8995125,3.5338717,3.5856004,0.76529706,0.8560902,0.17339714,0.0,0.6836687,0.0
155,3.346699,4.2750907,155,0.3221179,0.67795366,1.2563318,0.7864094,0.823841,0.881172,0.20939878,0.0,0.7439348,0.0
156,5.1656632,4.8873243,156,0.28447413,0.5083511,1.6034564,1.0612632,0.715642,0.6245369,0.25576523,0.0,0.7522251,0.0
157,2.4787927,4.335284,157,0.6513292,0.7432812,3.688978,3.550755,0.7007214,0.7173759,0.21280871,0.0,0.63871133,0.0
158,2.8402467,2.2248094,158,0.3868933,0.28810537,2.1208713,5.3980227,0.7597108,0.83340687,0.36906028,0.0,0.7655123,0.0
159,3.7759151,3.8678863,159,0.44206604,0.37868977,2.9604585,2.2538488,0.1643687,0.15436947,0.21876602,0.0,1.2481238,0.0
160,3.714828,4.849387,160,0.24146682,0.26350343,1.4038434,0.7533889,0.8441134,0.9495358,0.18670115,0.0,0.6979967,0.0
161,3.9176412,4.800515,161,0.4028739,0.6592868,1.8532163,2.6893923,0.8406357,0.95985395,0.19199783,0.0,0.7044019,0.0
162,3.2401025,2.1312454,162,0.6177984,0.9228742,3.8352644,5.2639723,0.25691876,0.269917,0.19442569,0.0,0.9307617,0.0
163,4.3630824,5.7806916,163,0.49002594,0.57827,2.874273,4.491196,0.46730536,0.53431755,0.43593737,0.0,1.0434004,0.0
164,2.5564346,3.043376,164,0.42527953,0.27430272,2.0157037,4.4656286,0.7873634,0.8726493,0.21970993,0.0,0.7544741,0.0
165,1.3448987,3.018114,165,0.74071926,0.8516028,3.8635728,4.9366484,0.80037254,0.84178644,0.20603727,0.0,0.7263596,0.0
166,3.3251126,4.2405972,166,0.36264202,0.53414005,2.751537,3.2435508,0.21976285,0.23618299,0.16611822,0.0,0.79763424,0.0
167,2.684924,1.9355797,167,0.5421035,0.37010723,3.314618,4.4156175,0.18661682,0.15374935,0.19918801,0.0,1.7987789,0.0
168,3.2997484,5.695443,168,0.4603999,0.8840939,3.0159395,3.5428786,0.08294983,0.10064125,0.18000431,0.0,1.8099484,0.0
169,4.2940865,5.473241,169,0.47527298,0.9029439,3.217856,2.937747,0.64076394,0.71589494,0.25756142,0.0,0.6125895,0.0
170,2.5294688,0.01973319,170,0.558026,0.32422864,3.613014,5.204999,0.08175701,0.094457805,0.29584175,0.0,2.1223745,0.0
171,4.845324,5.1265564,171,0.36610195,0.94144535,2.3356016,1.2907555,0.5249469,0.5037569,0.36437818,0.0,0.83801585,0.0
172,4.339652,4.006271,172,0.421143,0.9920149,2.0216384,1.423512,0.74657595,0.70629,0.48698255,0.0,0.8902968,0.0
173,0.95269275,1.1811179,173,0.2597971,0.85719866,0.91274285,0.4896741,0.6416534,0.50505084,0.18357337,0.0,0.8251415,0.0
174,2.5111656,3.3902414,174,0.3068192,0.16517884,1.4750075,0.3860196,0.7905682,0.8779442,0.22506344,0.0,0.71929324,0.0
175,4.9143877,5.383593,175,0.27452847,0.15422356,1.5198933,3.9242957,0.80621135,0.92729414,0.1811241,0.0,0.7094817,0.0
176,1.451242,1.48393,176,0.45107073,0.29634422,2.3904283,4.982047,0.79908764,0.94638073,0.1781822,0.0,0.7277085,0.0
177,2.3274632,1.3725979,177,0.7638014,0.9234621,4.332462,5.010927,0.4319793,0.38899934,0.19674255,0.0,0.6360869,0.0
178,2.9943254,2.254248,178,0.283309,0.16631937,2.1070366,3.741702,0.67630947,0.6941936,0.2080105,0.0,0.8116029,0.0
179,3.3033578,5.1081815,179,0.23020223,0.79264355,1.4517018,0.19729292,0.7721709,0.6801305,0.20054035,0.0,0.6838584,0.0
180,3.9026444,5.601243,180,0.18529993,0.23349077,1.7367158,3.5045166,0.23541732,0.28821832,0.17571107,0.0,1.6772583,0.0
181,2.7094827,4.4564376,181,0.21678004,0.51011825,1.3535366,0.0057724714,0.786785,0.85516906,0.1667774,0.0,0.7932907,0.0
182,0.7405016,0.5990696,182,0.5897816,0.7052241,1.8519988,2.0447094,0.6545925,0.51965845,0.24432895,0.0,0.7524889,0.0
183,1.6533693,2.2567797,183,0.81465477,0.7982501,4.203399,5.7217035,0.782182,0.76962566,0.23132636,0.0,0.5605023,0.0
184,1.5083071,2.7945964,184,0.7307787,0.949754,3.7107508,3.047903,0.32054877,0.30388564,0.18703242,0.0,1.0708462,0.0
185,1.3341013,0.4579904,185,0.25281578,0.36384243,1.4086057,1.4150087,0.71228063,0.56589913,0.23326854,0.0,0.78259474,0.0
186,3.2595608,5.420118,186,0.49031305,0.8403072,3.2096667,3.589077,0.06636743,0.05823511,0.18436569,0.0,1.7562978,0.0
187,1.9209082,2.0000954,187,0.61190546,0.84606624,2.734025,1.8537505,0.53520215,0.4622715,0.25005105,0.0,1.2219394,0.0
