,inferred mb weight,subject,inferred discount,inferred mf weight,inferred learning rate
93,0.5286707,93,0.5264585,1.2944144,0.72875184
94,1.103797,94,0.67145884,2.1740894,0.3513604
95,1.1126398,95,0.46189764,1.3607194,0.17332253
96,0.50215155,96,0.7018756,1.7632388,0.46295598
97,1.1850295,97,0.56851244,2.8691144,0.5161812
98,0.7698837,98,0.6783297,1.4381835,0.3057697
99,0.63313305,99,0.17389286,0.64395505,0.11366508
100,0.6570471,100,0.57732385,2.078587,0.40685767
101,0.71997124,101,0.52285415,0.9315039,0.26723906
102,0.6212539,102,0.3308131,3.755332,0.30291426
103,0.7073501,103,0.5211483,0.99833274,0.6014297
104,1.0513264,104,0.18171771,0.98110557,0.087161265
105,0.78597605,105,0.42970562,1.0455369,0.23309124
106,1.2803261,106,0.40931982,2.3787768,0.4986393
107,0.8431957,107,0.5134169,1.5218238,0.6894344
108,1.5047219,108,0.5621653,3.8608742,0.08493225
109,0.51800513,109,0.6398093,1.4971316,0.57204425
110,1.0001173,110,0.551869,2.4086094,0.38158283
111,0.6987604,111,0.21620043,3.6753013,0.27560884
112,0.60367996,112,0.6019994,1.1897453,0.65671057
113,0.6253329,113,0.53571284,3.3269007,0.50420284
114,0.9421609,114,0.35197914,2.6695478,0.20785317
115,1.2317693,115,0.31600744,1.1728218,0.62116665
116,0.8450888,116,0.6820102,2.5032265,0.7379884
117,0.8280071,117,0.5247959,1.8316202,0.5368056
118,0.7732494,118,0.642484,2.6322546,0.48220354
119,1.3149326,119,0.4193825,3.0620155,0.20268899
120,0.82092506,120,0.5913164,2.4478145,0.34074962
121,1.6400433,121,0.34693432,0.88940257,0.16589643
122,0.69933945,122,0.6794778,1.6326873,0.43429962
123,0.6794155,123,0.55194986,1.9284538,0.35877937
124,1.295908,124,0.5013051,2.6597762,0.45490664
125,0.6783988,125,0.43420887,1.0292149,0.3135335
126,1.3516434,126,0.27257562,2.3090825,0.20383343
127,0.5271151,127,0.65847814,2.3076396,0.52603966
128,1.0000763,128,0.6822179,2.368106,0.48135307
129,1.641671,129,0.4813244,2.7241411,0.23782134
130,0.5025964,130,0.39151165,0.6600083,0.2597574
131,0.84820443,131,0.41530934,2.967395,0.42814857
132,2.2272274,132,0.3242671,2.097486,0.16599979
133,0.75856555,133,0.40606135,0.87518543,0.3138963
134,0.697579,134,0.63556415,1.8797629,0.5834253
135,0.652516,135,0.42067677,1.2714049,0.47613758
136,1.5847557,136,0.5659598,4.070621,0.07105901
137,0.6831946,137,0.43150905,0.8830442,0.7512198
138,2.0372577,138,0.2081882,2.3360891,0.1269975
139,0.3538431,139,0.054909404,3.0773704,0.12593143
140,0.91311914,140,0.15427415,2.9580865,0.1658553
141,0.8995365,141,0.45892498,1.6918975,0.4051021
142,0.81769705,142,0.24295151,0.67274636,0.14844504
143,0.6375834,143,0.42606407,3.0126817,0.5673636
144,0.56136185,144,0.47978514,1.0919725,0.4202443
145,0.5840047,145,0.4338302,2.5093818,0.45694974
146,1.2095002,146,0.4099301,2.840891,0.24680115
147,1.5000151,147,0.55227846,3.8483684,0.08065279
148,0.61692786,148,0.17817073,3.1020536,0.14050162
149,0.666129,149,0.56239295,2.607125,0.7325704
150,0.7093783,150,0.43466341,2.4277494,0.3387868
151,2.2373927,151,0.28272447,2.5160913,0.19053397
152,0.97188,152,0.6675414,2.143002,0.72176576
153,0.9176771,153,0.6852114,3.5536096,0.5686886
154,0.7717461,154,0.4370059,2.0978305,0.5983838
155,1.4158843,155,0.58699507,4.0782204,0.06872266
156,1.4804285,156,0.40827185,1.5125846,0.66281736
157,1.2107363,157,0.20628726,2.8698554,0.19046262
158,0.45820406,158,0.6687985,1.7092179,0.44220698
159,0.6730718,159,0.7570467,1.9004248,0.60711634
160,0.94020045,160,0.6048165,3.0193033,0.14169116
161,0.47196648,161,0.3144197,0.5550856,0.71131784
162,0.48757097,162,0.49521002,0.9491133,0.65927845
163,0.45001274,163,0.42457795,0.5407306,0.6862023
164,0.99157447,164,0.72201526,3.844059,0.46088433
165,0.7906195,165,0.33318147,2.7693331,0.5992987
166,0.9488231,166,0.28009135,4.140412,0.24401058
167,0.9567144,167,0.20986764,2.1989074,0.11889001
168,2.025222,168,0.57746595,3.6298707,0.33242866
169,0.5719376,169,0.548532,0.5219303,0.14134702
170,0.6253329,170,0.6586182,1.9975961,0.6349957
171,0.9634239,171,0.5753021,3.2341647,0.11140393
172,0.7104186,172,0.6327625,1.4319206,0.5487091
173,1.2587163,173,0.5976923,4.02052,0.05991067
174,1.1140386,174,0.6076555,1.704128,0.5089463
175,0.6036572,175,0.38474455,0.93943554,0.4884574
176,0.77405435,176,0.1791232,1.4220799,0.14085977
177,0.5963306,177,0.6668871,1.5449505,0.40824226
178,0.87130606,178,0.5415369,0.9792874,0.27235255
179,0.75798804,179,0.6705474,1.8546103,0.5201005
180,0.7786275,180,0.46141848,1.6309787,0.6020599
181,0.55663383,181,0.6872383,1.107843,0.41026568
182,1.2616314,182,0.37271032,2.3632185,0.05702005
183,1.2417554,183,0.6390232,2.167915,0.5993976
184,0.4594983,184,0.5209012,0.6792267,0.21024328
185,0.65118337,185,0.4492702,1.9335283,0.2884377
186,0.8378441,186,0.72619265,3.0012636,0.66389287
187,0.95656323,187,0.55043805,3.1819186,0.056624476
