,locs0,locs1,locs2,locs3,locs4,locs5,subject
0,1.456192,0.09654322,1.1863422,-2.4845016,-1.4034544,0.09242946,0
1,-2.8121915,1.7198244,-1.8732624,-2.5204163,-2.6919155,0.8193299,1
2,1.7019179,0.6779239,0.53721875,-2.1423216,-0.79394555,1.085821,2
3,0.811754,-0.044089913,0.81976616,-2.2465804,-2.0411768,-0.5251462,3
4,1.083465,2.5438807,1.555326,-2.2083993,-1.8355234,0.75737613,4
5,-0.7451546,-4.575406,-0.6747581,-2.5228763,-1.2736146,1.2616441,5
6,-1.427027,-0.7740239,-1.8757107,-1.4404254,-2.3165417,0.029610097,6
7,-4.4843693,-2.2357922,-1.7553107,-2.4134493,-2.9522672,-0.12420133,7
8,-2.6507409,-1.0334452,-1.1367325,-1.9982637,-1.8729335,0.66199446,8
9,1.6338807,-0.17073083,0.5549449,-2.268856,-1.402137,0.24933843,9
10,-3.423293,-0.27474707,-0.5858009,-2.073793,-2.585046,1.3128136,10
11,1.2790402,1.4087955,-0.45990115,-2.3341632,-1.468046,0.5748974,11
12,0.79628104,0.51281255,0.8738712,-2.2463825,-1.4419155,0.9264971,12
13,0.03678918,0.96312463,2.8470483,-2.2117567,-1.1494362,0.30510348,13
14,-3.4751103,0.17920612,2.0958166,-2.4017377,-0.2592515,0.35003197,14
15,4.0748262,0.29426837,2.1085339,-2.254334,-0.86216474,0.8658373,15
16,0.9179828,0.40427968,-1.3287464,-2.7697923,-2.617785,-0.453486,16
17,-1.3532888,-0.33001444,-3.473361,-2.8085687,-2.0879273,0.5027695,17
18,0.30928746,-1.3227003,-1.1035666,-1.4572749,-1.5360727,0.72632605,18
19,1.7131898,1.3633835,3.4226847,-2.7447805,-2.3664782,1.032264,19
20,1.8202938,0.42699808,3.2359724,-2.3062696,-0.09890601,0.7477523,20
21,8.952914,1.2746875,-0.20268944,-2.3159397,-2.1849833,0.11874485,21
22,-1.6166892,1.0223742,0.2240749,-2.4029822,-2.4293675,-0.18333709,22
23,-1.0154179,0.4585948,-0.14249605,-2.0207984,-0.9478773,0.37090454,23
24,1.8568609,0.37008244,-0.13197327,-2.161353,-0.93853843,0.7360046,0
25,-3.1669116,0.9282335,-2.3043342,-2.4108424,-2.2542567,0.23162854,1
26,6.0650234,0.44601226,-0.17255342,-2.3281438,-1.0684688,1.7612584,2
27,1.090427,-0.5942046,0.9633289,-1.6998589,-1.4143891,-0.13094601,3
28,1.0122925,1.3910697,-0.6735272,-2.4676888,-1.4630853,1.5393397,4
29,-0.7038003,-4.5251284,-0.48580095,-2.4418094,-0.97509384,-0.03386748,5
30,-3.2025917,-0.52286047,-3.0937214,-1.698624,-1.2538946,-0.32142234,6
31,-1.6549762,-3.7344275,-1.4810518,-2.6645873,-2.7126997,-1.0358167,7
32,-1.880801,0.07479143,-0.38770545,-2.6062686,-1.3696111,-0.57630706,8
33,3.0290952,-1.1127691,-0.007289648,-2.1375442,-0.7361919,0.42963392,9
34,-3.6438756,-0.096609876,-0.5859112,-2.277627,-1.9770751,0.565008,10
35,0.8374543,1.7518485,-1.0237665,-2.1331387,-1.536466,0.66874284,11
36,0.6231408,0.28517345,0.59890383,-2.3533733,-1.8514714,1.1137488,12
37,3.0662076,0.81642854,1.5819051,-2.3377986,-1.576777,0.6752,13
38,-2.8648498,0.6767415,2.9699059,-1.6770635,-0.9176352,0.89421433,14
39,1.9711853,0.82917047,3.1771398,-2.4376402,-1.2893271,0.9301842,15
40,0.9342974,-0.63277596,-2.770924,-2.487203,-2.3420372,0.9738683,16
41,0.7021823,-1.0896112,-2.7679894,-2.8820076,-2.2382061,1.208704,17
42,-0.008025855,0.068462074,-0.6231205,-1.5712458,-2.6501095,1.5645546,18
43,3.0722933,1.9912337,2.8670526,-2.1778235,-1.7666383,-0.34528118,19
44,-0.20685554,0.31640828,2.760981,-1.8877196,-0.59182006,0.9657342,20
45,-5.3293905,0.8449905,-0.35965735,-2.4523258,-2.1420195,1.255322,21
46,-0.8046855,0.7733182,-0.69288903,-2.5026727,-1.9453576,-0.6496664,22
47,-2.906584,1.137865,0.6577097,-2.1972504,-0.26897886,-0.3546836,23
48,-1.6016351,0.40783894,0.5625234,-1.8905878,-1.0744071,1.5863614,0
49,-3.9115555,0.5807209,-2.758922,-2.4640234,-2.5786266,0.6211051,1
50,-0.06472826,0.9188136,1.626117,-2.387123,-1.5265255,0.90274084,2
51,1.5415609,-0.45136446,0.5883731,-1.6714602,-1.678081,0.9235848,3
52,1.714052,-0.4762994,0.26698142,-1.9606029,-2.0535152,0.20314789,4
53,-3.7380638,-3.7941167,-0.64142984,-2.9342875,-1.4288672,0.19293702,5
