,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred habitual tendency,true habitual tendency,inferred policy rate,true policy rate
0,2.8308928,3.1535287,0,0.87614536,0.8967992,0.7058003,0.0,0.32266515,0.0
1,5.339575,5.2051287,1,0.7388187,0.9704124,0.88200974,0.0,0.7744936,0.0
2,4.5305285,4.509912,2,0.77496046,0.85780144,0.7012285,0.0,0.43866262,0.0
3,3.6248326,4.6659946,3,0.16251327,0.101136684,0.63191944,0.0,0.41137305,0.0
4,3.6647887,3.7020998,4,0.8199981,0.7761457,0.70604813,0.0,0.3604523,0.0
5,5.515162,4.539931,5,0.6839251,0.5649441,0.6885913,0.0,0.34695622,0.0
6,2.5221846,2.9410806,6,0.050200872,0.030005038,0.665225,0.0,0.07131157,0.0
7,2.8346527,2.5975559,7,0.4806256,0.36040843,0.6893668,0.0,0.33461967,0.0
8,4.505538,5.7564125,8,0.8542118,0.9794831,0.7433977,0.0,0.2815003,0.0
9,3.7080586,2.1038537,9,0.6094743,0.60844314,0.79228187,0.0,0.2951588,0.0
10,3.725393,3.5822356,10,0.697117,0.52568495,0.74417484,0.0,0.36232728,0.0
11,3.4901752,3.3242095,11,0.4635664,0.37953144,0.7719559,0.0,0.3555399,0.0
12,2.4116776,2.6781044,12,0.85661054,0.8063391,0.6575856,0.0,0.30725226,0.0
13,2.7315543,4.2207522,13,0.38474116,0.29461235,0.7288224,0.0,0.3520985,0.0
14,4.215171,4.2693605,14,0.23864353,0.19896734,0.63057154,0.0,0.33444476,0.0
15,2.1515281,2.1974978,15,0.21381141,0.057739913,0.7286611,0.0,0.098555334,0.0
16,2.2036319,2.117055,16,0.49759418,0.19418216,0.70895684,0.0,0.35517406,0.0
17,2.814268,1.7518473,17,0.79214454,0.90075463,0.71536833,0.0,0.35607287,0.0
18,2.582937,3.0537946,18,0.7199614,0.6818095,0.74941576,0.0,0.32868615,0.0
19,1.3197029,1.4154032,19,0.6209832,0.41541243,0.7314209,0.0,0.41650245,0.0
20,1.7323643,1.9239107,20,0.79311085,0.8991876,0.73308694,0.0,0.33640122,0.0
21,3.9230607,1.8571103,21,0.6918497,0.39267302,0.74407995,0.0,0.37613213,0.0
22,4.0505066,4.6289864,22,0.8007117,0.89328957,0.7339822,0.0,0.37899667,0.0
23,1.5688025,1.814172,23,0.3863584,0.3402366,0.70088696,0.0,0.38580596,0.0
24,3.3103373,1.8234105,24,0.78359944,0.96513027,0.73248124,0.0,0.38697693,0.0
25,3.2473495,1.3997135,25,0.72124654,0.99535275,0.75553405,0.0,0.34096003,0.0
26,2.3086944,1.3266654,26,0.5763374,0.59748656,0.7475085,0.0,0.33625922,0.0
27,3.896796,2.8821845,27,0.60471237,0.17779559,0.66596234,0.0,0.35899386,0.0
28,3.192935,3.194811,28,0.41728064,0.3219596,0.6808878,0.0,0.30511096,0.0
29,4.0433903,2.939753,29,0.8563164,0.842778,0.7227691,0.0,0.3979875,0.0
30,3.2853887,4.6816235,30,0.15706024,0.06161982,0.6639098,0.0,0.0714543,0.0
31,6.2986336,5.4598455,31,0.5551456,0.3405757,0.7095125,0.0,0.3712242,0.0
32,4.363465,2.8131676,32,0.794483,0.7210814,0.88548416,0.0,0.8546534,0.0
33,3.7380722,2.370638,33,0.7430224,0.63908905,0.7423437,0.0,0.3642247,0.0
34,4.7468877,4.9076867,34,0.4458178,0.22935313,0.60217077,0.0,0.39352947,0.0
35,3.1583803,1.922128,35,0.63361293,0.23729938,0.68418354,0.0,0.35998654,0.0
36,5.142066,3.3957431,36,0.42672268,0.23284465,0.733495,0.0,0.3731751,0.0
37,2.5020945,1.6104493,37,0.43510017,0.27320105,0.700836,0.0,0.32551122,0.0
38,4.6546555,3.8437119,38,0.51073503,0.35280085,0.7025144,0.0,0.34642932,0.0
39,2.9304562,2.2822533,39,0.72367656,0.57859296,0.71399915,0.0,0.36725447,0.0
40,5.0986176,5.097859,40,0.67243254,0.4796973,0.694926,0.0,0.3751004,0.0
41,2.2319615,1.4025078,41,0.6734817,0.6171798,0.7992872,0.0,0.6996347,0.0
42,1.6221489,1.4629922,42,0.49605462,0.32600582,0.7415169,0.0,0.37778816,0.0
43,4.3978195,4.088653,43,0.83185554,0.85071665,0.691859,0.0,0.3786368,0.0
44,4.665555,4.921712,44,0.22016437,0.103898585,0.6274739,0.0,0.4367613,0.0
45,3.1731539,3.7445462,45,0.3573104,0.23610687,0.7458432,0.0,0.17981195,0.0
46,3.510695,2.1743495,46,0.7645337,0.89285034,0.7228959,0.0,0.38685375,0.0
47,4.0916348,3.99079,47,0.78845465,0.7924157,0.771029,0.0,0.41737735,0.0
48,5.576883,3.3496099,48,0.3953029,0.15461767,0.6401809,0.0,0.39966893,0.0
49,3.6267917,4.496169,49,0.64453393,0.73851705,0.6746048,0.0,0.3011012,0.0
50,3.2667127,2.9110706,50,0.22841033,0.23299277,0.67855495,0.0,0.4775679,0.0
51,5.315541,5.348038,51,0.74802446,0.72758,0.66296583,0.0,0.3356521,0.0
52,4.5953445,4.508341,52,0.79036665,0.78172827,0.7128862,0.0,0.39879948,0.0
53,4.2354703,3.7947812,53,0.13344729,0.06776255,0.66319996,0.0,0.3236597,0.0
54,4.141123,3.2687364,54,0.34800306,0.32909983,0.753863,0.0,0.7504181,0.0
55,3.4513962,5.0158706,55,0.7586244,0.64551216,0.7133823,0.0,0.3783861,0.0
56,5.034802,2.8971095,56,0.40110603,0.749309,0.8539779,0.0,0.617091,0.0
57,3.6326587,4.867822,57,0.875565,0.9047731,0.64797753,0.0,0.338412,0.0
58,3.5696886,2.9006681,58,0.59998685,0.48503864,0.7469925,0.0,0.3798768,0.0
59,1.7254996,1.2350056,59,0.4510178,0.3084709,0.73632556,0.0,0.32605737,0.0
60,4.2819295,4.9144993,60,0.16626959,0.15467417,0.58440644,0.0,0.34278867,0.0
61,4.8963156,5.6282735,61,0.15666811,0.13663733,0.6269248,0.0,0.3626832,0.0
62,3.3423295,3.3015997,62,0.4322944,0.57103527,0.86016566,0.0,0.091548614,0.0
63,6.614738,5.799772,63,0.34491757,0.28057235,0.632484,0.0,0.39282838,0.0
64,1.5467154,2.306786,64,0.71246094,0.007065773,0.69986403,0.0,0.22426285,0.0
65,2.9639742,1.5022132,65,0.7989161,0.566523,0.71882766,0.0,0.35707787,0.0
66,2.560743,2.9529014,66,0.12552829,0.1316579,0.67782986,0.0,0.322925,0.0
67,5.640001,5.989795,67,0.6594624,0.63319784,0.742588,0.0,0.27499023,0.0
68,2.151404,1.1605752,68,0.56460893,0.15754586,0.69022423,0.0,0.33181298,0.0
69,5.11572,5.804956,69,0.68136114,0.5586017,0.73328197,0.0,0.35817155,0.0
70,3.6997082,3.4491534,70,0.45197594,0.23597765,0.7478957,0.0,0.36422512,0.0
71,1.7812165,1.2262161,71,0.53893024,0.29745656,0.6989203,0.0,0.27413455,0.0
72,2.372423,2.4303532,72,0.58817273,0.55515176,0.69473726,0.0,0.3534282,0.0
73,2.828552,3.290003,73,0.7145209,0.76509887,0.6708578,0.0,0.38614297,0.0
74,3.4603872,3.6577713,74,0.7087202,0.81695354,0.7425686,0.0,0.37022683,0.0
75,2.0390012,2.167455,75,0.6588753,0.69297063,0.72231054,0.0,0.3097572,0.0
76,3.0052009,3.5175352,76,0.53274554,0.37835783,0.71720046,0.0,0.3273571,0.0
77,4.2277904,4.85855,77,0.5215582,0.43961954,0.7118133,0.0,0.3453838,0.0
78,6.8431807,5.884827,78,0.6098965,0.5802285,0.8409625,0.0,0.76178205,0.0
79,3.201314,3.0943403,79,0.81771046,0.95820695,0.72369176,0.0,0.33924407,0.0
80,2.2559843,2.4925117,80,0.5098657,0.3003825,0.73905665,0.0,0.29138678,0.0
81,4.9277835,5.442886,81,0.6233734,0.53006524,0.6739279,0.0,0.4059497,0.0
82,1.5784216,1.5067863,82,0.7398064,0.15535146,0.6974725,0.0,0.15797262,0.0
83,3.221459,2.2589216,83,0.86990774,0.9819911,0.6908074,0.0,0.29058766,0.0
84,3.3128536,2.7526248,84,0.81165636,0.67275816,0.66061026,0.0,0.37621206,0.0
85,4.839662,4.264163,85,0.83619434,0.80948955,0.67687744,0.0,0.33551922,0.0
86,1.6993207,1.4772723,86,0.72718817,0.44011563,0.7528051,0.0,0.31086174,0.0
87,6.085918,4.592412,87,0.60135007,0.65297866,0.79636055,0.0,0.3794422,0.0
88,3.5005915,3.27478,88,0.14910965,0.113348365,0.62203085,0.0,0.40810162,0.0
89,4.1179385,4.504225,89,0.060028,0.06294525,0.6571295,0.0,0.13640018,0.0
90,4.104458,3.7889042,90,0.6176534,0.59145343,0.737037,0.0,0.3986883,0.0
91,4.1685233,3.6402602,91,0.2978404,0.1380341,0.73537916,0.0,0.4020661,0.0
92,1.5643479,1.8033121,92,0.61432505,0.2598971,0.7439379,0.0,0.33330122,0.0
93,2.111938,2.0607312,93,0.72083366,0.6453666,0.7242041,0.0,0.32965702,0.0
94,5.595056,5.059155,94,0.58695775,0.5508039,0.9338735,0.0,0.7246692,0.0
95,2.0682113,2.8223524,95,0.795973,0.9002156,0.71288335,0.0,0.33301312,0.0
96,2.4595728,2.435882,96,0.7141339,0.9507993,0.66554505,0.0,0.36674836,0.0
97,4.669004,5.275621,97,0.6217141,0.47284526,0.7203993,0.0,0.3285365,0.0
98,3.1862583,2.536411,98,0.8654452,0.875633,0.7366515,0.0,0.3118462,0.0
99,4.806235,3.2094088,99,0.45206073,0.19041824,0.6507355,0.0,0.42246833,0.0
100,3.9917762,4.8865194,100,0.031173795,0.016183197,0.6180815,0.0,0.14330527,0.0
101,2.603642,2.1986473,101,0.49708223,0.84264064,0.74165493,0.0,0.41363236,0.0
102,4.684525,4.597302,102,0.26285312,0.16508323,0.66319036,0.0,0.8874314,0.0
103,5.498135,5.775695,103,0.5938063,0.514457,0.6627081,0.0,0.35549217,0.0
104,1.637542,1.3102527,104,0.75385714,0.92088026,0.71233404,0.0,0.3446195,0.0
105,6.758637,5.145668,105,0.87393296,0.86238164,0.81234986,0.0,0.41555554,0.0
106,3.9720337,4.417416,106,0.30215836,0.30610478,0.6442863,0.0,0.359978,0.0
107,4.4536486,3.7847466,107,0.14170358,0.10557157,0.6062251,0.0,0.7512412,0.0
108,2.885035,2.8570418,108,0.40020746,0.2034508,0.73727417,0.0,0.35048535,0.0
109,3.5727017,4.555517,109,0.83833605,0.8150516,0.75539285,0.0,0.35912478,0.0
110,5.2905903,4.6594114,110,0.5518755,0.53027844,0.7485404,0.0,0.38329646,0.0
111,1.7521763,1.9828043,111,0.6349281,0.018101275,0.6628042,0.0,0.315619,0.0
112,1.2860483,4.009627,112,0.35068402,0.0013973117,0.8819579,0.0,0.05643862,0.0
113,2.8898692,1.6426495,113,0.50598806,0.7048721,0.6713021,0.0,0.33418572,0.0
114,3.8704507,3.0953808,114,0.6929782,0.38008416,0.70430887,0.0,0.38620803,0.0
115,5.1988378,2.151628,115,0.5543332,0.40378058,0.75151676,0.0,0.5288862,0.0
116,3.308216,2.756346,116,0.38495257,0.33894885,0.7480377,0.0,0.32084584,0.0
117,4.1770377,3.5110757,117,0.54822195,0.40538818,0.68627733,0.0,0.37050354,0.0
118,4.2754774,3.954675,118,0.11414314,0.08342004,0.64717823,0.0,0.43069085,0.0
119,3.8264751,3.0469568,119,0.80947804,0.98926234,0.74199456,0.0,0.4185101,0.0
120,2.215743,2.9693508,120,0.79160863,0.9890742,0.6627011,0.0,0.31737855,0.0
121,2.1396494,1.4579105,121,0.511082,0.43868518,0.672548,0.0,0.3199984,0.0
122,5.1330643,4.257003,122,0.6219417,0.52728957,0.7121836,0.0,0.35986245,0.0
123,2.692106,1.4129801,123,0.786919,0.5476228,0.6585178,0.0,0.36378708,0.0
124,5.9777417,5.859975,124,0.4427989,0.34976494,0.7106393,0.0,0.32256275,0.0
125,4.318669,4.681655,125,0.8451952,0.85656697,0.69132984,0.0,0.3787943,0.0
126,3.6522906,2.6026113,126,0.31625515,0.19953167,0.74424636,0.0,0.4342069,0.0
127,5.0006547,5.2556615,127,0.82553566,0.99003386,0.92994165,0.0,0.18593615,0.0
128,3.8818016,3.9932628,128,0.84697014,0.96437913,0.65911233,0.0,0.34628034,0.0
129,3.6453662,3.9849544,129,0.5376212,0.2677257,0.7035529,0.0,0.3770407,0.0
130,4.5390143,5.231494,130,0.38858283,0.20825893,0.65835196,0.0,0.34089622,0.0
131,2.7788665,2.71232,131,0.18286735,0.056226373,0.6160051,0.0,0.36825138,0.0
132,1.7848438,1.906147,132,0.67676145,0.548354,0.7063511,0.0,0.36953503,0.0
133,1.6620293,1.7313719,133,0.16532838,0.0863511,0.7133356,0.0,0.3207217,0.0
134,4.382391,4.5077305,134,0.8430159,0.8066834,0.71293104,0.0,0.36469012,0.0
135,2.4601865,4.8700023,135,0.14823483,0.010545969,0.8540344,0.0,0.041134924,0.0
136,4.9349966,4.8766007,136,0.7597858,0.54179007,0.698108,0.0,0.36954296,0.0
137,1.4842296,1.4418716,137,0.6929961,0.67157155,0.707227,0.0,0.3824633,0.0
138,3.1500077,2.7468,138,0.8042616,0.5116768,0.70669055,0.0,0.3149637,0.0
139,5.407701,3.7841601,139,0.7116631,0.79882526,0.7753768,0.0,0.80681086,0.0
140,2.5907524,1.9619701,140,0.6345137,0.5210471,0.6581984,0.0,0.30959398,0.0
141,3.2159138,3.2477868,141,0.2448804,0.08734554,0.6187872,0.0,0.3730528,0.0
142,3.7496176,3.3210595,142,0.6889211,0.7087288,0.72612643,0.0,0.37182814,0.0
143,5.915869,5.289153,143,0.7970851,0.89789546,0.66818476,0.0,0.373662,0.0
144,1.9038793,1.5684052,144,0.21733283,0.15408295,0.80020434,0.0,0.8224732,0.0
145,4.444551,5.471916,145,0.21422231,0.15262634,0.6721405,0.0,0.36428124,0.0
146,2.7811818,3.1179862,146,0.6223701,0.5769617,0.6325479,0.0,0.27863622,0.0
147,3.224947,3.6465166,147,0.17532066,0.06501174,0.68037236,0.0,0.40156817,0.0
148,2.1627793,1.5750144,148,0.77186453,0.73087555,0.7624867,0.0,0.334229,0.0
149,2.8309774,2.0379033,149,0.7630396,0.78226453,0.6795669,0.0,0.38253072,0.0
150,3.48808,1.814738,150,0.6382564,0.44365937,0.6969742,0.0,0.3481703,0.0
151,2.094937,2.106044,151,0.14689545,0.074210525,0.6652485,0.0,0.3620051,0.0
152,2.045814,2.2596073,152,0.20419437,0.10993326,0.6286046,0.0,0.18231049,0.0
153,1.6620378,1.7993045,153,0.64472854,0.16669494,0.6783162,0.0,0.27480665,0.0
154,1.0571806,1.0341341,154,0.665797,0.42482066,0.67290944,0.0,0.1388648,0.0
155,2.6295507,2.6403728,155,0.25809455,0.04425788,0.71179444,0.0,0.35853156,0.0
156,2.9720414,3.7444818,156,0.77169436,0.7329321,0.69087553,0.0,0.31775796,0.0
157,4.2598515,5.3182034,157,0.14689738,0.11467469,0.64530617,0.0,0.14119351,0.0
