,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate
0,3.653603,0,0.496144,0.51831084,0.49895188
1,3.1703608,1,0.33163476,0.5013243,0.4942062
2,3.0736299,2,0.65054286,0.5154333,0.4905808
3,3.4289057,3,0.5609303,0.50080734,0.50428003
4,4.273232,4,0.6537346,0.5038313,0.52901036
5,3.5789306,5,0.38582918,0.50678724,0.4936679
6,3.7335184,6,0.6567351,0.50416327,0.49946526
7,6.482011,7,0.55549175,0.4972483,0.5150316
8,3.1497262,8,0.5165486,0.5099981,0.49166656
9,3.2131164,9,0.65535784,0.52187455,0.50982744
10,3.3855758,10,0.65685725,0.49584508,0.4892962
11,3.7361836,11,0.29915792,0.506459,0.5023992
12,3.1714497,12,0.6427914,0.49485138,0.5087567
13,3.2705734,13,0.546287,0.48154652,0.49570903
14,3.6692252,14,0.42602432,0.5288823,0.5012602
15,4.1989756,15,0.58706075,0.51435804,0.48882353
16,5.1951094,16,0.6290407,0.49109185,0.5039674
17,3.1043477,17,0.56930774,0.486603,0.49484935
18,6.2163124,18,0.47168535,0.4920352,0.50840455
19,3.4050035,19,0.66299456,0.47607246,0.49521306
20,3.0326424,20,0.4633988,0.51268166,0.5076552
21,3.2202852,21,0.63038164,0.5036178,0.48637745
22,3.310043,22,0.63865566,0.4888318,0.4835357
23,3.412258,23,0.6628383,0.47992572,0.49123088
24,3.0203466,24,0.36504912,0.4896955,0.489727
25,3.0569472,25,0.6151902,0.50015247,0.4997411
26,3.959735,26,0.6511366,0.5139691,0.49633536
27,3.128614,27,0.5571735,0.49268344,0.48787412
28,3.5820293,28,0.6469994,0.4961813,0.4778051
29,3.9372313,29,0.66446406,0.4978997,0.508982
30,3.183447,30,0.36866602,0.49359486,0.50369745
31,3.1532178,31,0.6564254,0.51121074,0.5038613
32,3.0721676,32,0.67786086,0.50581014,0.51019925
33,6.028029,33,0.5621168,0.4949066,0.48870668
34,4.1834726,34,0.3055662,0.4945608,0.50854266
35,3.0729182,35,0.6573629,0.50556844,0.48190215
36,3.6041753,36,0.54209036,0.4985221,0.5120722
37,3.1716094,37,0.6273624,0.5001545,0.5032634
38,3.1760705,38,0.6504465,0.5097827,0.47746167
39,3.727232,39,0.6337887,0.5039947,0.50981814
40,5.744116,40,0.65531677,0.48897773,0.5060444
41,3.4663825,41,0.40700343,0.51848483,0.50420606
42,3.1935565,42,0.5976556,0.5040363,0.48977435
43,6.4127445,43,0.64066905,0.5055277,0.48744854
44,3.2104268,44,0.6182046,0.5205739,0.49042353
45,3.5360203,45,0.64258057,0.50878465,0.49783266
46,3.335274,46,0.6179807,0.5162118,0.5080353
47,5.6193585,47,0.60464114,0.49490774,0.5063758
48,3.8010411,48,0.36206043,0.48825756,0.4947904
49,3.4958172,49,0.6426472,0.5030954,0.5067399
50,3.2488053,50,0.64703417,0.50614476,0.5082612
51,5.582832,51,0.6578192,0.5153177,0.5060877
52,3.0004897,52,0.5105641,0.48322415,0.506808
53,5.951111,53,0.519965,0.503984,0.4805915
54,3.1452641,54,0.5992584,0.50028455,0.5013397
55,3.0598748,55,0.65325344,0.5009652,0.49260408
56,2.9997802,56,0.6321657,0.52323145,0.5057491
57,3.050963,57,0.3015661,0.5021932,0.49859697
58,4.453004,58,0.6398849,0.52006984,0.5185619
59,3.3020961,59,0.63779813,0.50077903,0.4994845
60,4.228839,60,0.6617966,0.50204915,0.50098497
61,3.9610655,61,0.6755702,0.5058525,0.4988532
62,5.333224,62,0.45039955,0.49723148,0.48502314
63,3.7867086,63,0.44441974,0.49543267,0.5119719
64,4.191666,64,0.567139,0.49048948,0.47143584
65,3.5895152,65,0.38489965,0.52241784,0.5243718
66,5.0273967,66,0.6700641,0.5132787,0.48589596
67,4.445448,67,0.66590285,0.5059955,0.4998833
68,3.165258,68,0.58410907,0.495769,0.5158306
69,3.4822555,69,0.572851,0.49959466,0.48866633
70,3.160673,70,0.6376736,0.511344,0.51022756
71,5.129958,71,0.455239,0.49693346,0.4988004
72,3.4628992,72,0.6516512,0.50686705,0.48122534
73,4.2146015,73,0.60818624,0.4954994,0.51129097
74,3.5147057,74,0.29463622,0.5099733,0.4895095
75,3.2025654,75,0.48587245,0.52513516,0.5000436
76,3.2671893,76,0.34786946,0.5065624,0.50425106
77,3.3694625,77,0.603496,0.4868999,0.5037563
78,3.052889,78,0.6665745,0.49943617,0.4905849
79,4.0184617,79,0.29126352,0.5102155,0.5211835
80,5.3605433,80,0.42542493,0.523369,0.5068472
81,3.425103,81,0.3689867,0.48284656,0.4854445
82,3.0226889,82,0.60965794,0.50727093,0.48746467
83,5.2336946,83,0.59050936,0.5057663,0.51125234
84,6.603004,84,0.35609433,0.5256959,0.51019084
85,2.9944935,85,0.4862453,0.49371955,0.50776464
86,3.024503,86,0.61279714,0.50814354,0.49462548
87,3.075228,87,0.46591187,0.49425554,0.49473304
88,3.1234815,88,0.6128442,0.49998975,0.49947906
89,4.110385,89,0.36892262,0.5040807,0.50580835
90,3.391199,90,0.60974485,0.5025049,0.502871
91,2.9258418,91,0.42658648,0.5111357,0.50458604
92,2.9647934,92,0.43767667,0.49797678,0.5068398
93,5.106448,93,0.28411123,0.4900642,0.51435
94,6.203848,94,0.4762806,0.50246894,0.50477636
95,3.052539,95,0.63287544,0.4990932,0.49850848
96,3.8435357,96,0.61806715,0.5004837,0.51018023
97,3.2556298,97,0.3873625,0.5017238,0.48269063
98,5.7933087,98,0.6616743,0.5025289,0.4893246
99,5.358912,99,0.3927876,0.48932475,0.5075416
100,3.3355677,100,0.36126757,0.48351648,0.51419204
101,3.1701767,101,0.5746505,0.5126361,0.48831958
102,3.15855,102,0.31137806,0.5042998,0.48857617
103,3.393082,103,0.6392468,0.523364,0.49713603
104,6.616164,104,0.33079046,0.49731317,0.50415885
105,3.287921,105,0.58885914,0.5105348,0.50659144
106,3.885603,106,0.31737775,0.50477105,0.50187576
107,3.0122423,107,0.5663951,0.48562947,0.47008368
108,3.3781674,108,0.53712296,0.4908915,0.4671682
109,3.2073553,109,0.6177079,0.51091796,0.485606
110,3.5261753,110,0.41624194,0.50784254,0.5049398
111,3.8171332,111,0.64919525,0.5122145,0.4776347
112,3.022953,112,0.5621863,0.4950329,0.50459635
113,4.199478,113,0.66112876,0.5005543,0.50625706
114,4.522176,114,0.61119056,0.51176,0.51356274
115,3.0034049,115,0.64636636,0.4970504,0.4965468
116,3.086436,116,0.540526,0.506153,0.4968745
117,2.9696815,117,0.56361866,0.505443,0.5134134
118,3.7691507,118,0.29381898,0.48637623,0.50590056
119,3.508337,119,0.6601187,0.50916517,0.5169425
120,3.1679137,120,0.65093255,0.5242905,0.47687438
121,3.1790369,121,0.5640878,0.5223672,0.4683393
122,5.6862793,122,0.583085,0.49894902,0.49417853
123,4.4694347,123,0.63240796,0.5205232,0.5069291
124,5.18125,124,0.66595984,0.4903008,0.50262123
125,4.4509745,125,0.43713176,0.49211884,0.5065985
126,4.746545,126,0.66227317,0.48538053,0.5022406
127,6.1714005,127,0.5118672,0.49259633,0.49810845
128,3.0300643,128,0.6118066,0.5117397,0.4837725
129,5.290072,129,0.61081606,0.5084376,0.53446114
130,3.1085684,130,0.5428239,0.50844306,0.4834827
131,6.4365683,131,0.42283365,0.4914497,0.50954866
132,4.8076806,132,0.64675474,0.49021217,0.50990546
133,6.9095373,133,0.4096499,0.48599932,0.5273451
134,3.102901,134,0.58528763,0.4887904,0.51116544
135,3.5132334,135,0.31141138,0.5110845,0.4897193
136,4.8233585,136,0.30900428,0.5103134,0.5144724
137,3.5451567,137,0.6389147,0.5061924,0.5111699
138,3.197625,138,0.6294345,0.48953852,0.51233715
139,3.317148,139,0.6513504,0.50232416,0.48834
140,3.3697588,140,0.646009,0.49643624,0.517464
141,3.1645124,141,0.6172349,0.5147639,0.4961504
142,3.75604,142,0.57769644,0.49476802,0.4982265
143,3.065822,143,0.6245023,0.50324625,0.49889782
144,5.36105,144,0.6062479,0.50917983,0.49007222
145,3.589373,145,0.63574487,0.50371724,0.48644006
146,3.2524502,146,0.3523231,0.51141846,0.5227234
147,3.2607553,147,0.6507743,0.5035451,0.50715303
148,2.9574015,148,0.30866066,0.4938948,0.49133185
149,3.7481215,149,0.5807802,0.50479835,0.49995354
150,4.5118127,150,0.6636056,0.49404743,0.50847006
151,2.9900568,151,0.3986378,0.5001867,0.52042556
152,4.9678173,152,0.348079,0.48542508,0.49104828
153,6.536327,153,0.30735806,0.5040907,0.4916595
154,3.5973673,154,0.48791915,0.50677025,0.5117264
155,4.1439376,155,0.30650762,0.48868397,0.50573325
156,5.679911,156,0.3701897,0.5111094,0.4950728
157,3.216354,157,0.30384785,0.4813935,0.47796032
158,3.1084068,158,0.6212538,0.5124343,0.50449604
159,3.0815399,159,0.6623977,0.5085668,0.50161153
160,5.379876,160,0.51696897,0.506415,0.49492335
161,3.3271792,161,0.6187027,0.488504,0.47310254
162,3.083213,162,0.62314075,0.4915602,0.49418396
163,4.2057934,163,0.61938256,0.50327384,0.4923055
164,4.1645164,164,0.66065234,0.49242425,0.50196105
165,3.16744,165,0.5439267,0.5019679,0.48549306
166,3.1603525,166,0.48666924,0.4955401,0.4952381
167,4.8273454,167,0.35115856,0.49212378,0.504472
168,4.0229883,168,0.50789535,0.5100254,0.5150149
169,3.0552006,169,0.51209736,0.5273325,0.5040503
170,5.348906,170,0.28616157,0.5122746,0.48119283
171,3.2783496,171,0.61635137,0.5092721,0.5112458
172,2.9516933,172,0.6442298,0.52353936,0.4927144
173,5.168465,173,0.46250233,0.49949366,0.50414586
174,3.4204776,174,0.64923304,0.4828053,0.5162466
175,4.6347294,175,0.32395965,0.4924431,0.48257223
176,3.7987084,176,0.30460998,0.5117927,0.487535
177,6.291236,177,0.65482104,0.51628834,0.4936538
178,5.561899,178,0.5181038,0.48945126,0.5060623
179,3.1440177,179,0.5939477,0.51195216,0.4887157
180,3.4519775,180,0.584434,0.49516612,0.5058808
181,3.520526,181,0.6486184,0.4805116,0.51178014
182,3.1083624,182,0.6050017,0.5173601,0.52635086
183,5.9896374,183,0.38765228,0.5064287,0.49817672
184,4.83044,184,0.4437184,0.5048543,0.4982215
185,6.353835,185,0.32273224,0.4976601,0.5078614
186,5.022832,186,0.53906554,0.50378484,0.5080641
187,3.0669858,187,0.35934797,0.48786455,0.49968114
