,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate
0,3.4352226,0,0.4297797,0.50607735,0.50437427
1,3.2771335,1,0.0081743775,0.5039882,0.50581074
2,1.411617,2,0.62844944,0.48890874,0.50130796
3,3.2248125,3,0.5121947,0.50164807,0.5229153
4,4.7193966,4,0.7603441,0.51393867,0.52020484
5,3.483894,5,0.3000786,0.4971963,0.4853042
6,4.371515,6,0.8839808,0.50367105,0.49160236
7,6.3268175,7,0.53169423,0.49975806,0.47613007
8,2.702109,8,0.42548934,0.49458072,0.5023002
9,2.2952402,9,0.7434136,0.50602555,0.52263594
10,2.7807329,10,0.80032426,0.47251323,0.49204543
11,3.8035371,11,0.16484046,0.48974934,0.49531305
12,2.0400946,12,0.7538097,0.5125975,0.49812984
13,2.7566104,13,0.4524576,0.51015157,0.5120279
14,3.5705159,14,0.3699218,0.48227543,0.5101976
15,4.190054,15,0.55271304,0.49320477,0.4862852
16,5.112168,16,0.6852206,0.49045065,0.5124175
17,2.086021,17,0.41100112,0.4964532,0.5000498
18,5.552617,18,0.44150314,0.50800186,0.5070467
19,3.257291,19,0.8092168,0.48388597,0.5179152
20,1.8413187,20,0.30736297,0.4933039,0.5083678
21,2.161458,21,0.6126078,0.49128526,0.4923628
22,2.500539,22,0.68493146,0.50573796,0.47092068
23,3.4272788,23,0.7903925,0.51829636,0.51058406
24,2.590209,24,0.01445763,0.48397666,0.48031428
25,1.6727397,25,0.5460673,0.527011,0.47947812
26,4.394085,26,0.8088083,0.47965157,0.48773432
27,2.2823389,27,0.42926672,0.50853664,0.4906078
28,3.8926792,28,0.83814734,0.5033158,0.49298754
29,4.455175,29,0.8424955,0.49138424,0.50342697
30,4.248664,30,0.019258302,0.48583078,0.49805906
31,2.2441823,31,0.75557053,0.51545066,0.4963523
32,1.4099752,32,0.7781019,0.5038505,0.5155141
33,5.767009,33,0.52985877,0.5021511,0.4963109
34,4.2834063,34,0.12344998,0.48478577,0.5040091
35,1.8269728,35,0.76699734,0.50924766,0.49034882
36,3.348337,36,0.4956669,0.51222324,0.5028436
37,2.2034082,37,0.60300034,0.49896276,0.4713565
38,1.7396388,38,0.7049314,0.48624554,0.4698891
39,3.7584984,39,0.6795294,0.50998104,0.49091288
40,6.079616,40,0.78768665,0.5000111,0.48184735
41,3.143339,41,0.33955103,0.50556165,0.5005529
42,2.3243282,42,0.4840732,0.5090407,0.51558006
43,6.0598283,43,0.6349863,0.4804631,0.46730268
44,2.5438511,44,0.64031494,0.5154577,0.4887223
45,3.3645284,45,0.7785393,0.47653404,0.5214671
46,2.9658916,46,0.62675536,0.509941,0.49612513
47,5.4997745,47,0.6004662,0.48418614,0.4864365
48,3.7015975,48,0.310276,0.5050713,0.50590825
49,3.3394892,49,0.78302693,0.522332,0.4862425
50,2.3744864,50,0.6968745,0.50208706,0.5166871
