,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred cached weight,true cached weight,inferred cached rate,true cached rate
0,4.0193133,4.2912087,0,0.15435022,0.13454837,0.81588036,0.0,0.2468453,0.0
1,1.2161684,1.8754051,1,0.80689734,0.6791691,0.90360874,0.0,0.24689955,0.0
2,1.7035434,2.0646603,2,0.72035587,0.79685944,0.7399912,0.0,0.22520187,0.0
3,3.8596537,4.723198,3,0.18960175,0.1616013,0.9201606,0.0,0.27880472,0.0
4,2.8488,2.5884316,4,0.53447837,0.41984808,0.7584436,0.0,0.20374398,0.0
5,3.109827,4.535249,5,0.7866736,0.8067446,0.7303775,0.0,0.28588346,0.0
6,1.5442125,2.3191257,6,0.2842329,0.15296197,0.98903966,0.0,0.17069407,0.0
7,3.0012915,4.7767267,7,0.053702727,0.033498406,0.696092,0.0,0.24785827,0.0
8,4.0465946,3.4293733,8,0.44546127,0.40465307,0.8223353,0.0,0.21638416,0.0
9,6.0091047,5.805048,9,0.50904506,0.55294764,0.8874368,0.0,0.1786614,0.0
10,5.1494513,4.601783,10,0.04789521,0.044880092,0.7781793,0.0,0.19108133,0.0
11,0.8886952,1.4588273,11,0.47800422,0.11989421,0.7950062,0.0,0.1639396,0.0
12,1.7103492,1.8202547,12,0.72284603,0.3022833,0.80144286,0.0,0.30741864,0.0
13,5.0707607,5.014036,13,0.10165314,0.11585504,0.99626344,0.0,0.14083557,0.0
14,3.4966338,3.264756,14,0.68739027,0.74194103,0.709647,0.0,0.18755639,0.0
15,4.309371,4.3689885,15,0.46273366,0.51837075,0.8530319,0.0,0.18944693,0.0
16,5.443564,5.7587366,16,0.6921702,0.64270025,0.78033996,0.0,0.25944,0.0
17,1.0467875,1.4383435,17,0.28167057,0.16043133,0.6681155,0.0,0.3230957,0.0
18,5.612886,5.8088493,18,0.51666456,0.62398857,0.7058826,0.0,0.71082544,0.0
19,1.3119084,1.8197083,19,0.8676047,0.8502021,0.75139356,0.0,0.8408627,0.0
20,2.189979,2.7931595,20,0.87201756,0.98593473,0.7933091,0.0,0.81236637,0.0
21,4.7523484,4.599002,21,0.32211456,0.31549513,0.71941686,0.0,0.21076024,0.0
22,2.2896254,2.2424607,22,0.5146886,0.74402666,0.7274294,0.0,0.2400658,0.0
23,4.7801347,5.616011,23,0.755627,0.8844832,0.7169351,0.0,0.16265324,0.0
24,2.9366035,2.8366299,24,0.2316118,0.23650718,0.68557125,0.0,0.3020313,0.0
25,2.0549195,2.4497051,25,0.82374334,0.8834042,0.9023644,0.0,0.16269669,0.0
26,2.1479595,1.7386873,26,0.34034017,0.44481736,0.7902827,0.0,0.36895722,0.0
27,1.2928915,2.0759737,27,0.8487048,0.9857377,0.79866904,0.0,0.17971179,0.0
