,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred habitual tendency,true habitual tendency,inferred policy rate,true policy rate
0,3.5737207,4.6803665,0,0.8604939,0.89528286,0.7053628,0.0,0.6842782,0.0
1,1.6211376,1.8546319,1,0.54885936,0.48954105,0.6921276,0.0,0.35401952,0.0
2,3.3823602,2.9608946,2,0.6795381,0.89509636,0.6865699,0.0,0.88022435,0.0
3,1.4710609,1.574885,3,0.68094707,0.7411171,0.6900011,0.0,0.31749487,0.0
4,1.9485613,1.6942997,4,0.28193825,0.0626052,0.70872873,0.0,0.5748277,0.0
5,3.8804247,4.38249,5,0.42452613,0.33238614,0.7114316,0.0,0.39105412,0.0
6,5.322856,4.8863745,6,0.9150692,0.8827506,0.7185765,0.0,0.7997005,0.0
7,1.7177476,1.6783551,7,0.7916421,0.97116756,0.79277295,0.0,0.82435215,0.0
8,2.8909469,3.150595,8,0.6665443,0.6539576,0.6261217,0.0,0.28861505,0.0
9,3.287059,3.5897753,9,0.3450492,0.35856646,0.59984696,0.0,0.56506157,0.0
10,1.9031216,1.8647261,10,0.63450766,0.7900239,0.6839687,0.0,0.8511637,0.0
11,4.9836707,4.869643,11,0.40584558,0.347318,0.6382909,0.0,0.46902078,0.0
12,4.6558948,5.8254833,12,0.6639464,0.70203066,0.6355635,0.0,0.4265506,0.0
13,2.5081096,2.7618818,13,0.66708213,0.54184306,0.69352514,0.0,0.30178207,0.0
14,1.8872229,1.9963202,14,0.71957767,0.6416459,0.6572786,0.0,0.350686,0.0
15,2.8557255,3.5149121,15,0.77628005,0.8669046,0.7197384,0.0,0.5831866,0.0
16,4.7828526,4.4615746,16,0.864308,0.9567486,0.66170704,0.0,0.847677,0.0
17,1.9723108,2.1265872,17,0.5363742,0.49567848,0.6596737,0.0,0.24995531,0.0
18,2.4211826,2.2113044,18,0.41630545,0.3024546,0.659388,0.0,0.49210912,0.0
19,2.1379673,2.1034374,19,0.27887073,0.18525928,0.67235315,0.0,0.3437275,0.0
20,2.2788224,2.42693,20,0.5585311,0.43116176,0.63254297,0.0,0.40512207,0.0
21,4.2810044,5.9986496,21,0.6189072,0.57900494,0.6508579,0.0,0.40894422,0.0
22,4.6174088,5.904837,22,0.7896169,0.8123191,0.68539834,0.0,0.80416507,0.0
23,4.2959213,4.1471343,23,0.84874874,0.90692127,0.64645123,0.0,0.68993795,0.0
