,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred habitual tendency,true habitual tendency,inferred policy rate,true policy rate,inferred cached weight,true cached weight,inferred cached rate,true cached rate
0,2.3821929,2.1191049,0,0.78716433,0.8859038,3.0203521,2.805136,0.75957984,0.5919294,3.9617338,2.676457,0.6382066,0.7224136
1,1.9499635,1.42283,1,0.4929126,0.45441133,6.091164,4.8327694,0.86666733,0.8704435,3.2421627,1.4360344,0.580357,0.36626214
2,2.4119544,2.019018,2,0.6611404,0.27683753,4.1043525,3.1440601,0.843641,0.9224458,3.7662735,2.471009,0.3473191,0.33465767
3,2.611125,2.7995071,3,0.5601889,0.539085,2.3542314,1.2330968,0.6289786,0.35774517,6.509258,4.5749884,0.7472648,0.69988316
4,4.3317366,4.103252,4,0.19127882,0.3006556,5.7381854,4.557498,0.5971639,0.55825907,3.9855645,1.2943637,0.66936177,0.5331613
5,4.984356,5.6697116,5,0.7991156,0.74102205,3.3765266,3.034142,0.074733175,0.01212585,6.1432004,5.2354913,0.55686283,0.541578
6,4.1769795,4.0594435,6,0.8343969,0.9444571,4.1554112,3.7294815,0.43289435,0.38514316,2.9228184,1.8350649,0.81506354,0.58655816
7,3.6579068,4.2138286,7,0.7634408,0.70696044,1.5075628,1.285837,0.6824554,0.91209495,7.125524,5.0167155,0.77996856,0.9079421
8,2.818375,1.5109022,8,0.61292136,0.0009494424,6.5343666,5.148069,0.26929656,0.062313974,3.6819975,1.3963697,0.66043454,0.31343865
9,4.9417024,5.328124,9,0.11648094,0.086423516,2.77481,2.6682458,0.11665753,0.11018145,4.2440147,4.1369233,0.13907875,0.15158361
10,2.4451482,2.476253,10,0.6564904,0.8836576,6.67737,5.3629923,0.6949799,0.58455515,3.2340925,1.3609359,0.64328563,0.4300087
11,2.6331027,3.4369555,11,0.19634876,0.35993493,6.183906,5.75907,0.61221874,0.4814331,4.090268,3.6645107,0.45514232,0.20334148
12,4.6287384,3.0237365,12,0.8670556,0.97520363,3.1606987,3.2365966,0.26168507,0.29459602,4.8071866,5.1502495,0.63833636,0.5029217
13,2.6758785,5.0480485,13,0.52723885,0.37013155,6.630526,5.318344,0.26965925,0.004085362,3.7349854,3.9175897,0.6437821,0.9684261
14,3.8808556,4.302149,14,0.020406995,0.025108993,3.6893873,3.556573,0.42832887,0.4098932,5.8996906,5.6954403,0.40642053,0.40269387
15,2.269084,3.314127,15,0.58693326,0.59493095,2.1670196,1.5089766,0.6172703,0.3046226,5.5725746,3.5936244,0.5447479,0.43524152
16,3.8180785,2.3042364,16,0.078757495,0.058373928,4.7770624,3.7343063,0.6755329,0.5316074,2.8723667,4.1451464,0.15383087,0.043856025
17,3.2477436,3.9945924,17,0.49858204,0.46868682,4.3075314,3.4871352,0.7119053,0.66796887,3.8260972,2.432378,0.45379978,0.5402607
18,3.6492426,4.0320134,18,0.7476414,0.90462977,4.208497,3.7531419,0.75555766,0.7121846,5.3424807,4.7614,0.1966881,0.1420815
19,1.9873676,2.1684604,19,0.6387264,0.4439476,1.9260836,1.7763848,0.578113,0.6830167,5.7352715,5.033862,0.8815537,0.945866
20,2.0945148,1.392662,20,0.43699256,0.2877329,5.18729,3.5034943,0.57484776,0.48965842,3.7560973,1.4881918,0.76557213,0.8875893
21,2.980703,2.8100045,21,0.6877132,0.59243536,3.874139,4.837233,0.7654281,0.76940805,3.4180562,4.2092495,0.29746422,0.34880733
22,1.7736721,1.4020911,22,0.7656791,0.72100544,2.7625036,3.1572313,0.3822348,0.38706148,4.050005,4.934841,0.80529064,0.79866296
23,2.5182738,2.8731098,23,0.44887373,0.56087464,3.1941226,2.1436555,0.824964,0.81720084,5.021119,3.0180688,0.30710775,0.23034513
24,2.3854976,2.7419956,24,0.5307844,0.54564756,2.2680728,1.7259113,0.5297605,0.25755638,5.7093368,5.446724,0.37226427,0.2918105
25,4.1280537,3.700353,25,0.07156905,0.06507534,2.0653262,1.5273157,0.7919076,0.8415503,6.2139544,5.900808,0.34055978,0.2637573
26,4.427798,5.6060023,26,0.14666001,0.14295024,2.122604,1.2090988,0.7963114,0.7483578,3.063062,1.9202379,0.6217719,0.3229227
27,4.815005,3.9887862,27,0.119849734,0.118619025,2.1545951,3.222005,0.81431115,0.76266074,2.2791152,3.6487103,0.7733939,0.8642765
28,6.8324437,5.654192,28,0.013077011,0.0121430755,3.9872077,3.690536,0.5241918,0.63678896,4.088638,2.4620042,0.5540437,0.4077769
29,3.9352386,4.905188,29,0.80379874,0.6979892,4.328709,4.074787,0.7831965,0.6881606,2.3923814,1.7151735,0.51279885,0.3229897
30,4.9148316,5.3464904,30,0.83850247,0.9437195,2.0515141,1.6246338,0.3272752,0.21724862,2.2416275,1.0166943,0.640916,0.35577303
31,4.985744,4.601616,31,0.7245276,0.85255986,2.150395,1.4850104,0.28637674,0.86191434,4.277902,5.3190436,0.0967818,0.03193897
32,3.206281,2.872977,32,0.8430021,0.92107064,2.4127867,1.5725887,0.8897731,0.94130313,4.107166,2.7198112,0.59730774,0.551339
33,3.1885583,4.1677785,33,0.04029362,0.029447496,5.3733077,4.775086,0.81877404,0.8467184,2.9320714,1.5035168,0.7560814,0.7797116
34,2.2310581,3.416917,34,0.63296884,0.92371863,2.4062724,2.1146264,0.21029963,0.2064864,2.5859544,1.5939744,0.77619666,0.98288965
