,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior weight,true prior weight,inferred prior lr,true prior lr
0,2.4680488,1.6491812,0,0.56323534,0.15461981,2.806357,5.317906,0.40039557,0.4549812,3.7406316,4.764924,0.5177743,0.13936174
1,2.43487,2.6335106,1,0.3628043,0.4205554,2.3239882,1.5579064,0.6296886,0.6059389,2.0042424,2.88384,0.31904072,0.013742685
2,3.9674025,0.84252405,2,0.3710373,0.05569452,2.5422537,2.7327828,0.45817,0.19531864,2.0645888,1.188038,0.4874483,0.79580915
3,2.960287,5.5480766,3,0.4013186,0.48388273,2.5499976,5.169885,0.6166082,0.71240985,2.048227,1.0922348,0.39771074,0.08613032
4,2.1209326,0.76433873,4,0.3605362,0.1197654,2.237782,5.042014,0.60914505,0.50902516,1.9078809,0.98714125,0.3565901,0.6636901
5,3.9407778,1.7391104,5,0.57072157,0.01736778,3.8686724,4.062968,0.28975153,0.14733076,3.5495374,5.916805,0.53741574,0.7887388
6,2.4768121,2.5001783,6,0.56350607,0.29536235,2.8582401,0.88332117,0.5156225,0.33260816,3.7546387,4.656944,0.5514041,0.7579869
7,3.776411,5.7462187,7,0.4295493,0.6922277,3.4888737,2.9237142,0.4302615,0.3729875,2.9292169,0.74119806,0.5243879,0.50956565
8,1.9969751,0.56370914,8,0.3568206,0.33129346,2.048481,0.7905525,0.5652461,0.23864132,2.1006186,1.7916777,0.36021894,0.5633787
9,3.5756612,3.631506,9,0.5737472,0.8466174,3.7147944,5.8124,0.34527832,0.36859715,3.738207,1.7778068,0.53259474,0.9024894
10,2.2265494,0.61438143,10,0.39551893,0.13179618,2.2705195,4.1358385,0.63056594,0.6278389,2.1083229,2.8924937,0.53961474,0.4782899
11,1.8429837,0.15390551,11,0.42885342,0.72260934,1.908261,0.13339984,0.6437493,0.8794664,2.8285153,3.435351,0.6581606,0.6784974
