,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior weight,true prior weight,inferred prior lr,true prior lr
0,1.9106368,1.6491812,0,0.5354069,0.15461981,2.2752001,5.317906,0.3412776,0.4549812,4.1922693,4.764924,0.4909732,0.13936174
1,2.973688,2.6335106,1,0.2847429,0.4205554,1.9514104,1.5579064,0.6249184,0.6059389,2.1693301,2.88384,0.10873553,0.013742685
2,3.0017176,0.84252405,2,0.19092883,0.05569452,2.0819247,2.7327828,0.2766795,0.19531864,1.6681248,1.188038,0.6910169,0.79580915
3,3.8870313,5.5480766,3,0.5147963,0.48388273,3.1979651,5.169885,0.6409972,0.71240985,1.6855965,1.0922348,0.32249597,0.08613032
4,1.454673,0.76433873,4,0.23110598,0.1197654,2.5255198,5.042014,0.5503386,0.50902516,0.94965076,0.98714125,0.49523562,0.6636901
5,3.4569542,1.7391104,5,0.48379847,0.01736778,3.53973,4.062968,0.15149395,0.14733076,3.477312,5.916805,0.49916095,0.7887388
6,1.7215688,2.5001783,6,0.57169664,0.29536235,2.4590015,0.88332117,0.3888558,0.33260816,3.2495518,4.656944,0.6106509,0.7579869
7,3.5745444,5.7462187,7,0.35675284,0.6922277,3.4022384,2.9237142,0.3231292,0.3729875,2.1995263,0.74119806,0.536003,0.50956565
8,1.1095477,0.56370914,8,0.29214978,0.33129346,1.185939,0.7905525,0.34512386,0.23864132,1.8617195,1.7916777,0.37325335,0.5633787
9,3.6871786,3.631506,9,0.5276536,0.8466174,3.8537421,5.8124,0.31115314,0.36859715,3.891126,1.7778068,0.5337084,0.9024894
10,2.0121706,0.61438143,10,0.3398957,0.13179618,2.1879501,4.1358385,0.7003287,0.6278389,2.2856402,2.8924937,0.54490334,0.4782899
11,0.6290542,0.15390551,11,0.46778828,0.72260934,0.65995824,0.13339984,0.6989598,0.8794664,3.0766943,3.435351,0.80799216,0.6784974
12,3.3475585,0.87461257,12,0.24373572,0.09084058,1.8151256,2.1639318,0.42145184,0.25044888,1.0315369,0.98970723,0.1935831,0.1551525
13,2.6724029,5.4921045,13,0.5368922,0.5236039,3.1406806,2.1477134,0.6394202,0.79241383,4.1799316,5.49213,0.32345068,0.7404478
14,3.8801277,3.118417,14,0.4369134,0.76265913,3.8215582,1.2189943,0.08538274,0.027489007,3.2835264,1.460829,0.4944915,0.40732217
15,4.7241244,4.397622,15,0.29302,0.25984532,2.2244976,2.772375,0.5250344,0.53036046,0.90560806,0.18563032,0.51357204,0.11678171
16,2.7827091,3.0711918,16,0.51407045,0.13003522,3.3057413,1.5564995,0.5151854,0.5138223,4.5132656,5.2987723,0.5057323,0.67532355
17,4.6144814,5.124116,17,0.19948749,0.14277655,2.1413622,2.4553864,0.27216318,0.2920161,3.6195588,4.1322346,0.6307716,0.42499506
18,2.2138069,2.0721612,18,0.61439574,0.5128407,3.102722,4.239359,0.7436769,0.7839926,1.1019717,0.7109399,0.42915913,0.15175289
19,2.822022,4.713508,19,0.58904135,0.77050865,2.9343798,2.8663297,0.71430224,0.7982912,0.9401211,1.0056853,0.5467529,0.9196872
20,4.654863,4.41569,20,0.379024,0.93817294,2.6494682,1.0953137,0.36252525,0.29190403,1.6407915,0.60210407,0.5049641,0.6262918
21,1.6026623,0.19417727,21,0.54625285,0.42980003,2.0997143,2.6665485,0.39721838,0.37096608,4.313901,4.641773,0.47621447,0.04090166
22,0.9655481,0.51867056,22,0.41371575,0.5507664,1.3122959,2.0889983,0.7287347,0.7807022,1.3321346,1.5905589,0.25936836,0.054226696
