,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior weight,true prior weight,inferred prior lr,true prior lr
0,2.1096792,1.6491812,0,0.5747106,0.15461981,2.4954722,5.317906,0.35548487,0.4549812,4.0364327,4.764924,0.49250323,0.13936174
1,2.8030152,2.6335106,1,0.32697046,0.4205554,2.0839467,1.5579064,0.63037103,0.6059389,1.8443455,2.88384,0.23040253,0.013742685
2,3.9436812,0.84252405,2,0.2930405,0.05569452,2.4169776,2.7327828,0.3540244,0.19531864,1.7110993,1.188038,0.5518038,0.79580915
3,3.407602,5.5480766,3,0.4552582,0.48388273,2.738148,5.169885,0.6192104,0.71240985,1.8172615,1.0922348,0.3793758,0.08613032
4,1.8380162,0.76433873,4,0.31175262,0.1197654,2.237085,5.042014,0.60412747,0.50902516,1.2657137,0.98714125,0.40663803,0.6636901
5,3.8881533,1.7391104,5,0.5368788,0.01736778,3.8970742,4.062968,0.17881848,0.14733076,3.4847894,5.916805,0.5305623,0.7887388
6,2.2388825,2.5001783,6,0.579615,0.29536235,2.5116758,0.88332117,0.42833763,0.33260816,3.4146025,4.656944,0.59160435,0.7579869
7,3.8991902,5.7462187,7,0.39175564,0.6922277,3.4404452,2.9237142,0.3555003,0.3729875,2.5124636,0.74119806,0.5188219,0.50956565
8,1.420424,0.56370914,8,0.32071745,0.33129346,1.6582834,0.7905525,0.49162596,0.23864132,2.0770593,1.7916777,0.34137967,0.5633787
9,3.5713577,3.631506,9,0.5522385,0.8466174,3.7609184,5.8124,0.31561226,0.36859715,3.760041,1.7778068,0.5252658,0.9024894
10,1.9993893,0.61438143,10,0.3617478,0.13179618,2.0793085,4.1358385,0.6549667,0.6278389,2.2006543,2.8924937,0.5558304,0.4782899
11,1.111364,0.15390551,11,0.4418802,0.72260934,1.1126482,0.13339984,0.6693216,0.8794664,3.0212095,3.435351,0.7536458,0.6784974
12,4.068734,0.87461257,12,0.32737666,0.09084058,2.006547,2.1639318,0.56872773,0.25044888,1.3984348,0.98970723,0.2658127,0.1551525
13,2.472546,5.4921045,13,0.56790584,0.5236039,2.8888686,2.1477134,0.6155339,0.79241383,4.0073667,5.49213,0.36762586,0.7404478
14,4.279555,3.118417,14,0.52987,0.76265913,4.1716213,1.2189943,0.14750412,0.027489007,3.6073985,1.460829,0.50416946,0.40732217
15,4.6267266,4.397622,15,0.3257642,0.25984532,2.2477727,2.772375,0.5763365,0.53036046,1.3062493,0.18563032,0.41583067,0.11678171
