,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate
0,6.040721,5.864984,0,0.8162168,0.8771474
1,4.40966,5.880141,1,0.49774945,0.59248936
2,0.9246725,1.0314381,2,0.62091225,0.6775758
3,1.7608715,1.7192475,3,0.6747172,0.37272143
4,1.7696692,1.8524323,4,0.53029567,0.46283197
5,4.6092677,4.5191107,5,0.2773946,0.30808508
6,4.598695,5.393796,6,0.7409811,0.69736534
7,4.305588,3.361276,7,0.7213758,0.849395
8,3.2602143,4.1310897,8,0.5730606,0.94346756
9,1.1291018,1.6215289,9,0.58315146,0.38767672
10,1.2126311,1.0867665,10,0.7044829,0.76384753
11,3.7704341,4.30229,11,0.8350791,0.6203786
12,0.8617928,1.5331886,12,0.7104124,0.0059128404
13,4.392764,4.024026,13,0.39894044,0.5128062
14,2.0376723,2.7968318,14,0.8483994,0.7804283
15,2.208876,2.4264119,15,0.7907757,0.9840035
16,3.5096827,4.2502136,16,0.41756982,0.4553498
17,1.2064148,1.3414848,17,0.633659,0.32594252
18,3.3007963,4.2671995,18,0.7652461,0.7723605
19,5.03046,4.121768,19,0.030957354,0.019566357
20,4.466499,4.911278,20,0.8539027,0.8911155
21,1.9188521,1.3557303,21,0.8128909,0.84332275
22,3.2549825,2.3976226,22,0.367696,0.41099066
23,4.5404625,3.7514026,23,0.5227175,0.65077156
